onset	duration	trial_type
0.200532087811735	1.99854849083349	high_2.0944
2.59879027681192	1.99854849083349	high_2.0944
13.4004084247164	1.99854849083349	high_0.69813
15.7986666137166	1.99854849083349	high_0.69813
20.0015294444922	1.99854849083349	high_0.34907
22.3997876334924	1.99854849083349	high_0.34907
26.606691447366	1.99854849083349	low_0.69813
29.0049496363662	1.99854849083349	low_0.69813
33.2011852548923	1.99854849083349	low_2.0944
35.5994434438925	1.99854849083349	low_2.0944
46.4002633098746	1.99854849083349	high_2.0944
48.7985214988748	1.99854849083349	high_2.0944
53.0006993154122	1.99854849083349	high_2.7925
55.3989575044124	1.99854849083349	high_2.7925
66.2002064056171	1.99854849083349	high_1.7453
68.5984645946173	1.99854849083349	high_1.7453
72.8005733088532	1.99854849083349	high_0
75.1988314978534	1.99854849083349	high_0
79.4006274489977	1.99854849083349	low_2.4435
81.7988856379979	1.99854849083349	low_2.4435
86.0005578058946	1.99854849083349	low_0
88.3988159948948	1.99854849083349	low_0
92.600599327375	1.99854849083349	low_2.7925
94.9988575163751	1.99854849083349	low_2.7925
105.800171013211	1.99854849083349	low_1.3963
108.198429202212	1.99854849083349	low_1.3963
112.400490746618	1.99854849083349	high_0
114.798748935618	1.99854849083349	high_0
119.000582141936	1.99854849083349	low_1.0472
121.398840330936	1.99854849083349	low_1.0472
125.600556363747	1.99854849083349	low_2.0944
127.998814552748	1.99854849083349	low_2.0944
138.80017341678	1.99854849083349	high_0.34907
141.19843160578	1.99854849083349	high_0.34907
152.000197572535	1.99854849083349	high_2.7925
154.398455761535	1.99854849083349	high_2.7925
158.600514902372	1.99854849083349	low_0.69813
160.998773091373	1.99854849083349	low_0.69813
165.20063994751	1.99854849083349	low_0.34907
167.59889813651	1.99854849083349	low_0.34907
171.800514421647	1.99854849083349	high_2.4435
174.198772610647	1.99854849083349	high_2.4435
185.000162420492	1.99854849083349	low_1.7453
187.398420609492	1.99854849083349	low_1.7453
191.600547951314	1.99854849083349	low_0
193.998806140315	1.99854849083349	low_0
198.200464187295	1.99854849083349	high_2.4435
200.598722376295	1.99854849083349	high_2.4435
204.800587129302	1.99854849083349	low_1.3963
207.198845318302	1.99854849083349	low_1.3963
211.400607619656	1.99854849083349	low_1.7453
213.798865808656	1.99854849083349	low_1.7453
218.000575832574	1.99854849083349	high_1.3963
220.398834021575	1.99854849083349	high_1.3963
224.600630874065	1.99854849083349	high_0.69813
226.998889063065	1.99854849083349	high_0.69813
231.200484917982	1.99854849083349	low_0.34907
233.598743106982	1.99854849083349	low_0.34907
237.800547470589	1.99854849083349	low_2.7925
240.198805659589	1.99854849083349	low_2.7925
244.400504867506	1.99854849083349	high_1.0472
246.798763056506	1.99854849083349	high_1.0472
251.000531366753	1.99854849083349	high_1.3963
253.398789555753	1.99854849083349	high_1.3963
257.600483355654	1.99854849083349	low_1.0472
259.998741544654	1.99854849083349	low_1.0472
264.200575652317	1.99854849083349	high_1.7453
266.598833841317	1.99854849083349	high_1.7453
270.800506610092	1.99854849083349	low_2.4435
273.198764799092	1.99854849083349	low_2.4435
284.000178043602	1.99854849083349	high_1.0472
286.398436232603	1.99854849083349	high_1.0472
