onset	duration	contrast	orientation	run
0.200025838264264	1.9998291069176	0.3	0.69813	2
2.59982076656539	1.9998291069176	0.3	0.69813	2
6.80057721461635	1.9998291069176	0.8	2.0944	2
9.20037214291748	1.9998291069176	0.8	2.0944	2
13.4004387696506	1.9998291069176	0.8	0.69813	2
15.8002336979518	1.9998291069176	0.8	0.69813	2
26.6001612787833	1.9998291069176	0.3	2.0944	2
28.9999562070845	1.9998291069176	0.3	2.0944	2
33.2005125589087	1.9998291069176	0.8	0.69813	2
35.6003074872098	1.9998291069176	0.8	0.69813	2
39.8005249372392	1.9998291069176	0.3	0	2
42.2003198655404	1.9998291069176	0.3	0	2
46.4004883430491	1.9998291069176	0.8	0.34907	2
48.8002832713502	1.9998291069176	0.8	0.34907	2
53.0005094342807	1.9998291069176	0.8	1.0472	2
55.4003043625818	1.9998291069176	0.8	1.0472	2
59.600515803718	1.9998291069176	0.3	2.4435	2
62.0003107320191	1.9998291069176	0.3	2.4435	2
72.8002782720025	1.9998291069176	0.3	2.7925	2
75.2000732003036	1.9998291069176	0.3	2.7925	2
86.0001594160451	1.9998291069176	0.8	0.34907	2
88.3999543443462	1.9998291069176	0.8	0.34907	2
99.2001445139642	1.9998291069176	0.3	2.7925	2
101.599939442265	1.9998291069176	0.3	2.7925	2
105.800550775474	1.9998291069176	0.3	0.34907	2
108.200345703776	1.9998291069176	0.3	0.34907	2
112.400516284414	1.9998291069176	0.8	1.7453	2
114.800311212715	1.9998291069176	0.8	1.7453	2
119.000560509902	1.9998291069176	0.3	1.3963	2
121.400355438204	1.9998291069176	0.3	1.3963	2
125.600492669462	1.9998291069176	0.8	1.0472	2
128.000287597763	1.9998291069176	0.8	1.0472	2
132.200491828221	1.9998291069176	0.3	1.3963	2
134.600286756522	1.9998291069176	0.3	1.3963	2
138.80053365014	1.9998291069176	0.8	2.4435	2
141.200328578441	1.9998291069176	0.8	2.4435	2
145.400477527047	1.9998291069176	0.8	0	2
147.800272455348	1.9998291069176	0.8	0	2
152.000557505456	1.9998291069176	0.8	2.0944	2
154.400352433757	1.9998291069176	0.8	2.0944	2
165.200179666007	1.9998291069176	0.3	1.0472	2
167.599974594308	1.9998291069176	0.3	1.0472	2
171.800506309653	1.9998291069176	0.3	2.0944	2
174.200301237954	1.9998291069176	0.3	2.0944	2
178.400549934234	1.9998291069176	0.8	1.3963	2
180.800344862535	1.9998291069176	0.8	1.3963	2
185.000519949844	1.9998291069176	0.8	1.7453	2
187.400314878145	1.9998291069176	0.8	1.7453	2
198.20026859768	1.9998291069176	0.8	2.7925	2
200.600063525981	1.9998291069176	0.8	2.7925	2
204.800516825216	1.9998291069176	0.3	2.4435	2
207.200311753517	1.9998291069176	0.3	2.4435	2
211.4005261991	1.9998291069176	0.8	2.7925	2
213.800321127401	1.9998291069176	0.8	2.7925	2
218.00047398177	1.9998291069176	0.3	1.7453	2
220.400268910071	1.9998291069176	0.3	1.7453	2
224.600567780656	1.9998291069176	0.3	0	2
227.000362708957	1.9998291069176	0.3	0	2
231.200443757046	1.9998291069176	0.8	2.4435	2
233.600238685347	1.9998291069176	0.8	2.4435	2
237.800490986952	1.9998291069176	0.3	0.34907	2
240.200285915253	1.9998291069176	0.3	0.34907	2
251.000236329902	1.9998291069176	0.3	1.7453	2
253.400031258203	1.9998291069176	0.3	1.7453	2
257.600690362148	1.9998291069176	0.3	1.0472	2
260.00048529045	1.9998291069176	0.3	1.0472	2
270.800206165254	1.9998291069176	0.3	0.69813	2
273.200001093556	1.9998291069176	0.3	0.69813	2
277.400528001762	1.9998291069176	0.8	0	2
279.800322930063	1.9998291069176	0.8	0	2
284.000532268069	1.9998291069176	0.8	1.3963	2
286.40032719637	1.9998291069176	0.8	1.3963	2
