onset	duration	trial_type
0.20000781158451	1.99975988455117	high_0
2.59971967304591	1.99975988455117	high_0
6.80060966268065	1.99975988455117	high_1.3963
9.20032152414205	1.99975988455117	high_1.3963
13.4004649083538	1.99975988455117	low_1.7453
15.8001767698152	1.99975988455117	low_1.7453
26.6002168611041	1.99975988455117	high_2.0944
28.9999287225655	1.99975988455117	high_2.0944
33.2005344913807	1.99975988455117	low_0.69813
35.6002463528421	1.99975988455117	low_0.69813
39.8004170775414	1.99975988455117	high_2.7925
42.2001289390028	1.99975988455117	high_2.7925
46.4004778274859	1.99975988455117	low_2.0944
48.8001896889473	1.99975988455117	low_2.0944
59.6001645836979	1.99975988455117	low_2.7925
61.9998764451593	1.99975988455117	low_2.7925
66.2005137606931	1.99975988455117	high_1.3963
68.6002256221545	1.99975988455117	high_1.3963
72.8004489246989	1.99975988455117	low_0.34907
75.2001607861603	1.99975988455117	low_0.34907
79.400479630148	1.99975988455117	high_0.69813
81.8001914916094	1.99975988455117	high_0.69813
86.0004520493269	1.99975988455117	low_1.7453
88.4001639107883	1.99975988455117	low_1.7453
92.6009709776437	1.99975988455117	low_0
95.0006828391051	1.99975988455117	low_0
99.2005032451008	1.99975988455117	high_2.4435
101.600215106562	1.99975988455117	high_2.4435
105.800478969165	1.99975988455117	high_0.69813
108.200190830627	1.99975988455117	high_0.69813
112.400529804424	1.99975988455117	high_2.4435
114.800241665886	1.99975988455117	high_2.4435
125.60017990637	1.99975988455117	low_2.4435
127.999891767831	1.99975988455117	low_2.4435
132.200563334092	1.99975988455117	low_0.34907
134.600275195553	1.99975988455117	low_0.34907
138.800506309653	1.99975988455117	low_0
141.200218171114	1.99975988455117	low_0
145.400453791884	1.99975988455117	low_0.69813
147.800165653345	1.99975988455117	low_0.69813
152.000480892009	1.99975988455117	high_0.34907
154.40019275347	1.99975988455117	high_0.34907
158.600438288925	1.99975988455117	high_1.0472
161.000150150387	1.99975988455117	high_1.0472
171.800178824767	1.99975988455117	high_2.0944
174.199890686228	1.99975988455117	high_2.0944
185.000131775119	1.99975988455117	high_2.7925
187.39984363658	1.99975988455117	high_2.7925
191.600514601934	1.99975988455117	low_1.0472
194.000226463395	1.99975988455117	low_1.0472
198.200434743677	1.99975988455117	low_1.3963
200.600146605138	1.99975988455117	low_1.3963
211.400197812897	1.99975988455117	low_2.0944
213.799909674359	1.99975988455117	low_2.0944
218.000474282238	1.99975988455117	high_0.34907
220.400186143699	1.99975988455117	high_0.34907
224.600476745883	1.99975988455117	high_1.7453
227.000188607344	1.99975988455117	high_1.7453
231.200435044145	1.99975988455117	low_2.4435
233.600146905606	1.99975988455117	low_2.4435
237.800501202076	1.99975988455117	high_0
240.200213063537	1.99975988455117	high_0
244.400510275521	1.99975988455117	low_1.0472
246.800222136982	1.99975988455117	low_1.0472
251.000499219156	1.99975988455117	low_2.7925
253.400211080618	1.99975988455117	low_2.7925
264.200236450083	1.99975988455117	low_1.3963
266.599948311545	1.99975988455117	low_1.3963
270.800445018907	1.99975988455117	high_1.0472
273.200156880368	1.99975988455117	high_1.0472
277.400475724356	1.99975988455117	high_1.7453
279.800187585817	1.99975988455117	high_1.7453
