onset	duration	trial
3.84588250522143	0.4	1
8.15527812007745	0.4	2
11.5666192606372	0.4	3
15.4903019643827	0.4	4
19.5406472380416	0.4	5
23.3257925887475	0.4	6
27.3750946382049	0.4	7
31.5379481179573	0.4	8
35.5136340993405	0.4	9
39.5455532480527	0.4	10
43.2237572519398	0.4	11
47.4635936747396	0.4	12
51.2904286309787	0.4	13
55.3220510093283	0.4	14
59.5555179908491	0.4	15
63.2257034544637	0.4	16
67.0265041906359	0.4	17
70.9807587830496	0.4	18
74.8246241398822	0.4	19
78.3150082619108	0.4	20
82.4593895718979	0.4	21
85.8920050212008	0.4	22
89.7217475646338	0.4	23
93.1590098441079	0.4	24
97.534807597144	0.4	25
101.457147505157	0.4	26
105.766777483755	0.4	27
109.550025405095	0.4	28
113.834477642	0.4	29
117.489495251331	0.4	30
121.798545093274	0.4	31
126.093105538025	0.4	32
129.891622699015	0.4	33
133.916642700851	0.4	34
137.884239987037	0.4	35
142.178751872482	0.4	36
145.79291767635	0.4	37
149.196776835211	0.4	38
153.477358296243	0.4	39
157.112479931283	0.4	40
160.75734455363	0.4	41
164.79826158877	0.4	42
168.502786069978	0.4	43
172.728406881867	0.4	44
177.012095592815	0.4	45
181.3574685508	0.4	46
185.148263889205	0.4	47
189.349583953916	0.4	48
192.906697241894	0.4	49
196.931862638674	0.4	50
201.030847991433	0.4	51
204.516716924554	0.4	52
208.447896497342	0.4	53
212.736463019483	0.4	54
216.400129027672	0.4	55
220.034914552977	0.4	56
224.274571780701	0.4	57
228.170111810427	0.4	58
231.72247817684	0.4	59
235.353246332649	0.4	60
239.411200289734	0.4	61
243.374148670974	0.4	62
247.065977408623	0.4	63
251.088282393338	0.4	64
255.20418780163	0.4	65
258.88491883571	0.4	66
262.69719199426	0.4	67
266.459397707674	0.4	68
270.640789729676	0.4	69
274.176276880978	0.4	70
278.478346395528	0.4	71
282.167982481406	0.4	72
