onset	duration	orientation	contrast	side	trial	subject
141.2	4.5	150	0.8	left	17	4
143.1	0.4	n/a	n/a	middle	37	4
148.5	0.4	n/a	n/a	middle	38	4
149.6	4.5	150	0.8	right	18	4
150	4.5	75	0.2	left	18	4
152.1	0.4	n/a	n/a	middle	39	4
155.8	0.4	n/a	n/a	middle	40	4
157.5	4.5	15	0.2	left	19	4
158.3	4.5	45	0.2	right	19	4
158.6	0.4	n/a	n/a	middle	41	4
162	0.4	n/a	n/a	middle	42	4
165.3	0.4	n/a	n/a	middle	43	4
166.1	4.5	30	0.8	left	20	4
167.7	4.5	135	0.8	right	20	4
170.4	0.4	n/a	n/a	middle	44	4
173.5	0.4	n/a	n/a	middle	45	4
175.1	4.5	150	0.2	left	21	4
175.4	4.5	90	0.2	right	21	4
176.8	0.4	n/a	n/a	middle	46	4
180.4	0.4	n/a	n/a	middle	47	4
182.8	4.5	105	0.8	left	22	4
183.5	4.5	135	0.2	right	22	4
184.9	0.4	n/a	n/a	middle	48	4
187.7	0.4	n/a	n/a	middle	49	4
190.7	4.5	60	0.8	left	23	4
191.1	4.5	75	0.2	right	23	4
192.8	0.4	n/a	n/a	middle	50	4
195.4	0.4	n/a	n/a	middle	51	4
199.2	0.4	n/a	n/a	middle	52	4
199.6	4.5	0	0.2	right	24	4
199.9	4.5	45	0.2	left	24	4
201.6	0.4	n/a	n/a	middle	53	4
206.3	0.4	n/a	n/a	middle	54	4
207.6	4.5	120	0.2	left	25	4
208.7	4.5	30	0.2	right	25	4
210.8	0.4	n/a	n/a	middle	55	4
213.8	0.4	n/a	n/a	middle	56	4
216.7	4.5	0	0.2	right	26	4
216.9	4.5	15	0.2	left	26	4
218.3	0.4	n/a	n/a	middle	57	4
222.4	0.4	n/a	n/a	middle	58	4
224.6	4.5	165	0.2	right	27	4
226.3	4.5	0	0.2	left	27	4
227.4	0.4	n/a	n/a	middle	59	4
231.5	0.4	n/a	n/a	middle	60	4
232.7	4.5	90	0.8	right	28	4
233.8	4.5	90	0.8	left	28	4
236.6	0.4	n/a	n/a	middle	61	4
240.3	0.4	n/a	n/a	middle	62	4
241.1	4.5	30	0.2	right	29	4
242	4.5	0	0.2	left	29	4
243.8	0.4	n/a	n/a	middle	63	4
247.7	0.4	n/a	n/a	middle	64	4
249.8	4.5	135	0.2	left	30	4
250.1	4.5	120	0.2	right	30	4
250.8	0.4	n/a	n/a	middle	65	4
256	0.4	n/a	n/a	middle	66	4
258.4	4.5	120	0.2	left	31	4
258.6	4.5	15	0.8	right	31	4
259.8	0.4	n/a	n/a	middle	67	4
262.9	0.4	n/a	n/a	middle	68	4
266.1	4.5	60	0.2	left	32	4
266.6	0.4	n/a	n/a	middle	69	4
266.9	4.5	120	0.2	right	32	4
271.1	0.4	n/a	n/a	middle	70	4
273.6	4.5	105	0.2	left	33	4
274.7	0.4	n/a	n/a	middle	71	4
276.3	4.5	165	0.2	right	33	4
277.6	0.4	n/a	n/a	middle	72	4
282.6	0.4	n/a	n/a	middle	73	4
283	4.5	120	0.8	left	34	4
285.8	4.5	15	0.2	right	34	4
286.8	0.4	n/a	n/a	middle	74	4
290.3	0.4	n/a	n/a	middle	75	4
292.5	4.5	165	0.2	left	35	4
293.3	0.4	n/a	n/a	middle	76	4
294.6	4.5	105	0.8	right	35	4
296.3	0.4	n/a	n/a	middle	77	4
300.3	0.4	n/a	n/a	middle	78	4
300.7	4.5	75	0.8	left	36	4
302.3	4.5	60	0.8	right	36	4
304	0.4	n/a	n/a	middle	79	4
308.6	0.4	n/a	n/a	middle	80	4
309.5	4.5	30	0.8	left	37	4
311	4.5	30	0.8	right	37	4
311.2	0.4	n/a	n/a	middle	81	4
316.2	0.4	n/a	n/a	middle	82	4
317.1	4.5	60	0.2	left	38	4
319.3	4.5	60	0.2	right	38	4
320.7	0.4	n/a	n/a	middle	83	4
323.5	0.4	n/a	n/a	middle	84	4
325	4.5	60	0.8	left	39	4
328.5	0.4	n/a	n/a	middle	85	4
328.8	4.5	120	0.8	right	39	4
331.5	0.4	n/a	n/a	middle	86	4
332.5	4.5	0	0.2	left	40	4
335.7	0.4	n/a	n/a	middle	87	4
336.9	4.5	45	0.8	right	40	4
339.7	0.4	n/a	n/a	middle	88	4
340.9	4.5	90	0.8	left	41	4
342.6	0.4	n/a	n/a	middle	89	4
345	0.4	n/a	n/a	middle	90	4
345.8	4.5	105	0.2	right	41	4
348.7	4.5	150	0.8	left	42	4
349.7	0.4	n/a	n/a	middle	91	4
354.4	4.5	165	0.8	right	42	4
354.4	0.4	n/a	n/a	middle	92	4
358.1	0.4	n/a	n/a	middle	93	4
358.2	4.5	75	0.8	left	43	4
360.6	0.4	n/a	n/a	middle	94	4
362.3	4.5	0	0.2	right	43	4
364.8	0.4	n/a	n/a	middle	95	4
366.5	4.5	150	0.2	left	44	4
367.7	0.4	n/a	n/a	middle	96	4
371.2	4.5	75	0.8	right	44	4
372.3	0.4	n/a	n/a	middle	97	4
376	4.5	0	0.2	left	45	4
376.3	0.4	n/a	n/a	middle	98	4
378.8	4.5	150	0.8	right	45	4
379.4	0.4	n/a	n/a	middle	99	4
384.6	0.4	n/a	n/a	middle	100	4
385	4.5	135	0.8	left	46	4
386.6	4.5	30	0.8	right	46	4
389.3	0.4	n/a	n/a	middle	101	4
393.7	4.5	30	0.2	left	47	4
394.1	4.5	150	0.2	right	47	4
394.4	0.4	n/a	n/a	middle	102	4
397	0.4	n/a	n/a	middle	103	4
399.9	0.4	n/a	n/a	middle	104	4
402.3	4.5	45	0.8	left	48	4
403.4	4.5	60	0.8	right	48	4
404.5	0.4	n/a	n/a	middle	105	4
409	0.4	n/a	n/a	middle	106	4
413.8	0.4	n/a	n/a	middle	107	4
417.7	0.4	n/a	n/a	middle	108	4
