onset	duration	orientation	contrast	side	trial	subject
2.1	0.4	n/a	n/a	middle	1	4
3.2	4.5	165	0.2	left	1	4
4.4	4.5	120	0.8	right	1	4
5.4	0.4	n/a	n/a	middle	2	4
10.2	0.4	n/a	n/a	middle	3	4
11.4	4.5	120	0.2	left	2	4
13.6	4.5	75	0.2	right	2	4
13.6	0.4	n/a	n/a	middle	4	4
16.2	0.4	n/a	n/a	middle	5	4
20.1	0.4	n/a	n/a	middle	6	4
20.6	4.5	135	0.8	left	3	4
22.4	4.5	45	0.2	right	3	4
23.6	0.4	n/a	n/a	middle	7	4
28.2	0.4	n/a	n/a	middle	8	4
29.8	4.5	105	0.8	left	4	4
31.9	4.5	60	0.2	right	4	4
32.2	0.4	n/a	n/a	middle	9	4
37	0.4	n/a	n/a	middle	10	4
38.6	4.5	30	0.2	left	5	4
41.4	4.5	90	0.2	right	5	4
41.9	0.4	n/a	n/a	middle	11	4
44.8	0.4	n/a	n/a	middle	12	4
47.5	0.4	n/a	n/a	middle	13	4
48.1	4.5	75	0.2	left	6	4
49.4	4.5	30	0.8	right	6	4
52.4	0.4	n/a	n/a	middle	14	4
56.7	0.4	n/a	n/a	middle	15	4
57.5	4.5	15	0.8	left	7	4
58.2	4.5	0	0.2	right	7	4
59.1	0.4	n/a	n/a	middle	16	4
64.2	0.4	n/a	n/a	middle	17	4
65.2	4.5	30	0.8	left	8	4
67.2	4.5	75	0.8	right	8	4
68.1	0.4	n/a	n/a	middle	18	4
72.1	0.4	n/a	n/a	middle	19	4
74	4.5	150	0.2	left	9	4
75.7	4.5	135	0.8	right	9	4
76.3	0.4	n/a	n/a	middle	20	4
81	0.4	n/a	n/a	middle	21	4
82.5	4.5	120	0.8	left	10	4
84.9	4.5	135	0.2	right	10	4
86	0.4	n/a	n/a	middle	22	4
89.5	0.4	n/a	n/a	middle	23	4
90.1	4.5	105	0.2	left	11	4
92.1	0.4	n/a	n/a	middle	24	4
92.8	4.5	120	0.2	right	11	4
96.7	0.4	n/a	n/a	middle	25	4
99.4	4.5	75	0.8	left	12	4
100.1	0.4	n/a	n/a	middle	26	4
100.5	4.5	90	0.8	right	12	4
105.1	0.4	n/a	n/a	middle	27	4
107.9	4.5	135	0.8	left	13	4
108	4.5	135	0.8	right	13	4
108.6	0.4	n/a	n/a	middle	28	4
113.5	0.4	n/a	n/a	middle	29	4
115.8	4.5	165	0.8	right	14	4
116.4	0.4	n/a	n/a	middle	30	4
117	4.5	60	0.8	left	14	4
119.2	0.4	n/a	n/a	middle	31	4
124.3	0.4	n/a	n/a	middle	32	4
124.4	4.5	75	0.8	right	15	4
124.6	4.5	0	0.2	left	15	4
126.8	0.4	n/a	n/a	middle	33	4
131.3	0.4	n/a	n/a	middle	34	4
132.6	4.5	30	0.2	left	16	4
132.9	4.5	165	0.8	right	16	4
135.9	0.4	n/a	n/a	middle	35	4
139.6	0.4	n/a	n/a	middle	36	4
141.2	4.5	150	0.2	right	17	4
141.4	4.5	75	0.8	left	17	4
143.1	0.4	n/a	n/a	middle	37	4
148.5	0.4	n/a	n/a	middle	38	4
149.1	4.5	15	0.2	left	18	4
149.3	4.5	135	0.2	right	18	4
152.1	0.4	n/a	n/a	middle	39	4
155.8	0.4	n/a	n/a	middle	40	4
156.8	4.5	120	0.2	right	19	4
157.9	4.5	165	0.8	left	19	4
158.6	0.4	n/a	n/a	middle	41	4
162	0.4	n/a	n/a	middle	42	4
165.3	0.4	n/a	n/a	middle	43	4
166	4.5	45	0.8	right	20	4
166.2	4.5	120	0.8	left	20	4
170.4	0.4	n/a	n/a	middle	44	4
173.5	0.4	n/a	n/a	middle	45	4
174.8	4.5	105	0.2	right	21	4
175.3	4.5	15	0.2	left	21	4
176.8	0.4	n/a	n/a	middle	46	4
180.4	0.4	n/a	n/a	middle	47	4
183.2	4.5	60	0.8	right	22	4
184.1	4.5	30	0.8	left	22	4
184.9	0.4	n/a	n/a	middle	48	4
187.7	0.4	n/a	n/a	middle	49	4
191.2	4.5	120	0.8	right	23	4
192.4	4.5	150	0.2	left	23	4
192.8	0.4	n/a	n/a	middle	50	4
195.4	0.4	n/a	n/a	middle	51	4
199.2	0.4	n/a	n/a	middle	52	4
200.3	4.5	60	0.2	right	24	4
200.5	4.5	45	0.2	left	24	4
201.6	0.4	n/a	n/a	middle	53	4
206.3	0.4	n/a	n/a	middle	54	4
208.7	4.5	90	0.2	left	25	4
209.5	4.5	0	0.2	right	25	4
210.8	0.4	n/a	n/a	middle	55	4
213.8	0.4	n/a	n/a	middle	56	4
218.1	4.5	135	0.2	left	26	4
218.3	0.4	n/a	n/a	middle	57	4
218.7	4.5	165	0.2	right	26	4
222.4	0.4	n/a	n/a	middle	58	4
226.5	4.5	60	0.2	left	27	4
227.1	4.5	75	0.2	right	27	4
227.4	0.4	n/a	n/a	middle	59	4
231.5	0.4	n/a	n/a	middle	60	4
234.9	4.5	45	0.2	left	28	4
236.6	0.4	n/a	n/a	middle	61	4
236.6	4.5	165	0.2	right	28	4
240.3	0.4	n/a	n/a	middle	62	4
243.3	4.5	45	0.8	left	29	4
243.8	0.4	n/a	n/a	middle	63	4
245.8	4.5	15	0.2	right	29	4
247.7	0.4	n/a	n/a	middle	64	4
250.8	0.4	n/a	n/a	middle	65	4
252.7	4.5	120	0.2	left	30	4
253.4	4.5	105	0.2	right	30	4
256	0.4	n/a	n/a	middle	66	4
259.8	0.4	n/a	n/a	middle	67	4
260.6	4.5	90	0.2	left	31	4
261.3	4.5	45	0.2	right	31	4
262.9	0.4	n/a	n/a	middle	68	4
266.6	0.4	n/a	n/a	middle	69	4
269.9	4.5	105	0.2	left	32	4
270.5	4.5	150	0.8	right	32	4
271.1	0.4	n/a	n/a	middle	70	4
274.7	0.4	n/a	n/a	middle	71	4
277.4	4.5	0	0.2	left	33	4
277.6	0.4	n/a	n/a	middle	72	4
278.8	4.5	30	0.2	right	33	4
282.6	0.4	n/a	n/a	middle	73	4
285.6	4.5	105	0.8	left	34	4
286.8	0.4	n/a	n/a	middle	74	4
287.2	4.5	15	0.8	right	34	4
290.3	0.4	n/a	n/a	middle	75	4
293.3	0.4	n/a	n/a	middle	76	4
294.7	4.5	60	0.2	left	35	4
296.3	0.4	n/a	n/a	middle	77	4
296.6	4.5	90	0.8	right	35	4
300.3	0.4	n/a	n/a	middle	78	4
302.9	4.5	90	0.8	left	36	4
304	0.4	n/a	n/a	middle	79	4
306.1	4.5	45	0.8	right	36	4
308.6	0.4	n/a	n/a	middle	80	4
311.2	0.4	n/a	n/a	middle	81	4
311.6	4.5	0	0.2	left	37	4
315.2	4.5	30	0.2	right	37	4
316.2	0.4	n/a	n/a	middle	82	4
320	4.5	165	0.2	left	38	4
320.7	0.4	n/a	n/a	middle	83	4
323.5	0.4	n/a	n/a	middle	84	4
323.9	4.5	105	0.8	right	38	4
327.5	4.5	150	0.8	left	39	4
328.5	0.4	n/a	n/a	middle	85	4
331.5	0.4	n/a	n/a	middle	86	4
333.3	4.5	15	0.8	right	39	4
335.7	0.4	n/a	n/a	middle	87	4
336.2	4.5	0	0.2	left	40	4
339.7	0.4	n/a	n/a	middle	88	4
341.8	4.5	150	0.2	right	40	4
342.6	0.4	n/a	n/a	middle	89	4
344.9	4.5	75	0.2	left	41	4
345	0.4	n/a	n/a	middle	90	4
349.6	4.5	60	0.8	right	41	4
349.7	0.4	n/a	n/a	middle	91	4
353.7	4.5	165	0.8	left	42	4
354.4	0.4	n/a	n/a	middle	92	4
357.7	4.5	105	0.8	right	42	4
358.1	0.4	n/a	n/a	middle	93	4
360.6	0.4	n/a	n/a	middle	94	4
361.9	4.5	15	0.8	left	43	4
364.8	0.4	n/a	n/a	middle	95	4
365.8	4.5	150	0.8	right	43	4
367.7	0.4	n/a	n/a	middle	96	4
370.4	4.5	135	0.2	left	44	4
372.3	0.4	n/a	n/a	middle	97	4
374.4	4.5	0	0.2	right	44	4
376.3	0.4	n/a	n/a	middle	98	4
379.3	4.5	150	0.8	left	45	4
379.4	0.4	n/a	n/a	middle	99	4
382	4.5	0	0.2	right	45	4
384.6	0.4	n/a	n/a	middle	100	4
388.6	4.5	45	0.8	left	46	4
389.3	0.4	n/a	n/a	middle	101	4
389.6	4.5	90	0.2	right	46	4
394.4	0.4	n/a	n/a	middle	102	4
396.2	4.5	90	0.8	left	47	4
397	0.4	n/a	n/a	middle	103	4
397.4	4.5	15	0.2	right	47	4
399.9	0.4	n/a	n/a	middle	104	4
403.9	4.5	60	0.8	left	48	4
404.5	0.4	n/a	n/a	middle	105	4
406.8	4.5	30	0.8	right	48	4
409	0.4	n/a	n/a	middle	106	4
413.8	0.4	n/a	n/a	middle	107	4
417.7	0.4	n/a	n/a	middle	108	4
