onset	duration	trial
3.81806486625709	0.4	1
7.85829953431658	0.4	2
12.1409269178535	0.4	3
15.7860945457188	0.4	4
19.588554116203	0.4	5
23.9689692914473	0.4	6
27.4100293121817	0.4	7
31.6941232408676	0.4	8
35.5850047189754	0.4	9
39.0402905700629	0.4	10
42.6725613238551	0.4	11
46.2073227286303	0.4	12
49.9004284735718	0.4	13
53.7378295940245	0.4	14
57.9079089497304	0.4	15
62.2519883437667	0.4	16
66.0663214225301	0.4	17
69.5831505245743	0.4	18
73.6305109245757	0.4	19
77.8590459506359	0.4	20
82.0059109211556	0.4	21
86.175518395442	0.4	22
90.4827070728579	0.4	23
93.9642988832675	0.4	24
97.8112421615985	0.4	25
101.75783373561	0.4	26
105.903684258999	0.4	27
109.691300022107	0.4	28
113.134706475786	0.4	29
116.581449041379	0.4	30
120.644001412133	0.4	31
124.96714686783	0.4	32
128.674564173882	0.4	33
132.964545655755	0.4	34
137.356001905648	0.4	35
140.906721757133	0.4	36
144.8634713897	0.4	37
149.11227999439	0.4	38
153.493376716846	0.4	39
157.007533562691	0.4	40
160.577198388237	0.4	41
164.256785304213	0.4	42
168.051373820804	0.4	43
171.514983600183	0.4	44
175.868793260414	0.4	45
179.412062338026	0.4	46
183.718564517686	0.4	47
187.397666001575	0.4	48
191.327750524401	0.4	49
195.507339607081	0.4	50
198.964389781495	0.4	51
203.193240983449	0.4	52
207.107549459202	0.4	53
210.855738622074	0.4	54
215.198867795346	0.4	55
219.089358189615	0.4	56
222.717214705409	0.4	57
226.371356342966	0.4	58
230.707830947596	0.4	59
234.861205484962	0.4	60
238.955432328007	0.4	61
243.169688643726	0.4	62
247.263441378379	0.4	63
251.350518380698	0.4	64
255.301024489967	0.4	65
259.56260528673	0.4	66
263.295791801642	0.4	67
267.63788362713	0.4	68
271.584462478207	0.4	69
275.943379197386	0.4	70
279.490737679211	0.4	71
283.671659984132	0.4	72
