onset	duration	trial
3.40235243613289	0.4	1
7.48359492994839	0.4	2
11.6339826585192	0.4	3
15.751691179584	0.4	4
19.8846043040427	0.4	5
23.6001000575129	0.4	6
27.6706069364317	0.4	7
31.1846760726751	0.4	8
35.5338863216956	0.4	9
39.4120688161438	0.4	10
43.4074330182579	0.4	11
47.4079120179739	0.4	12
51.2041748030681	0.4	13
54.6891528096736	0.4	14
58.3506581541896	0.4	15
62.015720599429	0.4	16
65.9196102960099	0.4	17
69.5325411510465	0.4	18
73.2865610005084	0.4	19
76.8813495926958	0.4	20
80.7907525590189	0.4	21
84.8795442741661	0.4	22
88.7321985789011	0.4	23
93.0981570714258	0.4	24
97.2600052423445	0.4	25
100.673364971586	0.4	26
104.975047129179	0.4	27
108.888993155928	0.4	28
112.916105930677	0.4	29
117.036250128691	0.4	30
120.460887680727	0.4	31
124.530692374674	0.4	32
128.692208770435	0.4	33
132.218865806347	0.4	34
136.303001859815	0.4	35
140.411736715646	0.4	36
144.537221743382	0.4	37
148.769748487814	0.4	38
152.77010651352	0.4	39
157.145726863556	0.4	40
161.451242030317	0.4	41
164.91199221504	0.4	42
169.064793645493	0.4	43
172.969660983434	0.4	44
176.550333566838	0.4	45
179.971479228576	0.4	46
184.343913989112	0.4	47
187.808870960968	0.4	48
191.894257599945	0.4	49
196.209501688157	0.4	50
200.34237274406	0.4	51
204.581657449985	0.4	52
208.782592027536	0.4	53
212.288692621366	0.4	54
216.403666977179	0.4	55
220.780477576106	0.4	56
224.271592137283	0.4	57
228.501283637052	0.4	58
232.181088834256	0.4	59
235.630200044894	0.4	60
239.574421206401	0.4	61
243.769318601018	0.4	62
247.710250097795	0.4	63
251.319926810937	0.4	64
255.019851261388	0.4	65
259.015230135241	0.4	66
263.09255995877	0.4	67
267.089330931238	0.4	68
270.804405456608	0.4	69
275.084643641082	0.4	70
279.452830874674	0.4	71
283.773333711922	0.4	72
