onset	duration	orientation	contrast	side	trial	subject
293.3	0.4	n/a	n/a	middle	76	4
294.5	4.5	0	0.2	right	35	4
296.3	0.4	n/a	n/a	middle	77	4
299.8	4.5	150	0.8	left	36	4
300.3	0.4	n/a	n/a	middle	78	4
302	4.5	45	0.8	right	36	4
304	0.4	n/a	n/a	middle	79	4
307.4	4.5	120	0.2	left	37	4
308.6	0.4	n/a	n/a	middle	80	4
311.2	0.4	n/a	n/a	middle	81	4
311.4	4.5	150	0.2	right	37	4
315.7	4.5	15	0.8	left	38	4
316.2	0.4	n/a	n/a	middle	82	4
320.7	0.4	n/a	n/a	middle	83	4
320.8	4.5	15	0.2	right	38	4
323.5	0.4	n/a	n/a	middle	84	4
325.2	4.5	15	0.2	left	39	4
328.5	0.4	n/a	n/a	middle	85	4
329	4.5	0	0.2	right	39	4
331.5	0.4	n/a	n/a	middle	86	4
334.3	4.5	0	0.2	left	40	4
335.7	0.4	n/a	n/a	middle	87	4
337	4.5	105	0.8	right	40	4
339.7	0.4	n/a	n/a	middle	88	4
342.6	0.4	n/a	n/a	middle	89	4
343.3	4.5	135	0.8	left	41	4
345	0.4	n/a	n/a	middle	90	4
346.1	4.5	30	0.2	right	41	4
349.7	0.4	n/a	n/a	middle	91	4
352.4	4.5	135	0.2	left	42	4
354.4	0.4	n/a	n/a	middle	92	4
354.6	4.5	120	0.2	right	42	4
358.1	0.4	n/a	n/a	middle	93	4
360.6	0.4	n/a	n/a	middle	94	4
361.4	4.5	135	0.8	left	43	4
363.2	4.5	105	0.2	right	43	4
364.8	0.4	n/a	n/a	middle	95	4
367.7	0.4	n/a	n/a	middle	96	4
370.6	4.5	135	0.2	left	44	4
372.1	4.5	150	0.8	right	44	4
372.3	0.4	n/a	n/a	middle	97	4
376.3	0.4	n/a	n/a	middle	98	4
379.4	0.4	n/a	n/a	middle	99	4
379.7	4.5	105	0.8	left	45	4
379.7	4.5	60	0.2	right	45	4
384.6	0.4	n/a	n/a	middle	100	4
389	4.5	105	0.8	right	46	4
389.2	4.5	75	0.2	left	46	4
389.3	0.4	n/a	n/a	middle	101	4
394.4	0.4	n/a	n/a	middle	102	4
396.9	4.5	120	0.8	left	47	4
397	0.4	n/a	n/a	middle	103	4
398.4	4.5	165	0.2	right	47	4
399.9	0.4	n/a	n/a	middle	104	4
404.5	0.4	n/a	n/a	middle	105	4
405.2	4.5	120	0.8	left	48	4
406.1	4.5	30	0.8	right	48	4
409	0.4	n/a	n/a	middle	106	4
413.8	0.4	n/a	n/a	middle	107	4
417.7	0.4	n/a	n/a	middle	108	4
