side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	exitflag	response	correct
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	0	5	105	0.8	1	grating	3.1999999999999993	82	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	8.2	5	120	0.8	2	grating	3.6999999999999993	87	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	16.9	5	0	0.2	3	grating	2.700000000000003	77.00000000000003	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	24.6	5	30	0.8	4	grating	2.6000000000000014	76.00000000000001	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	32.2	5	60	0.2	5	grating	3.299999999999997	82.99999999999997	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	40.5	5	150	0.2	6	grating	2.6000000000000014	76.00000000000001	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	48.1	5	45	0.8	7	grating	3.6999999999999957	86.99999999999996	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	56.8	5	120	0.2	8	grating	2.799999999999997	77.99999999999997	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	64.6	5	90	0.2	9	grating	3.200000000000003	82.00000000000003	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	72.8	5	135	0.8	10	grating	3.5	85	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	81.3	5	135	0.8	11	grating	3.5	85	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	89.8	5	90	0.2	12	grating	3.1000000000000085	81.00000000000009	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	97.9	5	15	0.8	13	grating	3.3999999999999915	83.99999999999991	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	106.3	5	15	0.8	14	grating	3.6000000000000085	86.00000000000009	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	114.9	5	60	0.8	15	grating	3.5999999999999943	85.99999999999994	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	123.5	5	60	0.2	16	grating	2.6999999999999886	76.99999999999989	NA	NO RESPONSE	NA
left	7	6	ga_dump/sub-06_task-contrast_run-07_ga_events.tsv	131.2	5	150	0.8	17	grating	3.200000000000017	82.00000000000017	NA	NO RESPONSE	NA
