side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	exitflag	response	correct
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	3	0.4	n/a	n/a	1	dim	2.3999999999999995	57.99999999999999	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	5.8	0.4	n/a	n/a	2	dim	2.7	31	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	8.9	0.4	n/a	n/a	3	dim	3.0999999999999996	34.99999999999999	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	12.4	0.4	n/a	n/a	4	dim	2.799999999999999	31.99999999999999	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	15.6	0.4	n/a	n/a	5	dim	2.600000000000003	30.000000000000032	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	18.6	0.4	n/a	n/a	6	dim	3.8999999999999986	42.999999999999986	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	22.9	0.4	n/a	n/a	7	dim	4.400000000000002	48.00000000000003	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	27.7	0.4	n/a	n/a	8	dim	2.6000000000000014	30.000000000000014	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	30.7	0.4	n/a	n/a	9	dim	4.699999999999999	51	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	35.8	0.4	n/a	n/a	10	dim	4.300000000000004	47.00000000000004	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	40.5	0.4	n/a	n/a	11	dim	3.6000000000000014	40.000000000000014	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	44.5	0.4	n/a	n/a	12	dim	5	54	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	49.9	0.4	n/a	n/a	13	dim	3.700000000000003	41.00000000000003	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	54	0.4	n/a	n/a	14	dim	2.6000000000000014	30.000000000000014	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	57	0.4	n/a	n/a	15	dim	4.600000000000001	50.000000000000014	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	62	0.4	n/a	n/a	16	dim	4.599999999999994	49.99999999999994	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	67	0.4	n/a	n/a	17	dim	2.8999999999999915	32.999999999999915	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	70.3	0.4	n/a	n/a	18	dim	3	34	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	73.7	0.4	n/a	n/a	19	dim	4.599999999999994	49.99999999999994	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	78.7	0.4	n/a	n/a	20	dim	3.499999999999986	38.99999999999986	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	82.6	0.4	n/a	n/a	21	dim	2.0999999999999943	24.999999999999943	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	85.1	0.4	n/a	n/a	22	dim	4.400000000000006	48.00000000000006	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	89.9	0.4	n/a	n/a	23	dim	3.299999999999983	36.99999999999983	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	93.6	0.4	n/a	n/a	24	dim	2.799999999999997	31.99999999999997	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	96.8	0.4	n/a	n/a	25	dim	3	34	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	100.2	0.4	n/a	n/a	26	dim	3.0999999999999943	34.99999999999994	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	103.7	0.4	n/a	n/a	27	dim	4.3999999999999915	47.999999999999915	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	108.5	0.4	n/a	n/a	28	dim	2.0999999999999943	24.999999999999943	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	111	0.4	n/a	n/a	29	dim	4.199999999999989	45.999999999999886	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	115.6	0.4	n/a	n/a	30	dim	4.700000000000003	51.00000000000003	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	120.7	0.4	n/a	n/a	31	dim	2.799999999999997	31.99999999999997	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	123.9	0.4	n/a	n/a	32	dim	4	44	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	128.3	0.4	n/a	n/a	33	dim	2.6999999999999886	30.999999999999886	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	131.4	0.4	n/a	n/a	34	dim	3.8999999999999773	42.99999999999977	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	135.7	0.4	n/a	n/a	35	dim	2.200000000000017	26.00000000000017	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	138.3	0.4	n/a	n/a	36	dim	4.899999999999977	52.99999999999977	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	143.6	0.4	n/a	n/a	37	dim	3.8000000000000114	42.000000000000114	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	147.8	0.4	n/a	n/a	38	dim	3.0999999999999943	34.99999999999994	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	151.3	0.4	n/a	n/a	39	dim	1.9999999999999716	23.999999999999716	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	153.7	0.4	n/a	n/a	40	dim	4.599999999999994	49.99999999999994	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	158.7	0.4	n/a	n/a	41	dim	3.8000000000000114	42.000000000000114	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	162.9	0.4	n/a	n/a	42	dim	4.599999999999994	49.99999999999994	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	167.9	0.4	n/a	n/a	43	dim	3.5	39	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	171.8	0.4	n/a	n/a	44	dim	1.9999999999999716	23.999999999999716	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	174.2	0.4	n/a	n/a	45	dim	4.800000000000011	52.000000000000114	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	179.4	0.4	n/a	n/a	46	dim	3.1999999999999886	35.999999999999886	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	183	0.4	n/a	n/a	47	dim	4.199999999999989	45.999999999999886	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	187.6	0.4	n/a	n/a	48	dim	2.4000000000000057	28.000000000000057	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	190.4	0.4	n/a	n/a	49	dim	4.5	49	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	195.3	0.4	n/a	n/a	50	dim	4.799999999999983	51.99999999999983	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	200.5	0.4	n/a	n/a	51	dim	4.400000000000006	48.00000000000006	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	205.3	0.4	n/a	n/a	52	dim	4.299999999999983	46.99999999999983	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	210	0.4	n/a	n/a	53	dim	3.1999999999999886	35.999999999999886	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	213.6	0.4	n/a	n/a	54	dim	4.099999999999994	44.99999999999994	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	218.1	0.4	n/a	n/a	55	dim	3.6999999999999886	40.999999999999886	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	222.2	0.4	n/a	n/a	56	dim	3.8000000000000114	42.000000000000114	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	226.4	0.4	n/a	n/a	57	dim	3	34	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	229.8	0.4	n/a	n/a	58	dim	4.099999999999994	44.99999999999994	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	234.3	0.4	n/a	n/a	59	dim	2.3999999999999773	27.999999999999773	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	237.1	0.4	n/a	n/a	60	dim	2	24	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	239.5	0.4	n/a	n/a	61	dim	3.6999999999999886	40.999999999999886	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	243.6	0.4	n/a	n/a	62	dim	3.5999999999999943	39.99999999999994	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	247.6	0.4	n/a	n/a	63	dim	3.6999999999999886	40.999999999999886	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	251.7	0.4	n/a	n/a	64	dim	4.099999999999994	44.99999999999994	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	256.2	0.4	n/a	n/a	65	dim	4.800000000000011	52.000000000000114	NA	NO RESPONSE	NA
middle	2	6	ga_dump/sub-06_task-localizer_run-02_ga_events.tsv	261.4	0.4	n/a	n/a	66	dim	74.20000000000005	746.0000000000005	NA	NO RESPONSE	NA
