side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	exitflag	response	correct
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	0	5	45	0.8	1	grating	3	80	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	8	5	30	0.8	2	grating	2.5999999999999996	76	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	15.6	5	165	0.2	3	grating	2.5000000000000018	75.00000000000001	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	23.1	5	0	0.2	4	grating	3.3999999999999986	83.99999999999999	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	31.5	5	150	0.8	5	grating	3.5	85	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	40	5	75	0.2	6	grating	2.799999999999997	77.99999999999997	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	47.8	5	120	0.2	7	grating	2.6000000000000014	76.00000000000001	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	55.4	5	60	0.8	8	grating	2.8999999999999986	78.99999999999999	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	63.3	5	75	0.8	9	grating	3.5	85	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	71.8	5	165	0.8	10	grating	3.5	85	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	80.3	5	30	0.8	11	grating	3.299999999999997	82.99999999999997	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	88.6	5	150	0.2	12	grating	3.700000000000003	87.00000000000003	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	97.3	5	15	0.8	13	grating	3.700000000000003	87.00000000000003	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	106	5	120	0.8	14	grating	2.5999999999999943	75.99999999999994	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	113.6	5	0	0.2	15	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	121.9	5	105	0.8	16	grating	3.0999999999999943	80.99999999999994	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	130	5	75	0.2	17	grating	2.5	75	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	137.5	5	120	0.8	18	grating	3.5999999999999943	85.99999999999994	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	146.1	5	60	0.2	19	grating	3.0999999999999943	80.99999999999994	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	154.2	5	30	0.2	20	grating	3.5	85	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	162.7	5	165	0.8	21	grating	2.5	75	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	170.2	5	60	0.2	22	grating	2.8000000000000114	78.00000000000011	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	178	5	75	0.8	23	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	186.3	5	90	0.2	24	grating	2.5999999999999943	75.99999999999994	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	193.9	5	135	0.2	25	grating	3.299999999999983	82.99999999999983	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	202.2	5	0	0.2	26	grating	3	80	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	210.2	5	105	0.2	27	grating	3.4000000000000057	84.00000000000006	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	218.6	5	90	0.2	28	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	226.9	5	90	0.8	29	grating	2.9000000000000057	79.00000000000006	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	234.8	5	165	0.2	30	grating	2.799999999999983	77.99999999999983	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	242.6	5	135	0.2	31	grating	2.9000000000000057	79.00000000000006	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	250.5	5	150	0.2	32	grating	3.6000000000000227	86.00000000000023	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	259.1	5	45	0.2	33	grating	3	80	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	267.1	5	150	0.8	34	grating	3	80	NA	NO RESPONSE	NA
left	4	6	ga_dump/sub-06_task-contrast_run-04_ga_events.tsv	275.1	5	105	0.2	35	grating	3	80	NA	NO RESPONSE	NA
