side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	exitflag	response	correct
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	0	5	45	0.2	1	grating	2.7	77	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	7.7	5	60	0.8	2	grating	3.4000000000000012	84.00000000000003	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	16.1	5	120	0.2	3	grating	3.299999999999997	82.99999999999997	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	24.4	5	105	0.2	4	grating	3.6000000000000014	86.00000000000001	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	33	5	120	0.8	5	grating	3.200000000000003	82.00000000000003	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	41.2	5	60	0.8	6	grating	3.3999999999999986	83.99999999999999	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	49.6	5	120	0.2	7	grating	3.3999999999999986	83.99999999999999	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	58	5	120	0.8	8	grating	3	80	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	66	5	0	0.2	9	grating	2.799999999999997	77.99999999999997	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	73.8	5	135	0.2	10	grating	2.5	75	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	81.3	5	90	0.2	11	grating	3.1000000000000085	81.00000000000009	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	89.4	5	30	0.2	12	grating	3.299999999999997	82.99999999999997	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	97.7	5	75	0.2	13	grating	2.799999999999997	77.99999999999997	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	105.5	5	165	0.2	14	grating	3.0999999999999943	80.99999999999994	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	113.6	5	150	0.2	15	grating	2.8000000000000114	78.00000000000011	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	121.4	5	30	0.8	16	grating	2.799999999999983	77.99999999999983	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	129.2	5	135	0.8	17	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	137.5	5	165	0.8	18	grating	3.5999999999999943	85.99999999999994	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	146.1	5	60	0.2	19	grating	3.5999999999999943	85.99999999999994	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	154.7	5	90	0.8	20	grating	2.700000000000017	77.00000000000017	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	162.4	5	75	0.8	21	grating	3	80	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	170.4	5	90	0.2	22	grating	3.5999999999999943	85.99999999999994	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	179	5	165	0.8	23	grating	2.8000000000000114	78.00000000000011	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	186.8	5	135	0.8	24	grating	3.6999999999999886	86.99999999999989	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	195.5	5	15	0.8	25	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	203.8	5	45	0.2	26	grating	2.6999999999999886	76.99999999999989	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	211.5	5	150	0.8	27	grating	3.5	85	NA	NO RESPONSE	NA
left	2	6	ga_dump/sub-06_task-contrast_run-02_ga_events.tsv	220	5	135	0.2	28	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
