onset	duration	trial_type	contrast	orientation	run	subject	task
0	4.999615408989484	con-0.8_ori-90	0.8	90	6	5	contrast
0	4.999615408989484	con-0.8_ori-15	0.8	15	6	5	contrast
4.19962400199438	0.40003821899881586	dim	1	NaN	6	5	contrast
6.899557780998293	0.3999664080038201	dim	1	NaN	6	5	contrast
7.799517879000632	4.99954299798992	con-0.8_ori-120	0.8	120	6	5	contrast
8.499411395998322	4.999592573993141	con-0.8_ori-105	0.8	105	6	5	contrast
10.899248606001493	0.39994868099165615	dim	1	NaN	6	5	contrast
14.09896785399178	0.39995979800005443	dim	1	NaN	6	5	contrast
15.598833247000584	4.999578151997412	con-0.2_ori-60	0.2	60	6	5	contrast
17.098705251002684	4.999572141998215	con-0.2_ori-150	0.2	150	6	5	contrast
18.598559225996723	0.39999104700109456	dim	1	NaN	6	5	contrast
23.19818749499973	4.999578151997412	con-0.2_ori-30	0.2	30	6	5	contrast
23.898133291993872	0.40000787199824117	dim	1	NaN	6	5	contrast
24.79803630299284	4.999613306004903	con-0.2_ori-60	0.2	60	6	5	contrast
27.79780554799072	0.39996009900642093	dim	1	NaN	6	5	contrast
31.097542764997343	4.999561325996183	con-0.2_ori-75	0.2	75	6	5	contrast
32.797411342995474	0.399962202005554	dim	1	NaN	6	5	contrast
33.397341575997416	4.999588967999443	con-0.2_ori-45	0.2	45	6	5	contrast
36.89705583699106	0.39994657700299285	dim	1	NaN	6	5	contrast
38.59690518499701	4.999588367994875	con-0.8_ori-120	0.8	120	6	5	contrast
39.69681318399671	0.3999655069928849	dim	1	NaN	6	5	contrast
41.09678748699662	4.99949544199626	con-0.8_ori-45	0.8	45	6	5	contrast
43.69649649699568	0.399949282000307	dim	1	NaN	6	5	contrast
46.39623647800181	0.3999754219985334	dim	1	NaN	6	5	contrast
46.59623215100146	4.999584461998893	con-0.8_ori-135	0.8	135	6	5	contrast
49.295999473994016	0.3999790270027006	dim	1	NaN	6	5	contrast
49.795971229992574	4.999548706997302	con-0.8_ori-165	0.8	165	6	5	contrast
53.69564138299029	0.3999420710024424	dim	1	NaN	6	5	contrast
54.39556494599674	4.999577249996946	con-0.8_ori-60	0.8	60	6	5	contrast
56.095422407001024	0.3999483809893718	dim	1	NaN	6	5	contrast
58.195228548996965	4.999593775995891	con-0.2_ori-105	0.2	105	6	5	contrast
60.29509087798942	0.399956192006357	dim	1	NaN	6	5	contrast
62.49489215199719	4.999606094992487	con-0.2_ori-150	0.2	150	6	5	contrast
63.194822324992856	0.39996009900642093	dim	1	NaN	6	5	contrast
65.69462311899406	4.999576949994662	con-0.2_ori-165	0.2	165	6	5	contrast
67.29451999999583	0.3999901450006291	dim	1	NaN	6	5	contrast
69.9942686939903	4.999587166006677	con-0.2_ori-120	0.2	120	6	5	contrast
70.39423690599506	0.4999537279945798	dim	NaN	NaN	6	5	contrast
72.89402778400108	0.4999699539912399	dim	NaN	NaN	6	5	contrast
73.79394882298948	4.999579354000161	con-0.8_ori-60	0.8	60	6	5	contrast
77.59365298799821	0.39984412099875044	dim	1	NaN	6	5	contrast
77.8935972229956	4.999599785005557	con-0.8_ori-150	0.8	150	6	5	contrast
79.99343791799038	0.399975122010801	dim	1	NaN	6	5	contrast
81.39332590599952	4.999581155992928	con-0.8_ori-90	0.8	90	6	5	contrast
84.19308565699612	0.3998149749968434	dim	1	NaN	6	5	contrast
85.892941314989	4.999586264006211	con-0.2_ori-90	0.2	90	6	5	contrast
87.89276133799285	0.399985939002363	dim	1	NaN	6	5	contrast
89.59262240499083	4.9995814569992945	con-0.2_ori-135	0.2	135	6	5	contrast
91.59245715099678	0.39996070000051986	dim	1	NaN	6	5	contrast
94.39221449800243	4.999587766986224	con-0.8_ori-30	0.8	30	6	5	contrast
94.79219442699105	0.3999378650041763	dim	1	NaN	6	5	contrast
97.59195808399818	0.3999655069928849	dim	1	NaN	6	5	contrast
98.09189799199521	4.999591372004943	con-0.8_ori-135	0.8	135	6	5	contrast
102.29155504499795	4.999606394994771	con-0.2_ori-165	0.2	165	6	5	contrast
102.89149819799059	0.3999754219985334	dim	1	NaN	6	5	contrast
105.89124941600312	4.999625323995133	con-0.8_ori-135	0.8	135	6	5	contrast
108.19107406599505	0.3999652070051525	dim	1	NaN	6	5	contrast
110.49086897099914	4.99959618000139	con-0.2_ori-165	0.2	165	6	5	contrast
111.69075888200314	0.39999194799747784	dim	1	NaN	6	5	contrast
113.59062914300011	4.999573644992779	con-0.2_ori-60	0.2	60	6	5	contrast
114.89052680500026	0.3999712160002673	dim	1	NaN	6	5	contrast
118.4902235789923	4.999582058007945	con-0.2_ori-0	0.2	0	6	5	contrast
119.89009354000154	0.39995709399227053	dim	1	NaN	6	5	contrast
121.98992341799021	4.999561627002549	con-0.2_ori-0	0.2	0	6	5	contrast
122.68986380699789	0.39997722499538213	dim	1	NaN	6	5	contrast
125.28968256799271	0.3999300529976608	dim	1	NaN	6	5	contrast
127.18947260599816	4.999565531994449	con-0.2_ori-30	0.2	30	6	5	contrast
128.98935524499393	0.3999330579972593	dim	1	NaN	6	5	contrast
130.28921565099154	4.999562828001217	con-0.2_ori-150	0.2	150	6	5	contrast
131.7890897569887	0.3999483810039237	dim	1	NaN	6	5	contrast
134.48884355899645	0.3999787280044984	dim	1	NaN	6	5	contrast
135.68876321599237	4.999569738996797	con-0.8_ori-90	0.8	90	6	5	contrast
137.88855307298945	4.999621118011419	con-0.8_ori-150	0.8	150	6	5	contrast
138.28853901100229	0.39995769498636946	dim	1	NaN	6	5	contrast
141.88823788899754	0.3999883420037804	dim	1	NaN	6	5	contrast
143.18818512799044	4.999550509004621	con-0.2_ori-135	0.2	135	6	5	contrast
144.888014044991	0.4000222940085223	dim	1	NaN	6	5	contrast
