onset	duration	trial_type	contrast	orientation	run	subject	task
0	5.000837986997794	con-0.2_ori-150	0.2	150	2	5	contrast
0	5.000837986997794	con-0.8_ori-15	0.8	15	2	5	contrast
2.9005384869960835	0.40006646199617535	dim	1	NaN	2	5	contrast
5.701096263990621	0.3998627490072977	dim	1	NaN	2	5	contrast
7.801073369002552	5.000811846999568	con-0.8_ori-60	0.8	60	2	5	contrast
8.001232492999407	5.000669428991387	con-0.2_ori-15	0.2	15	2	5	contrast
8.901330503998906	0.40010822599288076	dim	1	NaN	2	5	contrast
12.50184843999159	0.4000595510005951	dim	1	NaN	2	5	contrast
15.002188862999901	0.4000856909988215	dim	1	NaN	2	5	contrast
15.602381397999125	5.000571779004531	con-0.8_ori-90	0.8	90	2	5	contrast
16.202431215002434	5.000618650999968	con-0.8_ori-45	0.8	45	2	5	contrast
20.002866704002372	0.4001388729957398	dim	1	NaN	2	5	contrast
23.203294140999787	0.4000712690030923	dim	1	NaN	2	5	contrast
24.203444372004014	5.0007184029964264	con-0.2_ori-0	0.2	0	2	5	contrast
24.30346654599998	5.000705483995262	con-0.2_ori-165	0.2	165	2	5	contrast
26.403712863990222	0.40011153201339766	dim	1	NaN	2	5	contrast
30.904327308002394	0.40019746399775613	dim	1	NaN	2	5	contrast
32.30454370100051	5.0006952679977985	con-0.2_ori-0	0.2	0	2	5	contrast
32.50455830300052	5.000697672003298	con-0.2_ori-0	0.2	0	2	5	contrast
34.00479837199964	0.40003250999143347	dim	1	NaN	2	5	contrast
37.50525597500382	0.40005173899407964	dim	1	NaN	2	5	contrast
40.70570504499483	0.4002746470068814	dim	1	NaN	2	5	contrast
40.80572090900387	5.000669127999572	con-0.8_ori-30	0.8	30	2	5	contrast
40.80572090900387	5.000669127999572	con-0.2_ori-75	0.2	75	2	5	contrast
43.806156578997616	0.40004272499936633	dim	1	NaN	2	5	contrast
48.00670329899003	0.400049335003132	dim	1	NaN	2	5	contrast
48.406752633993165	5.0006958700105315	con-0.2_ori-15	0.2	15	2	5	contrast
48.706816452991916	5.000670930006891	con-0.8_ori-75	0.8	75	2	5	contrast
53.10738708899589	0.40006556099979207	dim	1	NaN	2	5	contrast
56.10781825199956	5.000664920997224	con-0.8_ori-135	0.8	135	2	5	contrast
56.60787654099113	5.000686555009452	con-0.2_ori-165	0.2	165	2	5	contrast
57.407989033992635	0.40005113900406286	dim	1	NaN	2	5	contrast
61.808592421002686	0.40005204000044614	dim	1	NaN	2	5	contrast
63.70884757299791	5.00058740300301	con-0.2_ori-165	0.2	165	2	5	contrast
64.30896499399387	5.000513788996614	con-0.8_ori-75	0.8	75	2	5	contrast
64.30896499399387	0.4000349130074028	dim	1	NaN	2	5	contrast
67.70939861999068	0.3999591970059555	dim	1	NaN	2	5	contrast
70.5097238390008	0.4000072719936725	dim	1	NaN	2	5	contrast
72.00987947899557	5.000803734001238	con-0.8_ori-120	0.8	120	2	5	contrast
72.1098734089901	5.000803435003036	con-0.8_ori-165	0.8	165	2	5	contrast
73.21000404999359	0.40017522900598124	dim	1	NaN	2	5	contrast
76.81063856500259	0.4000487349985633	dim	1	NaN	2	5	contrast
80.11108997800329	5.000699174997862	con-0.2_ori-30	0.2	30	2	5	contrast
80.21112356999947	5.000671230998705	con-0.2_ori-60	0.2	60	2	5	contrast
80.61116689699702	0.400042424997082	dim	1	NaN	2	5	contrast
85.71187322199694	0.40004723200399894	dim	1	NaN	2	5	contrast
88.41225649099215	5.000644189000013	con-0.8_ori-60	0.8	60	2	5	contrast
88.51227295599529	5.00070278000203	con-0.2_ori-45	0.2	45	2	5	contrast
88.61229512999125	0.40013857300800737	dim	1	NaN	2	5	contrast
91.31266097199114	0.4001271550077945	dim	1	NaN	2	5	contrast
96.11331579799298	0.4000454300112324	dim	1	NaN	2	5	contrast
96.61338760799845	5.000776693996158	con-0.2_ori-60	0.2	60	2	5	contrast
97.21346987500146	5.000659814002574	con-0.8_ori-165	0.8	165	2	5	contrast
99.7138160070026	0.40006886499759275	dim	1	NaN	2	5	contrast
102.61421447899193	0.40001628499885555	dim	1	NaN	2	5	contrast
104.31440395000391	5.000682648998918	con-0.2_ori-105	0.2	105	2	5	contrast
104.91448170899821	5.000722009994206	con-0.2_ori-45	0.2	45	2	5	contrast
107.81492134499422	0.4000475329958135	dim	1	NaN	2	5	contrast
110.31521790000261	0.4000760769995395	dim	1	NaN	2	5	contrast
112.81559317700157	5.000793518993305	con-0.8_ori-90	0.8	90	2	5	contrast
113.01563872699626	5.000685053004418	con-0.2_ori-150	0.2	150	2	5	contrast
113.21565032500075	0.4000114779919386	dim	1	NaN	2	5	contrast
117.41619974900095	0.40018694699392654	dim	1	NaN	2	5	contrast
120.51663716099574	0.400024097005371	dim	1	NaN	2	5	contrast
121.21672447500168	5.000698572999681	con-0.8_ori-120	0.8	120	2	5	contrast
121.51676545800001	5.000684151003952	con-0.2_ori-45	0.2	45	2	5	contrast
125.21728723999695	0.4000868930015713	dim	1	NaN	2	5	contrast
128.71775656100363	5.000698873991496	con-0.8_ori-30	0.8	30	2	5	contrast
129.61789272999158	0.40003671700833365	dim	1	NaN	2	5	contrast
130.21795877200202	5.000683549995301	con-0.2_ori-165	0.2	165	2	5	contrast
133.01834498500102	0.40004062200023327	dim	1	NaN	2	5	contrast
136.8188739180041	5.000683849997586	con-0.2_ori-90	0.2	90	2	5	contrast
137.91915899599553	5.000541732006241	con-0.2_ori-120	0.2	120	2	5	contrast
138.21922551799798	0.399900307005737	dim	1	NaN	2	5	contrast
141.2194541689969	0.40007517600315623	dim	1	NaN	2	5	contrast
145.4200366439909	5.0007259150006576	con-0.8_ori-60	0.8	60	2	5	contrast
146.32016079500318	0.4000466309953481	dim	1	NaN	2	5	contrast
146.62019757099915	5.0007325259939535	con-0.8_ori-105	0.8	105	2	5	contrast
148.92049124199548	0.40012595399457496	dim	1	NaN	2	5	contrast
152.22096368799976	0.4001034190005157	dim	1	NaN	2	5	contrast
153.2211289419938	5.00068775699765	con-0.8_ori-45	0.8	45	2	5	contrast
154.92132862900326	5.000727717997506	con-0.2_ori-0	0.2	0	2	5	contrast
156.22152495099	0.40005624601326417	dim	1	NaN	2	5	contrast
160.0220794229972	0.4000385190011002	dim	1	NaN	2	5	contrast
161.32225380999444	5.000648998000543	con-0.2_ori-60	0.2	60	2	5	contrast
163.1224774739967	5.000663419006742	con-0.8_ori-105	0.8	105	2	5	contrast
164.32263960299315	0.40005684799689334	dim	1	NaN	2	5	contrast
167.52309348099516	0.40002349599672016	dim	1	NaN	2	5	contrast
169.42336455699115	5.000646593005513	con-0.2_ori-0	0.2	0	2	5	contrast
171.32361940899864	5.000709689993528	con-0.8_ori-150	0.8	150	2	5	contrast
172.4237518519949	0.4000613539974438	dim	1	NaN	2	5	contrast
176.22412244099542	0.40023291800753213	dim	1	NaN	2	5	contrast
177.12436407299538	5.000684151003952	con-0.8_ori-135	0.8	135	2	5	contrast
178.82461393700214	0.40005714699509554	dim	1	NaN	2	5	contrast
179.12465431899182	5.000712394001312	con-0.8_ori-15	0.8	15	2	5	contrast
181.62501847799285	0.40000757201050874	dim	1	NaN	2	5	contrast
