onset	duration	trial_type	contrast	orientation	run	subject	task
0	15.998738061010954	checkerboard	1	checkerboard	2	5	localizer
4.299769967008615	0.39999975899991114	dim	1	checkerboard	2	5	localizer
7.299532001008629	0.39997151600255165	dim	1	checkerboard	2	5	localizer
10.699247223004932	0.3999802299949806	dim	1	checkerboard	2	5	localizer
15.79868500000157	0.39998563801054843	dim	1	checkerboard	2	5	localizer
15.998738061010954	15.998750680999365	checkerboard	1	checkerboard	2	5	localizer
18.698468727001455	0.39993906700692605	dim	1	checkerboard	2	5	localizer
22.198281239005155	0.3999631040060194	dim	1	checkerboard	2	5	localizer
26.197960647012223	0.3999498829944059	dim	1	checkerboard	2	5	localizer
29.797628276006435	0.39998714000103064	dim	1	checkerboard	2	5	localizer
31.99748874201032	15.99864641999011	checkerboard	1	checkerboard	2	5	localizer
34.697254261001945	0.3999486820102902	dim	1	checkerboard	2	5	localizer
39.29692519600212	0.3998807770112762	dim	1	checkerboard	2	5	localizer
42.9965398839995	0.39995589200407267	dim	1	checkerboard	2	5	localizer
45.596332205008366	0.3999462770007085	dim	1	checkerboard	2	5	localizer
47.99613516200043	15.998631097012549	checkerboard	1	checkerboard	2	5	localizer
50.59591065700806	0.39998173200001474	dim	1	checkerboard	2	5	localizer
54.79559355000674	0.3999922479997622	dim	1	checkerboard	2	5	localizer
58.095268270000815	0.3999655070074368	dim	1	checkerboard	2	5	localizer
61.994930611006566	0.3999613009946188	dim	1	checkerboard	2	5	localizer
63.99476625901298	15.998671658991952	checkerboard	1	checkerboard	2	5	localizer
66.19457023800351	0.39998143100820016	dim	1	checkerboard	2	5	localizer
70.2942411719996	0.39998083100363147	dim	1	checkerboard	2	5	localizer
74.19394227300654	0.40006195500609465	dim	1	checkerboard	2	5	localizer
77.69363069400424	0.39996700899791904	dim	1	checkerboard	2	5	localizer
79.99343791800493	15.998642214006395	checkerboard	1	checkerboard	2	5	localizer
81.29332806900493	0.3999853380082641	dim	1	checkerboard	2	5	localizer
85.59297995400266	0.39996070000051986	dim	1	checkerboard	2	5	localizer
89.29268958800822	0.40004392799164634	dim	1	checkerboard	2	5	localizer
92.89238606201252	0.3999573939945549	dim	1	checkerboard	2	5	localizer
95.99208013201132	15.998686681996332	checkerboard	1	checkerboard	2	5	localizer
97.89190412100288	0.4000259000022197	dim	1	checkerboard	2	5	localizer
100.69169662300556	0.39995559099770617	dim	1	checkerboard	2	5	localizer
105.89127525500953	0.3999628029996529	dim	1	checkerboard	2	5	localizer
110.69086794900068	0.39996190200326964	dim	1	checkerboard	2	5	localizer
