onset	duration	trial_type	contrast	orientation	run
0.200025838264264	1.9998291069176	con-0.3_ori-40	0.3	40	2
2.59982076656539	1.9998291069176	con-0.3_ori-40	0.3	40	2
6.80057721461635	1.9998291069176	con-0.8_ori-120	0.8	120	2
9.20037214291748	1.9998291069176	con-0.8_ori-120	0.8	120	2
13.4004387696506	1.9998291069176	con-0.8_ori-40	0.8	40	2
15.8002336979518	1.9998291069176	con-0.8_ori-40	0.8	40	2
26.6001612787833	1.9998291069176	con-0.3_ori-120	0.3	120	2
28.9999562070845	1.9998291069176	con-0.3_ori-120	0.3	120	2
33.2005125589087	1.9998291069176	con-0.8_ori-40	0.8	40	2
35.6003074872098	1.9998291069176	con-0.8_ori-40	0.8	40	2
39.8005249372392	1.9998291069176	con-0.3_ori-0	0.3	0	2
42.2003198655404	1.9998291069176	con-0.3_ori-0	0.3	0	2
46.4004883430491	1.9998291069176	con-0.8_ori-20	0.8	20	2
48.8002832713502	1.9998291069176	con-0.8_ori-20	0.8	20	2
53.0005094342807	1.9998291069176	con-0.8_ori-60	0.8	60	2
55.4003043625818	1.9998291069176	con-0.8_ori-60	0.8	60	2
59.600515803718	1.9998291069176	con-0.3_ori-140	0.3	140	2
62.0003107320191	1.9998291069176	con-0.3_ori-140	0.3	140	2
72.8002782720025	1.9998291069176	con-0.3_ori-160	0.3	160	2
75.2000732003036	1.9998291069176	con-0.3_ori-160	0.3	160	2
86.0001594160451	1.9998291069176	con-0.8_ori-20	0.8	20	2
88.3999543443462	1.9998291069176	con-0.8_ori-20	0.8	20	2
99.2001445139642	1.9998291069176	con-0.3_ori-160	0.3	160	2
101.599939442265	1.9998291069176	con-0.3_ori-160	0.3	160	2
105.800550775474	1.9998291069176	con-0.3_ori-20	0.3	20	2
108.200345703776	1.9998291069176	con-0.3_ori-20	0.3	20	2
112.400516284414	1.9998291069176	con-0.8_ori-100	0.8	100	2
114.800311212715	1.9998291069176	con-0.8_ori-100	0.8	100	2
119.000560509902	1.9998291069176	con-0.3_ori-80	0.3	80	2
121.400355438204	1.9998291069176	con-0.3_ori-80	0.3	80	2
125.600492669462	1.9998291069176	con-0.8_ori-60	0.8	60	2
128.000287597763	1.9998291069176	con-0.8_ori-60	0.8	60	2
132.200491828221	1.9998291069176	con-0.3_ori-80	0.3	80	2
134.600286756522	1.9998291069176	con-0.3_ori-80	0.3	80	2
138.80053365014	1.9998291069176	con-0.8_ori-140	0.8	140	2
141.200328578441	1.9998291069176	con-0.8_ori-140	0.8	140	2
145.400477527047	1.9998291069176	con-0.8_ori-0	0.8	0	2
147.800272455348	1.9998291069176	con-0.8_ori-0	0.8	0	2
152.000557505456	1.9998291069176	con-0.8_ori-120	0.8	120	2
154.400352433757	1.9998291069176	con-0.8_ori-120	0.8	120	2
165.200179666007	1.9998291069176	con-0.3_ori-60	0.3	60	2
167.599974594308	1.9998291069176	con-0.3_ori-60	0.3	60	2
171.800506309653	1.9998291069176	con-0.3_ori-120	0.3	120	2
174.200301237954	1.9998291069176	con-0.3_ori-120	0.3	120	2
178.400549934234	1.9998291069176	con-0.8_ori-80	0.8	80	2
180.800344862535	1.9998291069176	con-0.8_ori-80	0.8	80	2
185.000519949844	1.9998291069176	con-0.8_ori-100	0.8	100	2
187.400314878145	1.9998291069176	con-0.8_ori-100	0.8	100	2
198.20026859768	1.9998291069176	con-0.8_ori-160	0.8	160	2
200.600063525981	1.9998291069176	con-0.8_ori-160	0.8	160	2
204.800516825216	1.9998291069176	con-0.3_ori-140	0.3	140	2
207.200311753517	1.9998291069176	con-0.3_ori-140	0.3	140	2
211.4005261991	1.9998291069176	con-0.8_ori-160	0.8	160	2
213.800321127401	1.9998291069176	con-0.8_ori-160	0.8	160	2
218.00047398177	1.9998291069176	con-0.3_ori-100	0.3	100	2
220.400268910071	1.9998291069176	con-0.3_ori-100	0.3	100	2
224.600567780656	1.9998291069176	con-0.3_ori-0	0.3	0	2
227.000362708957	1.9998291069176	con-0.3_ori-0	0.3	0	2
231.200443757046	1.9998291069176	con-0.8_ori-140	0.8	140	2
233.600238685347	1.9998291069176	con-0.8_ori-140	0.8	140	2
237.800490986952	1.9998291069176	con-0.3_ori-20	0.3	20	2
240.200285915253	1.9998291069176	con-0.3_ori-20	0.3	20	2
251.000236329902	1.9998291069176	con-0.3_ori-100	0.3	100	2
253.400031258203	1.9998291069176	con-0.3_ori-100	0.3	100	2
257.600690362148	1.9998291069176	con-0.3_ori-60	0.3	60	2
260.00048529045	1.9998291069176	con-0.3_ori-60	0.3	60	2
270.800206165254	1.9998291069176	con-0.3_ori-40	0.3	40	2
273.200001093556	1.9998291069176	con-0.3_ori-40	0.3	40	2
277.400528001762	1.9998291069176	con-0.8_ori-0	0.8	0	2
279.800322930063	1.9998291069176	con-0.8_ori-0	0.8	0	2
284.000532268069	1.9998291069176	con-0.8_ori-80	0.8	80	2
286.40032719637	1.9998291069176	con-0.8_ori-80	0.8	80	2
