onset	duration	trial_type	contrast	orientation	run
0.200016824895283	1.99970219917595	con-0.3_ori-160	0.3	160	3
2.59965946390643	1.99970219917595	con-0.3_ori-160	0.3	160	3
6.80056038969196	1.99970219917595	con-0.3_ori-60	0.3	60	3
9.20020302870311	1.99970219917595	con-0.3_ori-60	0.3	60	3
13.4004829350335	1.99970219917595	con-0.3_ori-140	0.3	140	3
15.8001255740447	1.99970219917595	con-0.3_ori-140	0.3	140	3
20.0005698236811	1.99970219917595	con-0.3_ori-20	0.3	20	3
22.4002124626923	1.99970219917595	con-0.3_ori-20	0.3	20	3
26.6004962747858	1.99970219917595	con-0.8_ori-140	0.8	140	3
29.000138913797	1.99970219917595	con-0.8_ori-140	0.8	140	3
33.2004527703568	1.99970219917595	con-0.3_ori-20	0.3	20	3
35.6000954093679	1.99970219917595	con-0.3_ori-20	0.3	20	3
39.8005276412179	1.99970219917595	con-0.8_ori-0	0.8	0	3
42.2001702802291	1.99970219917595	con-0.8_ori-0	0.8	0	3
46.4004850381345	1.99970219917595	con-0.8_ori-100	0.8	100	3
48.8001276771457	1.99970219917595	con-0.8_ori-100	0.8	100	3
59.6002096503973	1.99970219917595	con-0.8_ori-40	0.8	40	3
61.9998522894085	1.99970219917595	con-0.8_ori-40	0.8	40	3
66.2005344913516	1.99970219917595	con-0.3_ori-120	0.3	120	3
68.6001771303627	1.99970219917595	con-0.3_ori-120	0.3	120	3
72.800476866035	1.99970219917595	con-0.3_ori-40	0.3	40	3
75.2001195050462	1.99970219917595	con-0.3_ori-40	0.3	40	3
79.4004763252335	1.99970219917595	con-0.8_ori-80	0.8	80	3
81.8001189642446	1.99970219917595	con-0.8_ori-80	0.8	80	3
86.0004914075718	1.99970219917595	con-0.3_ori-100	0.3	100	3
88.400134046583	1.99970219917595	con-0.3_ori-100	0.3	100	3
99.2001922847005	1.99970219917595	con-0.8_ori-60	0.8	60	3
101.599834923712	1.99970219917595	con-0.8_ori-60	0.8	60	3
105.800542663451	1.99970219917595	con-0.8_ori-100	0.8	100	3
108.200185302462	1.99970219917595	con-0.8_ori-100	0.8	100	3
119.000219504978	1.99970219917595	con-0.8_ori-140	0.8	140	3
121.399862143989	1.99970219917595	con-0.8_ori-140	0.8	140	3
125.600508292572	1.99970219917595	con-0.8_ori-20	0.8	20	3
128.000150931583	1.99970219917595	con-0.8_ori-20	0.8	20	3
132.200456075242	1.99970219917595	con-0.8_ori-60	0.8	60	3
134.600098714253	1.99970219917595	con-0.8_ori-60	0.8	60	3
138.800486480282	1.99970219917595	con-0.3_ori-0	0.3	0	3
141.200129119293	1.99970219917595	con-0.3_ori-0	0.3	0	3
145.400452890538	1.99970219917595	con-0.8_ori-20	0.8	20	3
147.800095529549	1.99970219917595	con-0.8_ori-20	0.8	20	3
152.000498317811	1.99970219917595	con-0.3_ori-120	0.3	120	3
154.400140956822	1.99970219917595	con-0.3_ori-120	0.3	120	3
165.200253575447	1.99970219917595	con-0.3_ori-60	0.3	60	3
167.599896214458	1.99970219917595	con-0.3_ori-60	0.3	60	3
178.400186696427	1.99970219917595	con-0.8_ori-40	0.8	40	3
180.799829335439	1.99970219917595	con-0.8_ori-40	0.8	40	3
185.0005298645	1.99970219917595	con-0.8_ori-120	0.8	120	3
187.400172503511	1.99970219917595	con-0.8_ori-120	0.8	120	3
191.600471938745	1.99970219917595	con-0.3_ori-0	0.3	0	3
194.000114577756	1.99970219917595	con-0.3_ori-0	0.3	0	3
198.200498738431	1.99970219917595	con-0.3_ori-80	0.3	80	3
200.600141377442	1.99970219917595	con-0.3_ori-80	0.3	80	3
204.800535152334	1.99970219917595	con-0.8_ori-160	0.8	160	3
207.200177791346	1.99970219917595	con-0.8_ori-160	0.8	160	3
211.400528302201	1.99970219917595	con-0.3_ori-100	0.3	100	3
213.800170941212	1.99970219917595	con-0.3_ori-100	0.3	100	3
218.000440932828	1.99970219917595	con-0.3_ori-40	0.3	40	3
220.400083571839	1.99970219917595	con-0.3_ori-40	0.3	40	3
224.600522113021	1.99970219917595	con-0.8_ori-0	0.8	0	3
227.000164752032	1.99970219917595	con-0.8_ori-0	0.8	0	3
231.200515262887	1.99970219917595	con-0.3_ori-160	0.3	160	3
233.600157901898	1.99970219917595	con-0.3_ori-160	0.3	160	3
244.400225153356	1.99970219917595	con-0.8_ori-80	0.8	80	3
246.799867792367	1.99970219917595	con-0.8_ori-80	0.8	80	3
257.600193125941	1.99970219917595	con-0.3_ori-80	0.3	80	3
259.999835764952	1.99970219917595	con-0.3_ori-80	0.3	80	3
264.200432340108	1.99970219917595	con-0.8_ori-160	0.8	160	3
266.600074979119	1.99970219917595	con-0.8_ori-160	0.8	160	3
270.800499699853	1.99970219917595	con-0.3_ori-140	0.3	140	3
273.200142338864	1.99970219917595	con-0.3_ori-140	0.3	140	3
277.40047692614	1.99970219917595	con-0.8_ori-120	0.8	120	3
279.800119565151	1.99970219917595	con-0.8_ori-120	0.8	120	3
