onset	duration	trial_type	contrast	orientation	run
0.20000781158451	1.99975988455117	con-0.8_ori-0	0.8	0	6
2.59971967304591	1.99975988455117	con-0.8_ori-0	0.8	0	6
6.80060966268065	1.99975988455117	con-0.8_ori-80	0.8	80	6
9.20032152414205	1.99975988455117	con-0.8_ori-80	0.8	80	6
13.4004649083538	1.99975988455117	con-0.3_ori-100	0.3	100	6
15.8001767698152	1.99975988455117	con-0.3_ori-100	0.3	100	6
26.6002168611041	1.99975988455117	con-0.8_ori-120	0.8	120	6
28.9999287225655	1.99975988455117	con-0.8_ori-120	0.8	120	6
33.2005344913807	1.99975988455117	con-0.3_ori-40	0.3	40	6
35.6002463528421	1.99975988455117	con-0.3_ori-40	0.3	40	6
39.8004170775414	1.99975988455117	con-0.8_ori-160	0.8	160	6
42.2001289390028	1.99975988455117	con-0.8_ori-160	0.8	160	6
46.4004778274859	1.99975988455117	con-0.3_ori-120	0.3	120	6
48.8001896889473	1.99975988455117	con-0.3_ori-120	0.3	120	6
59.6001645836979	1.99975988455117	con-0.3_ori-160	0.3	160	6
61.9998764451593	1.99975988455117	con-0.3_ori-160	0.3	160	6
66.2005137606931	1.99975988455117	con-0.8_ori-80	0.8	80	6
68.6002256221545	1.99975988455117	con-0.8_ori-80	0.8	80	6
72.8004489246989	1.99975988455117	con-0.3_ori-20	0.3	20	6
75.2001607861603	1.99975988455117	con-0.3_ori-20	0.3	20	6
79.400479630148	1.99975988455117	con-0.8_ori-40	0.8	40	6
81.8001914916094	1.99975988455117	con-0.8_ori-40	0.8	40	6
86.0004520493269	1.99975988455117	con-0.3_ori-100	0.3	100	6
88.4001639107883	1.99975988455117	con-0.3_ori-100	0.3	100	6
92.6009709776437	1.99975988455117	con-0.3_ori-0	0.3	0	6
95.0006828391051	1.99975988455117	con-0.3_ori-0	0.3	0	6
99.2005032451008	1.99975988455117	con-0.8_ori-140	0.8	140	6
101.600215106562	1.99975988455117	con-0.8_ori-140	0.8	140	6
105.800478969165	1.99975988455117	con-0.8_ori-40	0.8	40	6
108.200190830627	1.99975988455117	con-0.8_ori-40	0.8	40	6
112.400529804424	1.99975988455117	con-0.8_ori-140	0.8	140	6
114.800241665886	1.99975988455117	con-0.8_ori-140	0.8	140	6
125.60017990637	1.99975988455117	con-0.3_ori-140	0.3	140	6
127.999891767831	1.99975988455117	con-0.3_ori-140	0.3	140	6
132.200563334092	1.99975988455117	con-0.3_ori-20	0.3	20	6
134.600275195553	1.99975988455117	con-0.3_ori-20	0.3	20	6
138.800506309653	1.99975988455117	con-0.3_ori-0	0.3	0	6
141.200218171114	1.99975988455117	con-0.3_ori-0	0.3	0	6
145.400453791884	1.99975988455117	con-0.3_ori-40	0.3	40	6
147.800165653345	1.99975988455117	con-0.3_ori-40	0.3	40	6
152.000480892009	1.99975988455117	con-0.8_ori-20	0.8	20	6
154.40019275347	1.99975988455117	con-0.8_ori-20	0.8	20	6
158.600438288925	1.99975988455117	con-0.8_ori-60	0.8	60	6
161.000150150387	1.99975988455117	con-0.8_ori-60	0.8	60	6
171.800178824767	1.99975988455117	con-0.8_ori-120	0.8	120	6
174.199890686228	1.99975988455117	con-0.8_ori-120	0.8	120	6
185.000131775119	1.99975988455117	con-0.8_ori-160	0.8	160	6
187.39984363658	1.99975988455117	con-0.8_ori-160	0.8	160	6
191.600514601934	1.99975988455117	con-0.3_ori-60	0.3	60	6
194.000226463395	1.99975988455117	con-0.3_ori-60	0.3	60	6
198.200434743677	1.99975988455117	con-0.3_ori-80	0.3	80	6
200.600146605138	1.99975988455117	con-0.3_ori-80	0.3	80	6
211.400197812897	1.99975988455117	con-0.3_ori-120	0.3	120	6
213.799909674359	1.99975988455117	con-0.3_ori-120	0.3	120	6
218.000474282238	1.99975988455117	con-0.8_ori-20	0.8	20	6
220.400186143699	1.99975988455117	con-0.8_ori-20	0.8	20	6
224.600476745883	1.99975988455117	con-0.8_ori-100	0.8	100	6
227.000188607344	1.99975988455117	con-0.8_ori-100	0.8	100	6
231.200435044145	1.99975988455117	con-0.3_ori-140	0.3	140	6
233.600146905606	1.99975988455117	con-0.3_ori-140	0.3	140	6
237.800501202076	1.99975988455117	con-0.8_ori-0	0.8	0	6
240.200213063537	1.99975988455117	con-0.8_ori-0	0.8	0	6
244.400510275521	1.99975988455117	con-0.3_ori-60	0.3	60	6
246.800222136982	1.99975988455117	con-0.3_ori-60	0.3	60	6
251.000499219156	1.99975988455117	con-0.3_ori-160	0.3	160	6
253.400211080618	1.99975988455117	con-0.3_ori-160	0.3	160	6
264.200236450083	1.99975988455117	con-0.3_ori-80	0.3	80	6
266.599948311545	1.99975988455117	con-0.3_ori-80	0.3	80	6
270.800445018907	1.99975988455117	con-0.8_ori-60	0.8	60	6
273.200156880368	1.99975988455117	con-0.8_ori-60	0.8	60	6
277.400475724356	1.99975988455117	con-0.8_ori-100	0.8	100	6
279.800187585817	1.99975988455117	con-0.8_ori-100	0.8	100	6
