onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	16	0	1	left	1	6	grating	2
3	0.4	n/a	n/a	middle	1	6	dim	2
5.8	0.4	n/a	n/a	middle	2	6	dim	2
8.9	0.4	n/a	n/a	middle	3	6	dim	2
12.4	0.4	n/a	n/a	middle	4	6	dim	2
15.6	0.4	n/a	n/a	middle	5	6	dim	2
16	16	0	1	right	1	6	grating	2
18.6	0.4	n/a	n/a	middle	6	6	dim	2
22.9	0.4	n/a	n/a	middle	7	6	dim	2
27.7	0.4	n/a	n/a	middle	8	6	dim	2
30.7	0.4	n/a	n/a	middle	9	6	dim	2
32	16	0	1	left	2	6	grating	2
35.8	0.4	n/a	n/a	middle	10	6	dim	2
40.5	0.4	n/a	n/a	middle	11	6	dim	2
44.5	0.4	n/a	n/a	middle	12	6	dim	2
48	16	0	1	right	2	6	grating	2
49.9	0.4	n/a	n/a	middle	13	6	dim	2
54	0.4	n/a	n/a	middle	14	6	dim	2
57	0.4	n/a	n/a	middle	15	6	dim	2
62	0.4	n/a	n/a	middle	16	6	dim	2
64	16	0	1	left	3	6	grating	2
67	0.4	n/a	n/a	middle	17	6	dim	2
70.3	0.4	n/a	n/a	middle	18	6	dim	2
73.7	0.4	n/a	n/a	middle	19	6	dim	2
78.7	0.4	n/a	n/a	middle	20	6	dim	2
80	16	0	1	right	3	6	grating	2
82.6	0.4	n/a	n/a	middle	21	6	dim	2
85.1	0.4	n/a	n/a	middle	22	6	dim	2
89.9	0.4	n/a	n/a	middle	23	6	dim	2
93.6	0.4	n/a	n/a	middle	24	6	dim	2
96	16	0	1	left	4	6	grating	2
96.8	0.4	n/a	n/a	middle	25	6	dim	2
100.2	0.4	n/a	n/a	middle	26	6	dim	2
103.7	0.4	n/a	n/a	middle	27	6	dim	2
108.5	0.4	n/a	n/a	middle	28	6	dim	2
111	0.4	n/a	n/a	middle	29	6	dim	2
112	16	0	1	right	4	6	grating	2
115.6	0.4	n/a	n/a	middle	30	6	dim	2
120.7	0.4	n/a	n/a	middle	31	6	dim	2
123.9	0.4	n/a	n/a	middle	32	6	dim	2
128	16	0	1	left	5	6	grating	2
128.3	0.4	n/a	n/a	middle	33	6	dim	2
131.4	0.4	n/a	n/a	middle	34	6	dim	2
135.7	0.4	n/a	n/a	middle	35	6	dim	2
138.3	0.4	n/a	n/a	middle	36	6	dim	2
143.6	0.4	n/a	n/a	middle	37	6	dim	2
144	16	0	1	right	5	6	grating	2
147.8	0.4	n/a	n/a	middle	38	6	dim	2
151.3	0.4	n/a	n/a	middle	39	6	dim	2
153.7	0.4	n/a	n/a	middle	40	6	dim	2
158.7	0.4	n/a	n/a	middle	41	6	dim	2
160	16	0	1	left	6	6	grating	2
162.9	0.4	n/a	n/a	middle	42	6	dim	2
167.9	0.4	n/a	n/a	middle	43	6	dim	2
171.8	0.4	n/a	n/a	middle	44	6	dim	2
174.2	0.4	n/a	n/a	middle	45	6	dim	2
176	16	0	1	right	6	6	grating	2
179.4	0.4	n/a	n/a	middle	46	6	dim	2
183	0.4	n/a	n/a	middle	47	6	dim	2
187.6	0.4	n/a	n/a	middle	48	6	dim	2
190.4	0.4	n/a	n/a	middle	49	6	dim	2
192	16	0	1	left	7	6	grating	2
195.3	0.4	n/a	n/a	middle	50	6	dim	2
200.5	0.4	n/a	n/a	middle	51	6	dim	2
205.3	0.4	n/a	n/a	middle	52	6	dim	2
208	16	0	1	right	7	6	grating	2
210	0.4	n/a	n/a	middle	53	6	dim	2
213.6	0.4	n/a	n/a	middle	54	6	dim	2
218.1	0.4	n/a	n/a	middle	55	6	dim	2
222.2	0.4	n/a	n/a	middle	56	6	dim	2
224	16	0	1	left	8	6	grating	2
226.4	0.4	n/a	n/a	middle	57	6	dim	2
229.8	0.4	n/a	n/a	middle	58	6	dim	2
234.3	0.4	n/a	n/a	middle	59	6	dim	2
237.1	0.4	n/a	n/a	middle	60	6	dim	2
239.5	0.4	n/a	n/a	middle	61	6	dim	2
240	16	0	1	right	8	6	grating	2
243.6	0.4	n/a	n/a	middle	62	6	dim	2
247.6	0.4	n/a	n/a	middle	63	6	dim	2
251.7	0.4	n/a	n/a	middle	64	6	dim	2
256	16	0	1	left	9	6	grating	2
256.2	0.4	n/a	n/a	middle	65	6	dim	2
261.4	0.4	n/a	n/a	middle	66	6	dim	2
272	16	0	1	right	9	6	grating	2
288	16	0	1	left	10	6	grating	2
304	16	0	1	right	10	6	grating	2
