onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	90	0.2	left	1	5	grating	7
0	5	150	0.8	right	1	5	grating	7
4.7	0.4	n/a	n/a	middle	1	5	dim	7
8.5	5	90	0.2	right	2	5	grating	7
8.7	5	75	0.8	left	2	5	grating	7
9.9	0.4	n/a	n/a	middle	2	5	dim	7
15.2	0.4	n/a	n/a	middle	3	5	dim	7
16.3	5	150	0.2	left	3	5	grating	7
17	5	120	0.2	right	3	5	grating	7
20	0.4	n/a	n/a	middle	4	5	dim	7
24.8	5	105	0.2	left	4	5	grating	7
24.8	5	0	0.2	right	4	5	grating	7
25.3	0.4	n/a	n/a	middle	5	5	dim	7
29.8	0.4	n/a	n/a	middle	6	5	dim	7
32.5	5	15	0.8	left	5	5	grating	7
33.2	5	30	0.8	right	5	5	grating	7
34.4	0.4	n/a	n/a	middle	7	5	dim	7
37.2	0.4	n/a	n/a	middle	8	5	dim	7
39.8	0.4	n/a	n/a	middle	9	5	dim	7
40	5	90	0.8	left	6	5	grating	7
41.8	5	45	0.8	right	6	5	grating	7
42.5	0.4	n/a	n/a	middle	10	5	dim	7
46	0.4	n/a	n/a	middle	11	5	dim	7
48	5	150	0.2	left	7	5	grating	7
50.5	5	135	0.8	right	7	5	grating	7
51.3	0.4	n/a	n/a	middle	12	5	dim	7
54.8	0.4	n/a	n/a	middle	13	5	dim	7
55.6	5	0	0.2	left	8	5	grating	7
58.3	5	15	0.2	right	8	5	grating	7
60	0.4	n/a	n/a	middle	14	5	dim	7
62.6	0.4	n/a	n/a	middle	15	5	dim	7
63.7	5	90	0.2	left	9	5	grating	7
65.3	0.4	n/a	n/a	middle	16	5	dim	7
66	5	135	0.2	right	9	5	grating	7
69.2	0.4	n/a	n/a	middle	17	5	dim	7
71.9	5	75	0.8	left	10	5	grating	7
73.9	5	135	0.2	right	10	5	grating	7
74.4	0.4	n/a	n/a	middle	18	5	dim	7
77.2	0.4	n/a	n/a	middle	19	5	dim	7
80	0.4	n/a	n/a	middle	20	5	dim	7
80.3	5	165	0.8	left	11	5	grating	7
81.6	5	60	0.2	right	11	5	grating	7
83.4	0.4	n/a	n/a	middle	21	5	dim	7
87.2	0.4	n/a	n/a	middle	22	5	dim	7
88.9	5	30	0.2	left	12	5	grating	7
89.1	5	120	0.2	right	12	5	grating	7
89.6	0.4	n/a	n/a	middle	23	5	dim	7
93.2	0.4	n/a	n/a	middle	24	5	dim	7
96.1	0.4	n/a	n/a	middle	25	5	dim	7
96.4	5	165	0.2	left	13	5	grating	7
96.8	5	90	0.8	right	13	5	grating	7
101.2	0.4	n/a	n/a	middle	26	5	dim	7
104.6	5	75	0.2	right	14	5	grating	7
104.7	5	120	0.8	left	14	5	grating	7
105.3	0.4	n/a	n/a	middle	27	5	dim	7
110.3	0.4	n/a	n/a	middle	28	5	dim	7
112.8	0.4	n/a	n/a	middle	29	5	dim	7
113.3	5	75	0.8	right	15	5	grating	7
113.4	5	0	0.2	left	15	5	grating	7
116.7	0.4	n/a	n/a	middle	30	5	dim	7
119.5	0.4	n/a	n/a	middle	31	5	dim	7
121.6	5	15	0.8	right	16	5	grating	7
122.1	5	30	0.2	left	16	5	grating	7
