onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	150	0.8	left	1	5	grating	0
0	5	120	0.2	right	1	5	grating	0
4.2	0.4	n/a	n/a	middle	1	5	dim	0
6.8	0.4	n/a	n/a	middle	2	5	dim	0
8.3	5	165	0.8	left	2	5	grating	0
8.6	5	30	0.8	right	2	5	grating	0
11.8	0.4	n/a	n/a	middle	3	5	dim	0
14.7	0.4	n/a	n/a	middle	4	5	dim	0
16.1	5	75	0.2	right	3	5	grating	0
16.3	5	120	0.8	left	3	5	grating	0
18.4	0.4	n/a	n/a	middle	5	5	dim	0
21.6	0.4	n/a	n/a	middle	6	5	dim	0
24	5	105	0.2	right	4	5	grating	0
24.3	5	90	0.8	left	4	5	grating	0
25.6	0.4	n/a	n/a	middle	7	5	dim	0
31	0.4	n/a	n/a	middle	8	5	dim	0
31.8	5	120	0.8	left	5	5	grating	0
32.6	5	60	0.2	right	5	5	grating	0
33.8	0.4	n/a	n/a	middle	9	5	dim	0
38.8	0.4	n/a	n/a	middle	10	5	dim	0
39.7	5	75	0.8	left	6	5	grating	0
40.2	5	75	0.8	right	6	5	grating	0
42.7	0.4	n/a	n/a	middle	11	5	dim	0
46.9	0.4	n/a	n/a	middle	12	5	dim	0
48.2	5	105	0.8	left	7	5	grating	0
48.6	5	45	0.2	right	7	5	grating	0
49.3	0.4	n/a	n/a	middle	13	5	dim	0
53.2	0.4	n/a	n/a	middle	14	5	dim	0
56.5	5	60	0.2	left	8	5	grating	0
56.7	5	15	0.8	right	8	5	grating	0
57.8	0.4	n/a	n/a	middle	15	5	dim	0
61.8	0.4	n/a	n/a	middle	16	5	dim	0
64.5	5	60	0.2	left	9	5	grating	0
64.5	5	0	0.2	right	9	5	grating	0
67.2	0.4	n/a	n/a	middle	17	5	dim	0
71.1	0.4	n/a	n/a	middle	18	5	dim	0
72.7	5	165	0.2	right	10	5	grating	0
73.2	5	150	0.2	left	10	5	grating	0
73.6	0.4	n/a	n/a	middle	19	5	dim	0
76.3	0.4	n/a	n/a	middle	20	5	dim	0
80.1	0.4	n/a	n/a	middle	21	5	dim	0
80.4	5	90	0.2	right	11	5	grating	0
81.9	5	15	0.8	left	11	5	grating	0
83	0.4	n/a	n/a	middle	22	5	dim	0
86.8	0.4	n/a	n/a	middle	23	5	dim	0
88.8	5	15	0.2	right	12	5	grating	0
90	5	150	0.8	left	12	5	grating	0
91.1	0.4	n/a	n/a	middle	24	5	dim	0
93.8	0.4	n/a	n/a	middle	25	5	dim	0
96.4	0.4	n/a	n/a	middle	26	5	dim	0
96.6	5	60	0.2	right	13	5	grating	0
98	5	165	0.8	left	13	5	grating	0
98.8	0.4	n/a	n/a	middle	27	5	dim	0
101.4	0.4	n/a	n/a	middle	28	5	dim	0
104.3	5	120	0.2	right	14	5	grating	0
105	0.4	n/a	n/a	middle	29	5	dim	0
106.5	5	135	0.2	left	14	5	grating	0
108.7	0.4	n/a	n/a	middle	30	5	dim	0
112.2	5	105	0.8	right	15	5	grating	0
113.7	0.4	n/a	n/a	middle	31	5	dim	0
114.1	5	90	0.2	left	15	5	grating	0
116.8	0.4	n/a	n/a	middle	32	5	dim	0
120.9	5	135	0.8	right	16	5	grating	0
121.8	0.4	n/a	n/a	middle	33	5	dim	0
122.6	5	60	0.8	left	16	5	grating	0
125.3	0.4	n/a	n/a	middle	34	5	dim	0
