onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	45	0.8	left	1	6	grating	4
0	5	75	0.2	right	1	6	grating	4
4	0.4	n/a	n/a	middle	1	6	dim	4
7.4	0.4	n/a	n/a	middle	2	6	dim	4
7.5	5	165	0.2	right	2	6	grating	4
8	5	30	0.8	left	2	6	grating	4
11.3	0.4	n/a	n/a	middle	3	6	dim	4
15.6	5	165	0.2	left	3	6	grating	4
15.8	0.4	n/a	n/a	middle	4	6	dim	4
15.9	5	105	0.2	right	3	6	grating	4
20.9	0.4	n/a	n/a	middle	5	6	dim	4
23.1	5	0	0.2	left	4	6	grating	4
23.4	5	135	0.8	right	4	6	grating	4
23.4	0.4	n/a	n/a	middle	6	6	dim	4
26.1	0.4	n/a	n/a	middle	7	6	dim	4
30.5	0.4	n/a	n/a	middle	8	6	dim	4
31.5	5	150	0.8	left	5	6	grating	4
31.6	5	135	0.8	right	5	6	grating	4
35.2	0.4	n/a	n/a	middle	9	6	dim	4
39.6	5	45	0.2	right	6	6	grating	4
40	5	75	0.2	left	6	6	grating	4
40.6	0.4	n/a	n/a	middle	10	6	dim	4
43.3	0.4	n/a	n/a	middle	11	6	dim	4
46.8	0.4	n/a	n/a	middle	12	6	dim	4
47.4	5	15	0.8	right	7	6	grating	4
47.8	5	120	0.2	left	7	6	grating	4
51.2	0.4	n/a	n/a	middle	13	6	dim	4
54.7	0.4	n/a	n/a	middle	14	6	dim	4
55.4	5	60	0.8	left	8	6	grating	4
55.7	5	120	0.2	right	8	6	grating	4
59.7	0.4	n/a	n/a	middle	15	6	dim	4
63	0.4	n/a	n/a	middle	16	6	dim	4
63.3	5	75	0.8	left	9	6	grating	4
63.6	5	15	0.2	right	9	6	grating	4
65.8	0.4	n/a	n/a	middle	17	6	dim	4
70.2	0.4	n/a	n/a	middle	18	6	dim	4
71.2	5	105	0.8	right	10	6	grating	4
71.8	5	165	0.8	left	10	6	grating	4
73.2	0.4	n/a	n/a	middle	19	6	dim	4
78.2	0.4	n/a	n/a	middle	20	6	dim	4
79.3	5	150	0.8	right	11	6	grating	4
80.3	5	30	0.8	left	11	6	grating	4
82.9	0.4	n/a	n/a	middle	21	6	dim	4
86.6	0.4	n/a	n/a	middle	22	6	dim	4
87	5	0	0.2	right	12	6	grating	4
88.6	5	150	0.2	left	12	6	grating	4
89	0.4	n/a	n/a	middle	23	6	dim	4
91.8	0.4	n/a	n/a	middle	24	6	dim	4
95	0.4	n/a	n/a	middle	25	6	dim	4
95.6	5	30	0.8	right	13	6	grating	4
97.3	5	15	0.8	left	13	6	grating	4
100.1	0.4	n/a	n/a	middle	26	6	dim	4
103.9	5	0	0.2	right	14	6	grating	4
104.3	0.4	n/a	n/a	middle	27	6	dim	4
106	5	120	0.8	left	14	6	grating	4
107.6	0.4	n/a	n/a	middle	28	6	dim	4
110.8	0.4	n/a	n/a	middle	29	6	dim	4
112.5	5	90	0.2	right	15	6	grating	4
113.6	5	0	0.2	left	15	6	grating	4
114.5	0.4	n/a	n/a	middle	30	6	dim	4
119.7	0.4	n/a	n/a	middle	31	6	dim	4
120.9	5	105	0.2	right	16	6	grating	4
121.9	5	105	0.8	left	16	6	grating	4
124.9	0.4	n/a	n/a	middle	32	6	dim	4
128.8	0.4	n/a	n/a	middle	33	6	dim	4
129.4	5	165	0.2	right	17	6	grating	4
130	5	75	0.2	left	17	6	grating	4
133.1	0.4	n/a	n/a	middle	34	6	dim	4
137.5	5	120	0.8	left	18	6	grating	4
137.7	5	120	0.8	right	18	6	grating	4
137.7	0.4	n/a	n/a	middle	35	6	dim	4
140.1	0.4	n/a	n/a	middle	36	6	dim	4
144.2	0.4	n/a	n/a	middle	37	6	dim	4
146.1	5	60	0.2	left	19	6	grating	4
146.1	5	45	0.2	right	19	6	grating	4
146.7	0.4	n/a	n/a	middle	38	6	dim	4
150.4	0.4	n/a	n/a	middle	39	6	dim	4
154.2	5	30	0.2	left	20	6	grating	4
154.2	0.4	n/a	n/a	middle	40	6	dim	4
154.4	5	105	0.8	right	20	6	grating	4
156.6	0.4	n/a	n/a	middle	41	6	dim	4
159.2	0.4	n/a	n/a	middle	42	6	dim	4
162.3	5	135	0.2	right	21	6	grating	4
162.7	5	165	0.8	left	21	6	grating	4
164.4	0.4	n/a	n/a	middle	43	6	dim	4
168.4	0.4	n/a	n/a	middle	44	6	dim	4
170.2	5	60	0.2	left	22	6	grating	4
170.4	5	45	0.8	right	22	6	grating	4
171.9	0.4	n/a	n/a	middle	45	6	dim	4
175.4	0.4	n/a	n/a	middle	46	6	dim	4
178	5	75	0.8	left	23	6	grating	4
178.2	0.4	n/a	n/a	middle	47	6	dim	4
179	5	135	0.2	right	23	6	grating	4
181	0.4	n/a	n/a	middle	48	6	dim	4
184.4	0.4	n/a	n/a	middle	49	6	dim	4
186.3	5	90	0.2	left	24	6	grating	4
186.5	5	150	0.2	right	24	6	grating	4
187.8	0.4	n/a	n/a	middle	50	6	dim	4
192.6	0.4	n/a	n/a	middle	51	6	dim	4
193.9	5	135	0.2	left	25	6	grating	4
194.6	5	45	0.8	right	25	6	grating	4
196.5	0.4	n/a	n/a	middle	52	6	dim	4
200.3	0.4	n/a	n/a	middle	53	6	dim	4
202.2	5	0	0.2	left	26	6	grating	4
202.6	5	120	0.2	right	26	6	grating	4
203.1	0.4	n/a	n/a	middle	54	6	dim	4
208.2	0.4	n/a	n/a	middle	55	6	dim	4
210.2	5	105	0.2	left	27	6	grating	4
211.2	5	90	0.8	right	27	6	grating	4
212.6	0.4	n/a	n/a	middle	56	6	dim	4
217.5	0.4	n/a	n/a	middle	57	6	dim	4
218.6	5	90	0.2	left	28	6	grating	4
219.5	5	30	0.2	right	28	6	grating	4
221.9	0.4	n/a	n/a	middle	58	6	dim	4
226.9	5	90	0.8	left	29	6	grating	4
227.3	0.4	n/a	n/a	middle	59	6	dim	4
228.2	5	120	0.8	right	29	6	grating	4
232.7	0.4	n/a	n/a	middle	60	6	dim	4
234.8	5	165	0.2	left	30	6	grating	4
235.8	0.4	n/a	n/a	middle	61	6	dim	4
236.4	5	75	0.8	right	30	6	grating	4
240.1	0.4	n/a	n/a	middle	62	6	dim	4
242.6	5	135	0.2	left	31	6	grating	4
244.7	0.4	n/a	n/a	middle	63	6	dim	4
244.9	5	75	0.2	right	31	6	grating	4
248.6	0.4	n/a	n/a	middle	64	6	dim	4
250.5	5	150	0.2	left	32	6	grating	4
253	5	165	0.8	right	32	6	grating	4
253.6	0.4	n/a	n/a	middle	65	6	dim	4
256.5	0.4	n/a	n/a	middle	66	6	dim	4
259.1	5	45	0.2	left	33	6	grating	4
259.2	0.4	n/a	n/a	middle	67	6	dim	4
261.2	5	75	0.8	right	33	6	grating	4
261.6	0.4	n/a	n/a	middle	68	6	dim	4
264.4	0.4	n/a	n/a	middle	69	6	dim	4
267.1	5	150	0.8	left	34	6	grating	4
268.4	0.4	n/a	n/a	middle	70	6	dim	4
268.9	5	90	0.2	right	34	6	grating	4
272.3	0.4	n/a	n/a	middle	71	6	dim	4
275.1	5	105	0.2	left	35	6	grating	4
275.8	0.4	n/a	n/a	middle	72	6	dim	4
277.2	5	165	0.8	right	35	6	grating	4
279.1	0.4	n/a	n/a	middle	73	6	dim	4
281.5	0.4	n/a	n/a	middle	74	6	dim	4
283.1	5	135	0.8	left	36	6	grating	4
285.9	5	30	0.8	right	36	6	grating	4
286.4	0.4	n/a	n/a	middle	75	6	dim	4
290.7	0.4	n/a	n/a	middle	76	6	dim	4
291.8	5	15	0.8	left	37	6	grating	4
294	5	60	0.2	right	37	6	grating	4
294.4	0.4	n/a	n/a	middle	77	6	dim	4
297.5	0.4	n/a	n/a	middle	78	6	dim	4
299.5	5	45	0.2	left	38	6	grating	4
302.1	5	15	0.8	right	38	6	grating	4
302.3	0.4	n/a	n/a	middle	79	6	dim	4
307.2	0.4	n/a	n/a	middle	80	6	dim	4
308.1	5	15	0.2	left	39	6	grating	4
310.6	5	150	0.2	right	39	6	grating	4
312.2	0.4	n/a	n/a	middle	81	6	dim	4
315.6	5	120	0.2	left	40	6	grating	4
316	0.4	n/a	n/a	middle	82	6	dim	4
318.2	5	60	0.2	right	40	6	grating	4
321.4	0.4	n/a	n/a	middle	83	6	dim	4
323.5	5	30	0.2	left	41	6	grating	4
326.8	5	90	0.8	right	41	6	grating	4
331.9	5	60	0.8	left	42	6	grating	4
334.3	5	150	0.8	right	42	6	grating	4
339.8	5	0	0.2	left	43	6	grating	4
342.4	5	60	0.8	right	43	6	grating	4
348.1	5	45	0.8	left	44	6	grating	4
350.7	5	30	0.2	right	44	6	grating	4
356.1	5	15	0.2	left	45	6	grating	4
358.9	5	60	0.8	right	45	6	grating	4
363.6	5	90	0.8	left	46	6	grating	4
367	5	0	0.2	right	46	6	grating	4
371.8	5	135	0.8	left	47	6	grating	4
374.9	5	15	0.2	right	47	6	grating	4
380	5	105	0.8	left	48	6	grating	4
383.1	5	0	0.2	right	48	6	grating	4
