onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	90	0.8	left	1	5	grating	3
0	5	135	0.8	right	1	5	grating	3
4.8	0.4	n/a	n/a	middle	1	5	dim	3
7.8	5	75	0.8	left	2	5	grating	3
8.1	5	60	0.2	right	2	5	grating	3
9.8	0.4	n/a	n/a	middle	2	5	dim	3
13.7	0.4	n/a	n/a	middle	3	5	dim	3
16.2	5	150	0.8	right	3	5	grating	3
16.5	5	120	0.8	left	3	5	grating	3
18.5	0.4	n/a	n/a	middle	4	5	dim	3
22.8	0.4	n/a	n/a	middle	5	5	dim	3
24.2	5	135	0.8	right	4	5	grating	3
24.4	5	135	0.2	left	4	5	grating	3
27.6	0.4	n/a	n/a	middle	6	5	dim	3
30.8	0.4	n/a	n/a	middle	7	5	dim	3
32	5	60	0.2	left	5	5	grating	3
32.2	5	120	0.2	right	5	5	grating	3
33.7	0.4	n/a	n/a	middle	8	5	dim	3
38.6	0.4	n/a	n/a	middle	9	5	dim	3
40.2	5	150	0.2	right	6	5	grating	3
40.4	5	135	0.8	left	6	5	grating	3
41.9	0.4	n/a	n/a	middle	10	5	dim	3
45.3	0.4	n/a	n/a	middle	11	5	dim	3
47.9	5	30	0.2	left	7	5	grating	3
48.6	5	15	0.2	right	7	5	grating	3
48.7	0.4	n/a	n/a	middle	12	5	dim	3
52.6	0.4	n/a	n/a	middle	13	5	dim	3
55.8	0.4	n/a	n/a	middle	14	5	dim	3
56	5	165	0.2	left	8	5	grating	3
57.1	5	60	0.2	right	8	5	grating	3
58.3	0.4	n/a	n/a	middle	15	5	dim	3
63.1	0.4	n/a	n/a	middle	16	5	dim	3
64.7	5	15	0.8	left	9	5	grating	3
65.6	5	105	0.2	right	9	5	grating	3
65.6	0.4	n/a	n/a	middle	17	5	dim	3
70.6	0.4	n/a	n/a	middle	18	5	dim	3
72.3	5	105	0.2	left	10	5	grating	3
73.7	5	15	0.8	right	10	5	grating	3
74	0.4	n/a	n/a	middle	19	5	dim	3
78.9	0.4	n/a	n/a	middle	20	5	dim	3
80.2	5	165	0.8	left	11	5	grating	3
81.4	0.4	n/a	n/a	middle	21	5	dim	3
82.2	5	45	0.8	right	11	5	grating	3
