onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
82.5	5	0	0.2	right	11	6	grating	8
85.7	0.4	n/a	n/a	middle	23	6	dim	8
89.6	5	0	0.2	left	12	6	grating	8
90.6	0.4	n/a	n/a	middle	24	6	dim	8
91.2	5	15	0.2	right	12	6	grating	8
94.3	0.4	n/a	n/a	middle	25	6	dim	8
97.6	5	120	0.8	left	13	6	grating	8
99.1	5	105	0.2	right	13	6	grating	8
99.2	0.4	n/a	n/a	middle	26	6	dim	8
104	0.4	n/a	n/a	middle	27	6	dim	8
105.3	5	75	0.2	left	14	6	grating	8
107	5	90	0.2	right	14	6	grating	8
107.2	0.4	n/a	n/a	middle	28	6	dim	8
109.8	0.4	n/a	n/a	middle	29	6	dim	8
112.3	0.4	n/a	n/a	middle	30	6	dim	8
113.7	5	0	0.2	left	15	6	grating	8
115.6	5	105	0.8	right	15	6	grating	8
116.6	0.4	n/a	n/a	middle	31	6	dim	8
120.3	0.4	n/a	n/a	middle	32	6	dim	8
121.9	5	165	0.8	left	16	6	grating	8
123.8	5	60	0.8	right	16	6	grating	8
125.5	0.4	n/a	n/a	middle	33	6	dim	8
129.1	0.4	n/a	n/a	middle	34	6	dim	8
129.8	5	60	0.2	left	17	6	grating	8
131.9	0.4	n/a	n/a	middle	35	6	dim	8
132.2	5	75	0.8	right	17	6	grating	8
135.9	0.4	n/a	n/a	middle	36	6	dim	8
138.2	5	30	0.2	left	18	6	grating	8
139.8	5	45	0.8	right	18	6	grating	8
141.2	0.4	n/a	n/a	middle	37	6	dim	8
145.6	0.4	n/a	n/a	middle	38	6	dim	8
145.8	5	90	0.2	left	19	6	grating	8
147.8	5	45	0.2	right	19	6	grating	8
149.2	0.4	n/a	n/a	middle	39	6	dim	8
152.4	0.4	n/a	n/a	middle	40	6	dim	8
153.3	5	105	0.8	left	20	6	grating	8
155.3	5	135	0.2	right	20	6	grating	8
157.4	0.4	n/a	n/a	middle	41	6	dim	8
161.5	5	90	0.2	left	21	6	grating	8
162.7	0.4	n/a	n/a	middle	42	6	dim	8
163.6	5	75	0.2	right	21	6	grating	8
166.2	0.4	n/a	n/a	middle	43	6	dim	8
168.8	0.4	n/a	n/a	middle	44	6	dim	8
169.8	5	15	0.2	left	22	6	grating	8
171.7	0.4	n/a	n/a	middle	45	6	dim	8
172	5	150	0.2	right	22	6	grating	8
175.8	0.4	n/a	n/a	middle	46	6	dim	8
178	5	30	0.2	left	23	6	grating	8
178.7	0.4	n/a	n/a	middle	47	6	dim	8
180.6	5	135	0.8	right	23	6	grating	8
182	0.4	n/a	n/a	middle	48	6	dim	8
185.8	0.4	n/a	n/a	middle	49	6	dim	8
186.6	5	135	0.2	left	24	6	grating	8
188.9	5	0	0.2	right	24	6	grating	8
189.2	0.4	n/a	n/a	middle	50	6	dim	8
192.5	0.4	n/a	n/a	middle	51	6	dim	8
194.9	5	60	0.2	left	25	6	grating	8
196.3	0.4	n/a	n/a	middle	52	6	dim	8
197.2	5	30	0.2	right	25	6	grating	8
199.4	0.4	n/a	n/a	middle	53	6	dim	8
201.8	0.4	n/a	n/a	middle	54	6	dim	8
203	5	60	0.8	left	26	6	grating	8
205.8	5	90	0.8	right	26	6	grating	8
206.2	0.4	n/a	n/a	middle	55	6	dim	8
209	0.4	n/a	n/a	middle	56	6	dim	8
210.8	5	150	0.8	left	27	6	grating	8
213.8	0.4	n/a	n/a	middle	57	6	dim	8
213.9	5	0	0.2	right	27	6	grating	8
217.4	0.4	n/a	n/a	middle	58	6	dim	8
218.3	5	135	0.2	left	28	6	grating	8
220.8	0.4	n/a	n/a	middle	59	6	dim	8
221.9	5	75	0.8	right	28	6	grating	8
225.5	0.4	n/a	n/a	middle	60	6	dim	8
226.7	5	165	0.2	left	29	6	grating	8
230.2	0.4	n/a	n/a	middle	61	6	dim	8
230.4	5	30	0.2	right	29	6	grating	8
233.1	0.4	n/a	n/a	middle	62	6	dim	8
234.4	5	150	0.2	left	30	6	grating	8
235.8	0.4	n/a	n/a	middle	63	6	dim	8
238.7	0.4	n/a	n/a	middle	64	6	dim	8
238.9	5	60	0.2	right	30	6	grating	8
242.2	5	75	0.8	left	31	6	grating	8
243	0.4	n/a	n/a	middle	65	6	dim	8
246.6	5	150	0.2	right	31	6	grating	8
248	0.4	n/a	n/a	middle	66	6	dim	8
250	5	75	0.2	left	32	6	grating	8
251.9	0.4	n/a	n/a	middle	67	6	dim	8
254.1	5	105	0.2	right	32	6	grating	8
254.8	0.4	n/a	n/a	middle	68	6	dim	8
258.2	5	15	0.8	left	33	6	grating	8
259.4	0.4	n/a	n/a	middle	69	6	dim	8
261.6	5	90	0.8	right	33	6	grating	8
264.6	0.4	n/a	n/a	middle	70	6	dim	8
266.4	5	120	0.2	left	34	6	grating	8
267.6	0.4	n/a	n/a	middle	71	6	dim	8
269.2	5	90	0.2	right	34	6	grating	8
272.6	0.4	n/a	n/a	middle	72	6	dim	8
274.9	5	0	0.2	left	35	6	grating	8
275.6	0.4	n/a	n/a	middle	73	6	dim	8
276.9	5	150	0.8	right	35	6	grating	8
280.5	0.4	n/a	n/a	middle	74	6	dim	8
283.5	5	120	0.2	left	36	6	grating	8
285.2	5	135	0.8	right	36	6	grating	8
285.5	0.4	n/a	n/a	middle	75	6	dim	8
289.5	0.4	n/a	n/a	middle	76	6	dim	8
292	5	105	0.2	left	37	6	grating	8
292.7	5	45	0.2	right	37	6	grating	8
293.3	0.4	n/a	n/a	middle	77	6	dim	8
298.4	0.4	n/a	n/a	middle	78	6	dim	8
300.7	5	30	0.8	left	38	6	grating	8
300.8	5	30	0.8	right	38	6	grating	8
301	0.4	n/a	n/a	middle	79	6	dim	8
304.9	0.4	n/a	n/a	middle	80	6	dim	8
308.4	5	135	0.8	left	39	6	grating	8
309.1	5	15	0.2	right	39	6	grating	8
309.2	0.4	n/a	n/a	middle	81	6	dim	8
313.8	0.4	n/a	n/a	middle	82	6	dim	8
316.7	5	120	0.2	right	40	6	grating	8
316.9	0.4	n/a	n/a	middle	83	6	dim	8
317.1	5	105	0.2	left	40	6	grating	8
324.5	5	120	0.2	right	41	6	grating	8
324.6	5	60	0.8	left	41	6	grating	8
332.3	5	165	0.8	right	42	6	grating	8
332.4	5	30	0.8	left	42	6	grating	8
339.9	5	150	0.8	left	43	6	grating	8
340	5	165	0.2	right	43	6	grating	8
347.9	5	75	0.2	right	44	6	grating	8
348.2	5	90	0.8	left	44	6	grating	8
356.4	5	0	0.2	right	45	6	grating	8
356.8	5	75	0.8	left	45	6	grating	8
364.2	5	135	0.2	right	46	6	grating	8
365	5	90	0.8	left	46	6	grating	8
372.7	5	45	0.8	left	47	6	grating	8
372.7	5	30	0.8	right	47	6	grating	8
380.8	5	165	0.8	left	48	6	grating	8
380.9	5	45	0.8	right	48	6	grating	8
