onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	90	0.2	left	1	5	grating	2
0	5	135	0.8	right	1	5	grating	2
4.4	0.4	n/a	n/a	middle	1	5	dim	2
7.2	0.4	n/a	n/a	middle	2	5	dim	2
7.9	5	90	0.8	left	2	5	grating	2
8.5	5	0	0.2	right	2	5	grating	2
11.2	0.4	n/a	n/a	middle	3	5	dim	2
16	5	0	0.2	left	3	5	grating	2
16.2	0.4	n/a	n/a	middle	4	5	dim	2
16.6	5	105	0.8	right	3	5	grating	2
21.5	0.4	n/a	n/a	middle	5	5	dim	2
24.2	5	165	0.8	right	4	5	grating	2
24.3	5	105	0.2	left	4	5	grating	2
25.3	0.4	n/a	n/a	middle	6	5	dim	2
28.5	0.4	n/a	n/a	middle	7	5	dim	2
31.4	0.4	n/a	n/a	middle	8	5	dim	2
32.3	5	75	0.8	left	5	5	grating	2
32.4	5	0	0.2	right	5	5	grating	2
35.9	0.4	n/a	n/a	middle	9	5	dim	2
38.6	0.4	n/a	n/a	middle	10	5	dim	2
40	5	105	0.2	right	6	5	grating	2
40.6	5	120	0.2	left	6	5	grating	2
41.4	0.4	n/a	n/a	middle	11	5	dim	2
45.9	0.4	n/a	n/a	middle	12	5	dim	2
48.6	5	150	0.8	right	7	5	grating	2
48.8	5	75	0.8	left	7	5	grating	2
49.5	0.4	n/a	n/a	middle	13	5	dim	2
52.6	0.4	n/a	n/a	middle	14	5	dim	2
55.9	0.4	n/a	n/a	middle	15	5	dim	2
57	5	60	0.8	right	8	5	grating	2
57.3	5	60	0.8	left	8	5	grating	2
59.9	0.4	n/a	n/a	middle	16	5	dim	2
62.8	0.4	n/a	n/a	middle	17	5	dim	2
64.6	5	90	0.8	right	9	5	grating	2
65.2	0.4	n/a	n/a	middle	18	5	dim	2
65.5	5	105	0.8	left	9	5	grating	2
67.6	0.4	n/a	n/a	middle	19	5	dim	2
71.5	0.4	n/a	n/a	middle	20	5	dim	2
72.3	5	45	0.2	right	10	5	grating	2
73.3	5	120	0.8	left	10	5	grating	2
76.7	0.4	n/a	n/a	middle	21	5	dim	2
80.4	5	90	0.8	right	11	5	grating	2
81.4	5	90	0.8	left	11	5	grating	2
82	0.4	n/a	n/a	middle	22	5	dim	2
85.4	0.4	n/a	n/a	middle	23	5	dim	2
88.2	5	105	0.2	right	12	5	grating	2
89.4	5	30	0.8	left	12	5	grating	2
89.4	0.4	n/a	n/a	middle	24	5	dim	2
92.8	0.4	n/a	n/a	middle	25	5	dim	2
96.5	5	90	0.2	right	13	5	grating	2
96.7	0.4	n/a	n/a	middle	26	5	dim	2
97.3	5	150	0.2	left	13	5	grating	2
99.3	0.4	n/a	n/a	middle	27	5	dim	2
102.5	0.4	n/a	n/a	middle	28	5	dim	2
104.1	5	30	0.8	right	14	5	grating	2
105.9	5	45	0.2	left	14	5	grating	2
106	0.4	n/a	n/a	middle	29	5	dim	2
110.8	0.4	n/a	n/a	middle	30	5	dim	2
112.6	5	30	0.8	right	15	5	grating	2
113.6	0.4	n/a	n/a	middle	31	5	dim	2
113.8	5	105	0.2	left	15	5	grating	2
117.2	0.4	n/a	n/a	middle	32	5	dim	2
120.4	5	120	0.8	right	16	5	grating	2
121.9	5	30	0.2	left	16	5	grating	2
122.4	0.4	n/a	n/a	middle	33	5	dim	2
125.5	0.4	n/a	n/a	middle	34	5	dim	2
128.1	5	60	0.8	right	17	5	grating	2
129.6	5	30	0.8	left	17	5	grating	2
130.1	0.4	n/a	n/a	middle	35	5	dim	2
133.4	0.4	n/a	n/a	middle	36	5	dim	2
135.9	5	165	0.2	right	18	5	grating	2
137.2	0.4	n/a	n/a	middle	37	5	dim	2
137.7	5	165	0.8	left	18	5	grating	2
141.6	0.4	n/a	n/a	middle	38	5	dim	2
144.6	5	150	0.2	right	19	5	grating	2
145.4	5	120	0.2	left	19	5	grating	2
146.1	0.4	n/a	n/a	middle	39	5	dim	2
149.8	0.4	n/a	n/a	middle	40	5	dim	2
152.2	0.4	n/a	n/a	middle	41	5	dim	2
152.3	5	60	0.2	right	20	5	grating	2
153.5	5	165	0.2	left	20	5	grating	2
155.8	0.4	n/a	n/a	middle	42	5	dim	2
160.8	0.4	n/a	n/a	middle	43	5	dim	2
160.9	5	120	0.2	right	21	5	grating	2
161.9	5	120	0.8	left	21	5	grating	2
166	0.4	n/a	n/a	middle	44	5	dim	2
168.6	5	135	0.2	right	22	5	grating	2
169.7	5	15	0.8	left	22	5	grating	2
170.1	0.4	n/a	n/a	middle	45	5	dim	2
175.1	0.4	n/a	n/a	middle	46	5	dim	2
176.7	5	75	0.2	right	23	5	grating	2
177.9	5	135	0.8	left	23	5	grating	2
