onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	16	0	1	left	1	6	grating	4
4.2	0.4	n/a	n/a	middle	1	6	dim	4
7.3	0.4	n/a	n/a	middle	2	6	dim	4
12.3	0.4	n/a	n/a	middle	3	6	dim	4
16	16	0	1	right	1	6	grating	4
16.3	0.4	n/a	n/a	middle	4	6	dim	4
21.5	0.4	n/a	n/a	middle	5	6	dim	4
24.9	0.4	n/a	n/a	middle	6	6	dim	4
30.1	0.4	n/a	n/a	middle	7	6	dim	4
32	16	0	1	left	2	6	grating	4
35.3	0.4	n/a	n/a	middle	8	6	dim	4
39.5	0.4	n/a	n/a	middle	9	6	dim	4
42.2	0.4	n/a	n/a	middle	10	6	dim	4
45.7	0.4	n/a	n/a	middle	11	6	dim	4
48	16	0	1	right	2	6	grating	4
48.9	0.4	n/a	n/a	middle	12	6	dim	4
52.1	0.4	n/a	n/a	middle	13	6	dim	4
55.2	0.4	n/a	n/a	middle	14	6	dim	4
57.6	0.4	n/a	n/a	middle	15	6	dim	4
62.7	0.4	n/a	n/a	middle	16	6	dim	4
64	16	0	1	left	3	6	grating	4
66.5	0.4	n/a	n/a	middle	17	6	dim	4
70.6	0.4	n/a	n/a	middle	18	6	dim	4
73.9	0.4	n/a	n/a	middle	19	6	dim	4
79.3	0.4	n/a	n/a	middle	20	6	dim	4
80	16	0	1	right	3	6	grating	4
84.7	0.4	n/a	n/a	middle	21	6	dim	4
90	0.4	n/a	n/a	middle	22	6	dim	4
94.4	0.4	n/a	n/a	middle	23	6	dim	4
96	16	0	1	left	4	6	grating	4
99	0.4	n/a	n/a	middle	24	6	dim	4
102.4	0.4	n/a	n/a	middle	25	6	dim	4
106.4	0.4	n/a	n/a	middle	26	6	dim	4
109.6	0.4	n/a	n/a	middle	27	6	dim	4
112	16	0	1	right	4	6	grating	4
114.2	0.4	n/a	n/a	middle	28	6	dim	4
119	0.4	n/a	n/a	middle	29	6	dim	4
121.6	0.4	n/a	n/a	middle	30	6	dim	4
124.6	0.4	n/a	n/a	middle	31	6	dim	4
127.6	0.4	n/a	n/a	middle	32	6	dim	4
128	16	0	1	left	5	6	grating	4
131.9	0.4	n/a	n/a	middle	33	6	dim	4
136.5	0.4	n/a	n/a	middle	34	6	dim	4
141.4	0.4	n/a	n/a	middle	35	6	dim	4
143.8	0.4	n/a	n/a	middle	36	6	dim	4
144	16	0	1	right	5	6	grating	4
146.8	0.4	n/a	n/a	middle	37	6	dim	4
150.6	0.4	n/a	n/a	middle	38	6	dim	4
154.1	0.4	n/a	n/a	middle	39	6	dim	4
157.5	0.4	n/a	n/a	middle	40	6	dim	4
160	16	0	1	left	6	6	grating	4
160	0.4	n/a	n/a	middle	41	6	dim	4
164.7	0.4	n/a	n/a	middle	42	6	dim	4
168.3	0.4	n/a	n/a	middle	43	6	dim	4
172.7	0.4	n/a	n/a	middle	44	6	dim	4
176	16	0	1	right	6	6	grating	4
176.8	0.4	n/a	n/a	middle	45	6	dim	4
179.3	0.4	n/a	n/a	middle	46	6	dim	4
182.6	0.4	n/a	n/a	middle	47	6	dim	4
187.9	0.4	n/a	n/a	middle	48	6	dim	4
192	16	0	1	left	7	6	grating	4
193.1	0.4	n/a	n/a	middle	49	6	dim	4
196.6	0.4	n/a	n/a	middle	50	6	dim	4
200.9	0.4	n/a	n/a	middle	51	6	dim	4
205	0.4	n/a	n/a	middle	52	6	dim	4
208	16	0	1	right	7	6	grating	4
209.9	0.4	n/a	n/a	middle	53	6	dim	4
215.2	0.4	n/a	n/a	middle	54	6	dim	4
217.8	0.4	n/a	n/a	middle	55	6	dim	4
222.9	0.4	n/a	n/a	middle	56	6	dim	4
224	16	0	1	left	8	6	grating	4
227	0.4	n/a	n/a	middle	57	6	dim	4
230	0.4	n/a	n/a	middle	58	6	dim	4
233	0.4	n/a	n/a	middle	59	6	dim	4
237.5	0.4	n/a	n/a	middle	60	6	dim	4
240	16	0	1	right	8	6	grating	4
241.7	0.4	n/a	n/a	middle	61	6	dim	4
245.9	0.4	n/a	n/a	middle	62	6	dim	4
251.3	0.4	n/a	n/a	middle	63	6	dim	4
255.5	0.4	n/a	n/a	middle	64	6	dim	4
256	16	0	1	left	9	6	grating	4
258.2	0.4	n/a	n/a	middle	65	6	dim	4
261.1	0.4	n/a	n/a	middle	66	6	dim	4
272	16	0	1	right	9	6	grating	4
288	16	0	1	left	10	6	grating	4
304	16	0	1	right	10	6	grating	4
