onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	120	0.2	left	1	6	grating	6
0	5	120	0.2	right	1	6	grating	6
2.7	0.4	n/a	n/a	middle	1	6	dim	6
7.1	0.4	n/a	n/a	middle	2	6	dim	6
8	5	0	0.2	left	2	6	grating	6
8	5	60	0.8	right	2	6	grating	6
11.2	0.4	n/a	n/a	middle	3	6	dim	6
14.5	0.4	n/a	n/a	middle	4	6	dim	6
15.5	5	45	0.8	right	3	6	grating	6
16.3	5	75	0.2	left	3	6	grating	6
18.8	0.4	n/a	n/a	middle	5	6	dim	6
23.4	0.4	n/a	n/a	middle	6	6	dim	6
23.7	5	0	0.2	right	4	6	grating	6
24.8	5	90	0.2	left	4	6	grating	6
26.6	0.4	n/a	n/a	middle	7	6	dim	6
30.2	0.4	n/a	n/a	middle	8	6	dim	6
31.8	5	165	0.2	right	5	6	grating	6
32.6	5	30	0.8	left	5	6	grating	6
33.7	0.4	n/a	n/a	middle	9	6	dim	6
38.5	0.4	n/a	n/a	middle	10	6	dim	6
39.6	5	120	0.8	right	6	6	grating	6
40.6	5	135	0.8	left	6	6	grating	6
41.3	0.4	n/a	n/a	middle	11	6	dim	6
46.4	0.4	n/a	n/a	middle	12	6	dim	6
47.1	5	30	0.8	right	7	6	grating	6
48.8	5	60	0.8	left	7	6	grating	6
49.6	0.4	n/a	n/a	middle	13	6	dim	6
53.5	0.4	n/a	n/a	middle	14	6	dim	6
55.6	5	45	0.8	right	8	6	grating	6
56.8	5	60	0.8	left	8	6	grating	6
58.3	0.4	n/a	n/a	middle	15	6	dim	6
62.7	0.4	n/a	n/a	middle	16	6	dim	6
63.1	5	75	0.2	right	9	6	grating	6
64.4	5	30	0.2	left	9	6	grating	6
65.5	0.4	n/a	n/a	middle	17	6	dim	6
70	0.4	n/a	n/a	middle	18	6	dim	6
71	5	30	0.2	right	10	6	grating	6
72.7	0.4	n/a	n/a	middle	19	6	dim	6
72.8	5	0	0.2	left	10	6	grating	6
78	0.4	n/a	n/a	middle	20	6	dim	6
79.5	5	30	0.8	right	11	6	grating	6
80.3	5	150	0.8	left	11	6	grating	6
83.1	0.4	n/a	n/a	middle	21	6	dim	6
87	0.4	n/a	n/a	middle	22	6	dim	6
88.2	5	60	0.2	right	12	6	grating	6
88.3	5	90	0.8	left	12	6	grating	6
91.5	0.4	n/a	n/a	middle	23	6	dim	6
95.8	5	30	0.2	left	13	6	grating	6
96.4	5	120	0.2	right	13	6	grating	6
96.9	0.4	n/a	n/a	middle	24	6	dim	6
99.6	0.4	n/a	n/a	middle	25	6	dim	6
104.3	0.4	n/a	n/a	middle	26	6	dim	6
104.5	5	135	0.2	left	14	6	grating	6
104.9	5	60	0.2	right	14	6	grating	6
109.2	0.4	n/a	n/a	middle	27	6	dim	6
112.6	5	120	0.8	left	15	6	grating	6
113.3	5	105	0.8	right	15	6	grating	6
114	0.4	n/a	n/a	middle	28	6	dim	6
116.9	0.4	n/a	n/a	middle	29	6	dim	6
120.6	0.4	n/a	n/a	middle	30	6	dim	6
121.2	5	0	0.2	left	16	6	grating	6
121.6	5	15	0.2	right	16	6	grating	6
123	0.4	n/a	n/a	middle	31	6	dim	6
126.4	0.4	n/a	n/a	middle	32	6	dim	6
129.1	5	45	0.8	left	17	6	grating	6
129.2	0.4	n/a	n/a	middle	33	6	dim	6
129.9	5	90	0.2	right	17	6	grating	6
132.9	0.4	n/a	n/a	middle	34	6	dim	6
137	0.4	n/a	n/a	middle	35	6	dim	6
137.7	5	75	0.8	left	18	6	grating	6
138.6	5	45	0.2	right	18	6	grating	6
141.8	0.4	n/a	n/a	middle	36	6	dim	6
145.5	5	150	0.8	left	19	6	grating	6
145.5	0.4	n/a	n/a	middle	37	6	dim	6
146.7	5	90	0.8	right	19	6	grating	6
149.5	0.4	n/a	n/a	middle	38	6	dim	6
154.1	5	45	0.2	left	20	6	grating	6
154.7	5	150	0.8	right	20	6	grating	6
154.7	0.4	n/a	n/a	middle	39	6	dim	6
159.8	0.4	n/a	n/a	middle	40	6	dim	6
162.7	5	120	0.2	left	21	6	grating	6
163	5	0	0.2	right	21	6	grating	6
163.8	0.4	n/a	n/a	middle	41	6	dim	6
168.9	0.4	n/a	n/a	middle	42	6	dim	6
170.7	5	75	0.8	left	22	6	grating	6
171	5	45	0.2	right	22	6	grating	6
171.4	0.4	n/a	n/a	middle	43	6	dim	6
176.3	0.4	n/a	n/a	middle	44	6	dim	6
178.6	5	105	0.2	right	23	6	grating	6
179	5	45	0.8	left	23	6	grating	6
179.7	0.4	n/a	n/a	middle	45	6	dim	6
182.8	0.4	n/a	n/a	middle	46	6	dim	6
186.6	5	165	0.8	right	24	6	grating	6
187.2	5	60	0.2	left	24	6	grating	6
187.7	0.4	n/a	n/a	middle	47	6	dim	6
191.1	0.4	n/a	n/a	middle	48	6	dim	6
194	0.4	n/a	n/a	middle	49	6	dim	6
194.8	5	105	0.8	right	25	6	grating	6
195.8	5	165	0.2	left	25	6	grating	6
196.4	0.4	n/a	n/a	middle	50	6	dim	6
201.7	0.4	n/a	n/a	middle	51	6	dim	6
202.8	5	150	0.2	right	26	6	grating	6
203.5	5	165	0.8	left	26	6	grating	6
206.2	0.4	n/a	n/a	middle	52	6	dim	6
210.8	5	150	0.2	right	27	6	grating	6
211	5	15	0.8	left	27	6	grating	6
211.2	0.4	n/a	n/a	middle	53	6	dim	6
216.5	0.4	n/a	n/a	middle	54	6	dim	6
219.2	5	90	0.2	right	28	6	grating	6
219.6	5	120	0.8	left	28	6	grating	6
221	0.4	n/a	n/a	middle	55	6	dim	6
226.2	0.4	n/a	n/a	middle	56	6	dim	6
