onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
227.3	5	165	0.8	right	29	6	grating	6
227.4	5	165	0.2	left	29	6	grating	6
229.3	0.4	n/a	n/a	middle	57	6	dim	6
234.4	0.4	n/a	n/a	middle	58	6	dim	6
235.2	5	135	0.8	left	30	6	grating	6
235.4	5	60	0.8	right	30	6	grating	6
239.6	0.4	n/a	n/a	middle	59	6	dim	6
242.9	0.4	n/a	n/a	middle	60	6	dim	6
243	5	75	0.8	right	31	6	grating	6
243.5	5	150	0.2	left	31	6	grating	6
245.5	0.4	n/a	n/a	middle	61	6	dim	6
250.2	0.4	n/a	n/a	middle	62	6	dim	6
250.8	5	0	0.2	right	32	6	grating	6
251.3	5	135	0.2	left	32	6	grating	6
252.8	0.4	n/a	n/a	middle	63	6	dim	6
257.4	0.4	n/a	n/a	middle	64	6	dim	6
258.8	5	135	0.2	right	33	6	grating	6
259.8	5	60	0.2	left	33	6	grating	6
261.1	0.4	n/a	n/a	middle	65	6	dim	6
265.5	0.4	n/a	n/a	middle	66	6	dim	6
267.1	5	15	0.2	right	34	6	grating	6
268.4	5	105	0.8	left	34	6	grating	6
268.4	0.4	n/a	n/a	middle	67	6	dim	6
272.4	0.4	n/a	n/a	middle	68	6	dim	6
275.5	5	75	0.2	right	35	6	grating	6
276.7	0.4	n/a	n/a	middle	69	6	dim	6
277.1	5	150	0.2	left	35	6	grating	6
279.1	0.4	n/a	n/a	middle	70	6	dim	6
282.9	0.4	n/a	n/a	middle	71	6	dim	6
284.2	5	120	0.8	right	36	6	grating	6
285.1	5	90	0.8	left	36	6	grating	6
288	0.4	n/a	n/a	middle	72	6	dim	6
290.7	0.4	n/a	n/a	middle	73	6	dim	6
292.9	5	90	0.8	right	37	6	grating	6
293.6	5	45	0.2	left	37	6	grating	6
294.4	0.4	n/a	n/a	middle	74	6	dim	6
298.8	0.4	n/a	n/a	middle	75	6	dim	6
300.5	5	150	0.8	right	38	6	grating	6
301.3	5	0	0.2	left	38	6	grating	6
302.1	0.4	n/a	n/a	middle	76	6	dim	6
307.4	0.4	n/a	n/a	middle	77	6	dim	6
309.2	5	135	0.8	right	39	6	grating	6
309.6	5	105	0.2	left	39	6	grating	6
311.9	0.4	n/a	n/a	middle	78	6	dim	6
314.9	0.4	n/a	n/a	middle	79	6	dim	6
316.9	5	135	0.8	right	40	6	grating	6
318	5	75	0.2	left	40	6	grating	6
319	0.4	n/a	n/a	middle	80	6	dim	6
324.1	0.4	n/a	n/a	middle	81	6	dim	6
325.6	5	105	0.8	left	41	6	grating	6
325.6	5	0	0.2	right	41	6	grating	6
328.2	0.4	n/a	n/a	middle	82	6	dim	6
332.9	0.4	n/a	n/a	middle	83	6	dim	6
333.7	5	30	0.8	left	42	6	grating	6
333.8	5	15	0.8	right	42	6	grating	6
341.6	5	15	0.8	right	43	6	grating	6
342.3	5	105	0.2	left	43	6	grating	6
349.1	5	135	0.2	right	44	6	grating	6
350.1	5	15	0.2	left	44	6	grating	6
356.9	5	75	0.8	right	45	6	grating	6
357.9	5	15	0.2	left	45	6	grating	6
365.4	5	105	0.2	right	46	6	grating	6
366.4	5	15	0.8	left	46	6	grating	6
372.9	5	30	0.2	right	47	6	grating	6
374.5	5	90	0.2	left	47	6	grating	6
380.8	5	165	0.2	right	48	6	grating	6
382.1	5	165	0.8	left	48	6	grating	6
