onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	45	0.2	left	1	6	grating	5
0	5	105	0.2	right	1	6	grating	5
4.1	0.4	n/a	n/a	middle	1	6	dim	5
8.3	5	165	0.8	left	2	6	grating	5
8.7	5	30	0.8	right	2	6	grating	5
9.2	0.4	n/a	n/a	middle	2	6	dim	5
13.1	0.4	n/a	n/a	middle	3	6	dim	5
15.8	5	150	0.8	left	3	6	grating	5
16.2	5	0	0.2	right	3	6	grating	5
17.9	0.4	n/a	n/a	middle	4	6	dim	5
21.3	0.4	n/a	n/a	middle	5	6	dim	5
23.3	5	135	0.8	left	4	6	grating	5
24.5	5	165	0.2	right	4	6	grating	5
25.4	0.4	n/a	n/a	middle	6	6	dim	5
29	0.4	n/a	n/a	middle	7	6	dim	5
31.1	5	105	0.8	left	5	6	grating	5
32.8	5	75	0.2	right	5	6	grating	5
34.1	0.4	n/a	n/a	middle	8	6	dim	5
38.5	0.4	n/a	n/a	middle	9	6	dim	5
38.7	5	120	0.8	left	6	6	grating	5
40.6	5	0	0.2	right	6	6	grating	5
43.4	0.4	n/a	n/a	middle	10	6	dim	5
46.1	0.4	n/a	n/a	middle	11	6	dim	5
47.3	5	30	0.2	left	7	6	grating	5
49.1	5	135	0.2	right	7	6	grating	5
49.3	0.4	n/a	n/a	middle	12	6	dim	5
54	0.4	n/a	n/a	middle	13	6	dim	5
55.9	5	30	0.8	left	8	6	grating	5
56.9	5	135	0.2	right	8	6	grating	5
57	0.4	n/a	n/a	middle	14	6	dim	5
59.5	0.4	n/a	n/a	middle	15	6	dim	5
63.2	0.4	n/a	n/a	middle	16	6	dim	5
63.9	5	45	0.8	left	9	6	grating	5
64.4	5	105	0.2	right	9	6	grating	5
68.5	0.4	n/a	n/a	middle	17	6	dim	5
71.6	5	150	0.8	left	10	6	grating	5
71.7	0.4	n/a	n/a	middle	18	6	dim	5
72	5	60	0.8	right	10	6	grating	5
75.8	0.4	n/a	n/a	middle	19	6	dim	5
79.3	0.4	n/a	n/a	middle	20	6	dim	5
79.6	5	150	0.2	left	11	6	grating	5
80.5	5	30	0.8	right	11	6	grating	5
81.7	0.4	n/a	n/a	middle	21	6	dim	5
85.6	0.4	n/a	n/a	middle	22	6	dim	5
87.6	5	75	0.8	left	12	6	grating	5
88.9	5	90	0.8	right	12	6	grating	5
90.5	0.4	n/a	n/a	middle	23	6	dim	5
93.7	0.4	n/a	n/a	middle	24	6	dim	5
96	5	0	0.2	left	13	6	grating	5
96.2	0.4	n/a	n/a	middle	25	6	dim	5
