onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
97.4	5	120	0.8	right	13	6	grating	5
99.3	0.4	n/a	n/a	middle	26	6	dim	5
103.7	0.4	n/a	n/a	middle	27	6	dim	5
104	5	135	0.2	left	14	6	grating	5
105.7	5	135	0.8	right	14	6	grating	5
107.1	0.4	n/a	n/a	middle	28	6	dim	5
111.5	0.4	n/a	n/a	middle	29	6	dim	5
112.7	5	15	0.2	left	15	6	grating	5
113.9	0.4	n/a	n/a	middle	30	6	dim	5
114.2	5	150	0.2	right	15	6	grating	5
118.5	0.4	n/a	n/a	middle	31	6	dim	5
121.3	5	165	0.8	left	16	6	grating	5
121.7	5	90	0.2	right	16	6	grating	5
122.1	0.4	n/a	n/a	middle	32	6	dim	5
124.6	0.4	n/a	n/a	middle	33	6	dim	5
128.2	0.4	n/a	n/a	middle	34	6	dim	5
129.7	5	165	0.8	right	17	6	grating	5
130	5	120	0.8	left	17	6	grating	5
132.8	0.4	n/a	n/a	middle	35	6	dim	5
137.5	5	165	0.2	right	18	6	grating	5
137.9	5	15	0.2	left	18	6	grating	5
138	0.4	n/a	n/a	middle	36	6	dim	5
143.4	0.4	n/a	n/a	middle	37	6	dim	5
145.6	5	15	0.2	right	19	6	grating	5
145.7	5	90	0.2	left	19	6	grating	5
148.8	0.4	n/a	n/a	middle	38	6	dim	5
153.9	0.4	n/a	n/a	middle	39	6	dim	5
154.2	5	105	0.8	right	20	6	grating	5
154.3	5	165	0.2	left	20	6	grating	5
158.9	0.4	n/a	n/a	middle	40	6	dim	5
162	5	105	0.8	left	21	6	grating	5
162	5	120	0.8	right	21	6	grating	5
163.7	0.4	n/a	n/a	middle	41	6	dim	5
167.8	0.4	n/a	n/a	middle	42	6	dim	5
169.6	5	60	0.2	left	22	6	grating	5
170.2	5	0	0.2	right	22	6	grating	5
171.4	0.4	n/a	n/a	middle	43	6	dim	5
174.1	0.4	n/a	n/a	middle	44	6	dim	5
177.7	5	165	0.2	left	23	6	grating	5
177.7	5	165	0.8	right	23	6	grating	5
178.5	0.4	n/a	n/a	middle	45	6	dim	5
183.5	0.4	n/a	n/a	middle	46	6	dim	5
185.4	5	90	0.2	right	24	6	grating	5
186.3	5	105	0.2	left	24	6	grating	5
186.7	0.4	n/a	n/a	middle	47	6	dim	5
191.7	0.4	n/a	n/a	middle	48	6	dim	5
193.9	5	60	0.8	right	25	6	grating	5
194.3	0.4	n/a	n/a	middle	49	6	dim	5
194.3	5	30	0.2	left	25	6	grating	5
197.8	0.4	n/a	n/a	middle	50	6	dim	5
201	0.4	n/a	n/a	middle	51	6	dim	5
201.6	5	15	0.8	right	26	6	grating	5
202	5	90	0.8	left	26	6	grating	5
203.8	0.4	n/a	n/a	middle	52	6	dim	5
208.1	0.4	n/a	n/a	middle	53	6	dim	5
209.6	5	105	0.2	left	27	6	grating	5
210.1	5	90	0.8	right	27	6	grating	5
211.4	0.4	n/a	n/a	middle	54	6	dim	5
216.7	0.4	n/a	n/a	middle	55	6	dim	5
218	5	150	0.8	right	28	6	grating	5
218.3	5	60	0.2	left	28	6	grating	5
220.6	0.4	n/a	n/a	middle	56	6	dim	5
225.2	0.4	n/a	n/a	middle	57	6	dim	5
226.3	5	75	0.8	right	29	6	grating	5
226.5	5	45	0.8	left	29	6	grating	5
227.6	0.4	n/a	n/a	middle	58	6	dim	5
231.8	0.4	n/a	n/a	middle	59	6	dim	5
233.8	5	45	0.8	right	30	6	grating	5
234.4	5	90	0.2	left	30	6	grating	5
235.9	0.4	n/a	n/a	middle	60	6	dim	5
240.8	0.4	n/a	n/a	middle	61	6	dim	5
242.2	5	150	0.8	right	31	6	grating	5
242.7	5	0	0.2	left	31	6	grating	5
245.2	0.4	n/a	n/a	middle	62	6	dim	5
250.3	0.4	n/a	n/a	middle	63	6	dim	5
250.3	5	135	0.8	right	32	6	grating	5
251.2	5	60	0.8	left	32	6	grating	5
255.4	0.4	n/a	n/a	middle	64	6	dim	5
258.2	0.4	n/a	n/a	middle	65	6	dim	5
259	5	150	0.2	right	33	6	grating	5
259.1	5	0	0.2	left	33	6	grating	5
261.1	0.4	n/a	n/a	middle	66	6	dim	5
265.9	0.4	n/a	n/a	middle	67	6	dim	5
266.8	5	120	0.2	right	34	6	grating	5
267.5	5	150	0.2	left	34	6	grating	5
268.4	0.4	n/a	n/a	middle	68	6	dim	5
272	0.4	n/a	n/a	middle	69	6	dim	5
274.7	5	30	0.2	right	35	6	grating	5
275.2	5	45	0.2	left	35	6	grating	5
275.3	0.4	n/a	n/a	middle	70	6	dim	5
279.9	0.4	n/a	n/a	middle	71	6	dim	5
282.3	5	45	0.2	right	36	6	grating	5
282.6	0.4	n/a	n/a	middle	72	6	dim	5
283.9	5	135	0.2	left	36	6	grating	5
287.4	0.4	n/a	n/a	middle	73	6	dim	5
291	5	45	0.2	right	37	6	grating	5
292.2	0.4	n/a	n/a	middle	74	6	dim	5
292.3	5	0	0.2	left	37	6	grating	5
296.2	0.4	n/a	n/a	middle	75	6	dim	5
299	5	60	0.2	right	38	6	grating	5
299.3	0.4	n/a	n/a	middle	76	6	dim	5
300	5	15	0.8	left	38	6	grating	5
301.9	0.4	n/a	n/a	middle	77	6	dim	5
306.2	0.4	n/a	n/a	middle	78	6	dim	5
306.6	5	30	0.2	right	39	6	grating	5
308	5	60	0.8	left	39	6	grating	5
308.6	0.4	n/a	n/a	middle	79	6	dim	5
311.1	0.4	n/a	n/a	middle	80	6	dim	5
313.9	0.4	n/a	n/a	middle	81	6	dim	5
315	5	45	0.8	right	40	6	grating	5
316.3	5	75	0.2	left	40	6	grating	5
317.6	0.4	n/a	n/a	middle	82	6	dim	5
322	0.4	n/a	n/a	middle	83	6	dim	5
323.1	5	105	0.8	right	41	6	grating	5
325	5	75	0.8	left	41	6	grating	5
331	5	0	0.2	right	42	6	grating	5
333.1	5	120	0.2	left	42	6	grating	5
339.4	5	75	0.8	right	43	6	grating	5
341.4	5	75	0.2	left	43	6	grating	5
347.9	5	60	0.2	right	44	6	grating	5
349.7	5	90	0.8	left	44	6	grating	5
355.7	5	15	0.8	right	45	6	grating	5
358.4	5	15	0.8	left	45	6	grating	5
363.8	5	15	0.2	right	46	6	grating	5
366	5	30	0.8	left	46	6	grating	5
371.8	5	120	0.2	right	47	6	grating	5
374	5	135	0.8	left	47	6	grating	5
379.5	5	75	0.2	right	48	6	grating	5
381.9	5	120	0.2	left	48	6	grating	5
