onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	16	0	1	left	1	5	grating	2
4.3	0.4	n/a	n/a	middle	1	5	dim	2
7.3	0.4	n/a	n/a	middle	2	5	dim	2
10.7	0.4	n/a	n/a	middle	3	5	dim	2
15.8	0.4	n/a	n/a	middle	4	5	dim	2
16	16	0	1	right	1	5	grating	2
18.7	0.4	n/a	n/a	middle	5	5	dim	2
22.2	0.4	n/a	n/a	middle	6	5	dim	2
26.2	0.4	n/a	n/a	middle	7	5	dim	2
29.8	0.4	n/a	n/a	middle	8	5	dim	2
32	16	0	1	left	2	5	grating	2
34.7	0.4	n/a	n/a	middle	9	5	dim	2
39.3	0.4	n/a	n/a	middle	10	5	dim	2
43	0.4	n/a	n/a	middle	11	5	dim	2
45.6	0.4	n/a	n/a	middle	12	5	dim	2
48	16	0	1	right	2	5	grating	2
50.6	0.4	n/a	n/a	middle	13	5	dim	2
54.8	0.4	n/a	n/a	middle	14	5	dim	2
58.1	0.4	n/a	n/a	middle	15	5	dim	2
62	0.4	n/a	n/a	middle	16	5	dim	2
64	16	0	1	left	3	5	grating	2
66.2	0.4	n/a	n/a	middle	17	5	dim	2
70.3	0.4	n/a	n/a	middle	18	5	dim	2
74.2	0.4	n/a	n/a	middle	19	5	dim	2
77.7	0.4	n/a	n/a	middle	20	5	dim	2
80	16	0	1	right	3	5	grating	2
81.3	0.4	n/a	n/a	middle	21	5	dim	2
85.6	0.4	n/a	n/a	middle	22	5	dim	2
89.3	0.4	n/a	n/a	middle	23	5	dim	2
92.9	0.4	n/a	n/a	middle	24	5	dim	2
96	16	0	1	left	4	5	grating	2
97.9	0.4	n/a	n/a	middle	25	5	dim	2
100.7	0.4	n/a	n/a	middle	26	5	dim	2
105.9	0.4	n/a	n/a	middle	27	5	dim	2
110.7	0.4	n/a	n/a	middle	28	5	dim	2
112	16	0	1	right	4	5	grating	2
116	0.4	n/a	n/a	middle	29	5	dim	2
120.8	0.4	n/a	n/a	middle	30	5	dim	2
123.4	0.4	n/a	n/a	middle	31	5	dim	2
128	16	0	1	left	5	5	grating	2
128.4	0.4	n/a	n/a	middle	32	5	dim	2
131.8	0.4	n/a	n/a	middle	33	5	dim	2
134.7	0.4	n/a	n/a	middle	34	5	dim	2
137.3	0.4	n/a	n/a	middle	35	5	dim	2
139.7	0.4	n/a	n/a	middle	36	5	dim	2
144	16	0	1	right	5	5	grating	2
144.6	0.4	n/a	n/a	middle	37	5	dim	2
148.4	0.4	n/a	n/a	middle	38	5	dim	2
153.3	0.4	n/a	n/a	middle	39	5	dim	2
156.3	0.4	n/a	n/a	middle	40	5	dim	2
158.7	0.4	n/a	n/a	middle	41	5	dim	2
160	16	0	1	left	6	5	grating	2
164	0.4	n/a	n/a	middle	42	5	dim	2
167.3	0.4	n/a	n/a	middle	43	5	dim	2
171.7	0.4	n/a	n/a	middle	44	5	dim	2
174.4	0.4	n/a	n/a	middle	45	5	dim	2
176	16	0	1	right	6	5	grating	2
179	0.4	n/a	n/a	middle	46	5	dim	2
184.1	0.4	n/a	n/a	middle	47	5	dim	2
186.5	0.4	n/a	n/a	middle	48	5	dim	2
189.3	0.4	n/a	n/a	middle	49	5	dim	2
192	16	0	1	left	7	5	grating	2
193.3	0.4	n/a	n/a	middle	50	5	dim	2
196	0.4	n/a	n/a	middle	51	5	dim	2
198.6	0.4	n/a	n/a	middle	52	5	dim	2
202.6	0.4	n/a	n/a	middle	53	5	dim	2
207.5	0.4	n/a	n/a	middle	54	5	dim	2
208	16	0	1	right	7	5	grating	2
210.6	0.4	n/a	n/a	middle	55	5	dim	2
213.8	0.4	n/a	n/a	middle	56	5	dim	2
218	0.4	n/a	n/a	middle	57	5	dim	2
221	0.4	n/a	n/a	middle	58	5	dim	2
224	16	0	1	left	8	5	grating	2
225.9	0.4	n/a	n/a	middle	59	5	dim	2
228.4	0.4	n/a	n/a	middle	60	5	dim	2
231.1	0.4	n/a	n/a	middle	61	5	dim	2
236.1	0.4	n/a	n/a	middle	62	5	dim	2
240	16	0	1	right	8	5	grating	2
241.2	0.4	n/a	n/a	middle	63	5	dim	2
244.2	0.4	n/a	n/a	middle	64	5	dim	2
248.7	0.4	n/a	n/a	middle	65	5	dim	2
252	0.4	n/a	n/a	middle	66	5	dim	2
256	16	0	1	left	9	5	grating	2
272	16	0	1	right	9	5	grating	2
288	16	0	1	left	10	5	grating	2
304	16	0	1	right	10	5	grating	2
