onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
135.7	0.4	n/a	n/a	middle	35	6	dim	10
136.1	5	150	0.8	left	18	6	grating	10
137.4	5	165	0.2	right	18	6	grating	10
139.8	0.4	n/a	n/a	middle	36	6	dim	10
143.8	5	30	0.8	left	19	6	grating	10
144.8	0.4	n/a	n/a	middle	37	6	dim	10
145.2	5	120	0.2	right	19	6	grating	10
147.8	0.4	n/a	n/a	middle	38	6	dim	10
152	5	165	0.2	left	20	6	grating	10
152.1	0.4	n/a	n/a	middle	39	6	dim	10
153.8	5	150	0.8	right	20	6	grating	10
155	0.4	n/a	n/a	middle	40	6	dim	10
158.2	0.4	n/a	n/a	middle	41	6	dim	10
160.2	5	120	0.8	left	21	6	grating	10
160.6	0.4	n/a	n/a	middle	42	6	dim	10
162.4	5	15	0.8	right	21	6	grating	10
165.1	0.4	n/a	n/a	middle	43	6	dim	10
168.7	5	165	0.2	left	22	6	grating	10
170.4	0.4	n/a	n/a	middle	44	6	dim	10
170.6	5	105	0.8	right	22	6	grating	10
175.1	0.4	n/a	n/a	middle	45	6	dim	10
176.2	5	90	0.8	left	23	6	grating	10
178.5	5	0	0.2	right	23	6	grating	10
179.8	0.4	n/a	n/a	middle	46	6	dim	10
183.8	0.4	n/a	n/a	middle	47	6	dim	10
184.8	5	135	0.2	left	24	6	grating	10
186.7	5	105	0.2	right	24	6	grating	10
187	0.4	n/a	n/a	middle	48	6	dim	10
190.1	0.4	n/a	n/a	middle	49	6	dim	10
192.7	5	90	0.8	left	25	6	grating	10
193.3	0.4	n/a	n/a	middle	50	6	dim	10
195	5	60	0.2	right	25	6	grating	10
198.6	0.4	n/a	n/a	middle	51	6	dim	10
200.7	5	60	0.2	left	26	6	grating	10
201.7	0.4	n/a	n/a	middle	52	6	dim	10
203.6	5	75	0.8	right	26	6	grating	10
205.7	0.4	n/a	n/a	middle	53	6	dim	10
208.6	5	150	0.8	left	27	6	grating	10
208.7	0.4	n/a	n/a	middle	54	6	dim	10
211.2	5	90	0.8	right	27	6	grating	10
212.4	0.4	n/a	n/a	middle	55	6	dim	10
215.2	0.4	n/a	n/a	middle	56	6	dim	10
216.8	5	135	0.8	left	28	6	grating	10
218.7	0.4	n/a	n/a	middle	57	6	dim	10
219.4	5	45	0.2	right	28	6	grating	10
223.5	0.4	n/a	n/a	middle	58	6	dim	10
224.6	5	15	0.8	left	29	6	grating	10
227.4	5	15	0.2	right	29	6	grating	10
228.4	0.4	n/a	n/a	middle	59	6	dim	10
232.5	5	0	0.2	left	30	6	grating	10
233.6	0.4	n/a	n/a	middle	60	6	dim	10
235.7	5	135	0.8	right	30	6	grating	10
237.6	0.4	n/a	n/a	middle	61	6	dim	10
240.4	5	75	0.2	left	31	6	grating	10
242.5	0.4	n/a	n/a	middle	62	6	dim	10
243.9	5	150	0.2	right	31	6	grating	10
247	0.4	n/a	n/a	middle	63	6	dim	10
248.7	5	0	0.2	left	32	6	grating	10
249.5	0.4	n/a	n/a	middle	64	6	dim	10
251.6	5	45	0.8	right	32	6	grating	10
252.3	0.4	n/a	n/a	middle	65	6	dim	10
255.4	0.4	n/a	n/a	middle	66	6	dim	10
257	5	165	0.8	left	33	6	grating	10
258.5	0.4	n/a	n/a	middle	67	6	dim	10
259.2	5	165	0.8	right	33	6	grating	10
261.4	0.4	n/a	n/a	middle	68	6	dim	10
264.5	0.4	n/a	n/a	middle	69	6	dim	10
265.7	5	90	0.2	left	34	6	grating	10
266.7	5	45	0.8	right	34	6	grating	10
267.7	0.4	n/a	n/a	middle	70	6	dim	10
273	0.4	n/a	n/a	middle	71	6	dim	10
274.2	5	75	0.8	right	35	6	grating	10
274.4	5	75	0.8	left	35	6	grating	10
276.4	0.4	n/a	n/a	middle	72	6	dim	10
279.7	0.4	n/a	n/a	middle	73	6	dim	10
282.1	5	150	0.8	right	36	6	grating	10
282.3	5	75	0.8	left	36	6	grating	10
283.3	0.4	n/a	n/a	middle	74	6	dim	10
286.6	0.4	n/a	n/a	middle	75	6	dim	10
290	5	120	0.8	left	37	6	grating	10
290.6	5	165	0.2	right	37	6	grating	10
291.3	0.4	n/a	n/a	middle	76	6	dim	10
294.8	0.4	n/a	n/a	middle	77	6	dim	10
297.5	0.4	n/a	n/a	middle	78	6	dim	10
298.5	5	120	0.8	right	38	6	grating	10
298.6	5	15	0.8	left	38	6	grating	10
301.8	0.4	n/a	n/a	middle	79	6	dim	10
305.3	0.4	n/a	n/a	middle	80	6	dim	10
306.4	5	105	0.2	left	39	6	grating	10
306.8	5	165	0.8	right	39	6	grating	10
308.8	0.4	n/a	n/a	middle	81	6	dim	10
311.4	0.4	n/a	n/a	middle	82	6	dim	10
314.6	5	45	0.8	left	40	6	grating	10
315.5	5	15	0.2	right	40	6	grating	10
316.4	0.4	n/a	n/a	middle	83	6	dim	10
323.2	5	90	0.2	left	41	6	grating	10
323.8	5	0	0.2	right	41	6	grating	10
330.8	5	45	0.2	left	42	6	grating	10
332	5	120	0.8	right	42	6	grating	10
338.6	5	30	0.8	left	43	6	grating	10
339.8	5	90	0.8	right	43	6	grating	10
346.6	5	165	0.8	left	44	6	grating	10
348.2	5	30	0.8	right	44	6	grating	10
354.8	5	150	0.2	left	45	6	grating	10
356.8	5	135	0.2	right	45	6	grating	10
363.4	5	105	0.8	left	46	6	grating	10
365.4	5	135	0.2	right	46	6	grating	10
371.1	5	105	0.8	left	47	6	grating	10
373.6	5	60	0.8	right	47	6	grating	10
379.8	5	60	0.8	left	48	6	grating	10
381.9	5	75	0.2	right	48	6	grating	10
