onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	16	0	1	left	1	6	grating	1
4.5	0.4	n/a	n/a	middle	1	6	dim	1
8.2	0.4	n/a	n/a	middle	2	6	dim	1
13.6	0.4	n/a	n/a	middle	3	6	dim	1
16	16	0	1	right	1	6	grating	1
17.7	0.4	n/a	n/a	middle	4	6	dim	1
20.8	0.4	n/a	n/a	middle	5	6	dim	1
25.7	0.4	n/a	n/a	middle	6	6	dim	1
29.4	0.4	n/a	n/a	middle	7	6	dim	1
32	16	0	1	left	2	6	grating	1
32.5	0.4	n/a	n/a	middle	8	6	dim	1
37.8	0.4	n/a	n/a	middle	9	6	dim	1
40.6	0.4	n/a	n/a	middle	10	6	dim	1
44.5	0.4	n/a	n/a	middle	11	6	dim	1
48	16	0	1	right	2	6	grating	1
49.9	0.4	n/a	n/a	middle	12	6	dim	1
54.3	0.4	n/a	n/a	middle	13	6	dim	1
58.6	0.4	n/a	n/a	middle	14	6	dim	1
62.4	0.4	n/a	n/a	middle	15	6	dim	1
64	16	0	1	left	3	6	grating	1
66.5	0.4	n/a	n/a	middle	16	6	dim	1
71.7	0.4	n/a	n/a	middle	17	6	dim	1
75.2	0.4	n/a	n/a	middle	18	6	dim	1
78.3	0.4	n/a	n/a	middle	19	6	dim	1
80	16	0	1	right	3	6	grating	1
82	0.4	n/a	n/a	middle	20	6	dim	1
85.2	0.4	n/a	n/a	middle	21	6	dim	1
88.9	0.4	n/a	n/a	middle	22	6	dim	1
93.2	0.4	n/a	n/a	middle	23	6	dim	1
96	16	0	1	left	4	6	grating	1
97.2	0.4	n/a	n/a	middle	24	6	dim	1
100.7	0.4	n/a	n/a	middle	25	6	dim	1
105.8	0.4	n/a	n/a	middle	26	6	dim	1
109.1	0.4	n/a	n/a	middle	27	6	dim	1
112	16	0	1	right	4	6	grating	1
112.7	0.4	n/a	n/a	middle	28	6	dim	1
116.7	0.4	n/a	n/a	middle	29	6	dim	1
119.2	0.4	n/a	n/a	middle	30	6	dim	1
122.3	0.4	n/a	n/a	middle	31	6	dim	1
125	0.4	n/a	n/a	middle	32	6	dim	1
127.7	0.4	n/a	n/a	middle	33	6	dim	1
128	16	0	1	left	5	6	grating	1
132.8	0.4	n/a	n/a	middle	34	6	dim	1
135.3	0.4	n/a	n/a	middle	35	6	dim	1
140.3	0.4	n/a	n/a	middle	36	6	dim	1
144	16	0	1	right	5	6	grating	1
144.2	0.4	n/a	n/a	middle	37	6	dim	1
146.9	0.4	n/a	n/a	middle	38	6	dim	1
150.8	0.4	n/a	n/a	middle	39	6	dim	1
155	0.4	n/a	n/a	middle	40	6	dim	1
157.6	0.4	n/a	n/a	middle	41	6	dim	1
160	16	0	1	left	6	6	grating	1
163	0.4	n/a	n/a	middle	42	6	dim	1
167.4	0.4	n/a	n/a	middle	43	6	dim	1
171.2	0.4	n/a	n/a	middle	44	6	dim	1
176	16	0	1	right	6	6	grating	1
176.2	0.4	n/a	n/a	middle	45	6	dim	1
179.4	0.4	n/a	n/a	middle	46	6	dim	1
184.3	0.4	n/a	n/a	middle	47	6	dim	1
187.7	0.4	n/a	n/a	middle	48	6	dim	1
192	16	0	1	left	7	6	grating	1
193	0.4	n/a	n/a	middle	49	6	dim	1
196.1	0.4	n/a	n/a	middle	50	6	dim	1
201.4	0.4	n/a	n/a	middle	51	6	dim	1
205.3	0.4	n/a	n/a	middle	52	6	dim	1
208	16	0	1	right	7	6	grating	1
209.4	0.4	n/a	n/a	middle	53	6	dim	1
214.8	0.4	n/a	n/a	middle	54	6	dim	1
219.5	0.4	n/a	n/a	middle	55	6	dim	1
222.8	0.4	n/a	n/a	middle	56	6	dim	1
224	16	0	1	left	8	6	grating	1
225.3	0.4	n/a	n/a	middle	57	6	dim	1
227.8	0.4	n/a	n/a	middle	58	6	dim	1
232.7	0.4	n/a	n/a	middle	59	6	dim	1
236.3	0.4	n/a	n/a	middle	60	6	dim	1
239.8	0.4	n/a	n/a	middle	61	6	dim	1
240	16	0	1	right	8	6	grating	1
243.8	0.4	n/a	n/a	middle	62	6	dim	1
248.9	0.4	n/a	n/a	middle	63	6	dim	1
252.5	0.4	n/a	n/a	middle	64	6	dim	1
256	16	0	1	left	9	6	grating	1
256.7	0.4	n/a	n/a	middle	65	6	dim	1
259.3	0.4	n/a	n/a	middle	66	6	dim	1
272	16	0	1	right	9	6	grating	1
288	16	0	1	left	10	6	grating	1
304	16	0	1	right	10	6	grating	1
