onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	75	0.8	left	1	5	grating	9
0	5	135	0.2	right	1	5	grating	9
4.5	0.4	n/a	n/a	middle	1	5	dim	9
7.5	5	75	0.2	right	2	5	grating	9
7.7	5	75	0.8	left	2	5	grating	9
8.1	0.4	n/a	n/a	middle	2	5	dim	9
13.2	0.4	n/a	n/a	middle	3	5	dim	9
15.2	5	75	0.2	right	3	5	grating	9
15.4	5	60	0.2	left	3	5	grating	9
17.1	0.4	n/a	n/a	middle	4	5	dim	9
22.4	0.4	n/a	n/a	middle	5	5	dim	9
22.9	5	0	0.2	left	4	5	grating	9
23.6	5	30	0.8	right	4	5	grating	9
26.6	0.4	n/a	n/a	middle	6	5	dim	9
31	0.4	n/a	n/a	middle	7	5	dim	9
31.5	5	45	0.2	left	5	5	grating	9
31.5	5	120	0.2	right	5	5	grating	9
36.2	0.4	n/a	n/a	middle	8	5	dim	9
39	5	60	0.8	left	6	5	grating	9
39.9	5	15	0.2	right	6	5	grating	9
39.9	0.4	n/a	n/a	middle	9	5	dim	9
44.2	0.4	n/a	n/a	middle	10	5	dim	9
46.5	5	15	0.2	left	7	5	grating	9
47.2	0.4	n/a	n/a	middle	11	5	dim	9
48.1	5	165	0.2	right	7	5	grating	9
51.3	0.4	n/a	n/a	middle	12	5	dim	9
54	0.4	n/a	n/a	middle	13	5	dim	9
55	5	30	0.8	left	8	5	grating	9
55.7	5	135	0.8	right	8	5	grating	9
57.3	0.4	n/a	n/a	middle	14	5	dim	9
61.3	0.4	n/a	n/a	middle	15	5	dim	9
63.5	5	0	0.2	left	9	5	grating	9
64	5	0	0.2	right	9	5	grating	9
64.2	0.4	n/a	n/a	middle	16	5	dim	9
67.4	0.4	n/a	n/a	middle	17	5	dim	9
70.5	0.4	n/a	n/a	middle	18	5	dim	9
72.1	5	90	0.8	left	10	5	grating	9
72.4	5	60	0.2	right	10	5	grating	9
74.6	0.4	n/a	n/a	middle	19	5	dim	9
78.7	0.4	n/a	n/a	middle	20	5	dim	9
80.8	5	120	0.8	left	11	5	grating	9
81	5	0	0.2	right	11	5	grating	9
83	0.4	n/a	n/a	middle	21	5	dim	9
85.4	0.4	n/a	n/a	middle	22	5	dim	9
88.3	5	120	0.2	left	12	5	grating	9
88.3	0.4	n/a	n/a	middle	23	5	dim	9
88.5	5	105	0.8	right	12	5	grating	9
92.1	0.4	n/a	n/a	middle	24	5	dim	9
94.5	0.4	n/a	n/a	middle	25	5	dim	9
96	5	30	0.2	left	13	5	grating	9
