onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	0	0.2	left	1	5	grating	1
0	5	0	0.2	right	1	5	grating	1
4.4	0.4	n/a	n/a	middle	1	5	dim	1
7	0.4	n/a	n/a	middle	2	5	dim	1
8.4	5	150	0.8	left	2	5	grating	1
8.5	5	15	0.8	right	2	5	grating	1
11.4	0.4	n/a	n/a	middle	3	5	dim	1
13.8	0.4	n/a	n/a	middle	4	5	dim	1
16.1	5	30	0.8	left	3	5	grating	1
16.5	5	120	0.8	right	3	5	grating	1
17.7	0.4	n/a	n/a	middle	5	5	dim	1
20.7	0.4	n/a	n/a	middle	6	5	dim	1
23.6	0.4	n/a	n/a	middle	7	5	dim	1
24.1	5	75	0.8	left	4	5	grating	1
24.3	5	0	0.2	right	4	5	grating	1
28.3	0.4	n/a	n/a	middle	8	5	dim	1
31.9	5	30	0.2	left	5	5	grating	1
32.2	5	30	0.2	right	5	5	grating	1
32.6	0.4	n/a	n/a	middle	9	5	dim	1
35.8	0.4	n/a	n/a	middle	10	5	dim	1
38.5	0.4	n/a	n/a	middle	11	5	dim	1
39.6	5	135	0.8	left	6	5	grating	1
40.9	5	0	0.2	right	6	5	grating	1
43.2	0.4	n/a	n/a	middle	12	5	dim	1
47.1	5	165	0.8	left	7	5	grating	1
47.8	0.4	n/a	n/a	middle	13	5	dim	1
48.8	5	60	0.8	right	7	5	grating	1
51.2	0.4	n/a	n/a	middle	14	5	dim	1
55.4	5	15	0.2	left	8	5	grating	1
55.7	0.4	n/a	n/a	middle	15	5	dim	1
56.5	5	45	0.2	right	8	5	grating	1
61.1	0.4	n/a	n/a	middle	16	5	dim	1
63.6	5	0	0.2	left	9	5	grating	1
63.6	0.4	n/a	n/a	middle	17	5	dim	1
64.6	5	120	0.2	right	9	5	grating	1
67.6	0.4	n/a	n/a	middle	18	5	dim	1
71.2	0.4	n/a	n/a	middle	19	5	dim	1
71.7	5	90	0.8	left	10	5	grating	1
73	5	165	0.2	right	10	5	grating	1
76.3	0.4	n/a	n/a	middle	20	5	dim	1
79.6	0.4	n/a	n/a	middle	21	5	dim	1
79.7	5	15	0.2	left	11	5	grating	1
80.9	5	165	0.2	right	11	5	grating	1
83.8	0.4	n/a	n/a	middle	22	5	dim	1
87.5	0.4	n/a	n/a	middle	23	5	dim	1
88.2	5	60	0.2	left	12	5	grating	1
88.9	5	150	0.2	right	12	5	grating	1
91.8	0.4	n/a	n/a	middle	24	5	dim	1
96.1	0.4	n/a	n/a	middle	25	5	dim	1
96.5	5	60	0.8	left	13	5	grating	1
96.6	5	90	0.2	right	13	5	grating	1
100.5	0.4	n/a	n/a	middle	26	5	dim	1
104.2	5	150	0.2	left	14	5	grating	1
104.2	5	15	0.2	right	14	5	grating	1
104.7	0.4	n/a	n/a	middle	27	5	dim	1
107.2	0.4	n/a	n/a	middle	28	5	dim	1
111.8	5	120	0.8	left	15	5	grating	1
112	5	150	0.2	right	15	5	grating	1
112.5	0.4	n/a	n/a	middle	29	5	dim	1
116.6	0.4	n/a	n/a	middle	30	5	dim	1
119.7	5	105	0.2	right	16	5	grating	1
119.8	5	105	0.2	left	16	5	grating	1
121.7	0.4	n/a	n/a	middle	31	5	dim	1
126	0.4	n/a	n/a	middle	32	5	dim	1
127.2	5	15	0.2	right	17	5	grating	1
128	5	135	0.2	left	17	5	grating	1
131	0.4	n/a	n/a	middle	33	5	dim	1
133.7	0.4	n/a	n/a	middle	34	5	dim	1
135.6	5	135	0.2	left	18	5	grating	1
135.8	5	135	0.2	right	18	5	grating	1
139.1	0.4	n/a	n/a	middle	35	5	dim	1
142.3	0.4	n/a	n/a	middle	36	5	dim	1
143.6	5	75	0.8	left	19	5	grating	1
144.3	5	135	0.2	right	19	5	grating	1
147	0.4	n/a	n/a	middle	37	5	dim	1
151.4	0.4	n/a	n/a	middle	38	5	dim	1
151.6	5	45	0.8	left	20	5	grating	1
152.5	5	75	0.2	right	20	5	grating	1
156.6	0.4	n/a	n/a	middle	39	5	dim	1
160.1	5	15	0.8	left	21	5	grating	1
160.3	5	150	0.8	right	21	5	grating	1
161.1	0.4	n/a	n/a	middle	40	5	dim	1
164.3	0.4	n/a	n/a	middle	41	5	dim	1
167.8	5	105	0.8	right	22	5	grating	1
168.6	5	120	0.2	left	22	5	grating	1
168.9	0.4	n/a	n/a	middle	42	5	dim	1
172.2	0.4	n/a	n/a	middle	43	5	dim	1
175.9	5	30	0.2	right	23	5	grating	1
176.6	5	60	0.8	left	23	5	grating	1
177.3	0.4	n/a	n/a	middle	44	5	dim	1
181	0.4	n/a	n/a	middle	45	5	dim	1
183.4	5	165	0.8	right	24	5	grating	1
184.6	5	150	0.2	left	24	5	grating	1
186.4	0.4	n/a	n/a	middle	46	5	dim	1
190	0.4	n/a	n/a	middle	47	5	dim	1
191.3	5	45	0.2	right	25	5	grating	1
192.9	5	105	0.8	left	25	5	grating	1
195.1	0.4	n/a	n/a	middle	48	5	dim	1
199	5	60	0.8	right	26	5	grating	1
199.2	0.4	n/a	n/a	middle	49	5	dim	1
201	5	165	0.2	left	26	5	grating	1
202.9	0.4	n/a	n/a	middle	50	5	dim	1
207.6	0.4	n/a	n/a	middle	51	5	dim	1
207.7	5	90	0.2	right	27	5	grating	1
209.3	5	90	0.2	left	27	5	grating	1
212.6	0.4	n/a	n/a	middle	52	5	dim	1
215.4	5	90	0.8	right	28	5	grating	1
217	0.4	n/a	n/a	middle	53	5	dim	1
217.8	5	105	0.8	left	28	5	grating	1
220.2	0.4	n/a	n/a	middle	54	5	dim	1
223.5	5	60	0.2	right	29	5	grating	1
224.9	0.4	n/a	n/a	middle	55	5	dim	1
225.4	5	120	0.2	left	29	5	grating	1
229.8	0.4	n/a	n/a	middle	56	5	dim	1
231.9	5	75	0.2	right	30	5	grating	1
233.4	5	75	0.2	left	30	5	grating	1
234.6	0.4	n/a	n/a	middle	57	5	dim	1
238	0.4	n/a	n/a	middle	58	5	dim	1
239.4	5	105	0.8	right	31	5	grating	1
241.2	5	105	0.2	left	31	5	grating	1
242.6	0.4	n/a	n/a	middle	59	5	dim	1
246.1	0.4	n/a	n/a	middle	60	5	dim	1
247.2	5	75	0.8	right	32	5	grating	1
249.5	5	165	0.8	left	32	5	grating	1
251	0.4	n/a	n/a	middle	61	5	dim	1
254.3	0.4	n/a	n/a	middle	62	5	dim	1
255.7	5	30	0.8	right	33	5	grating	1
257.7	5	75	0.2	left	33	5	grating	1
258.8	0.4	n/a	n/a	middle	63	5	dim	1
263.4	0.4	n/a	n/a	middle	64	5	dim	1
264.2	5	165	0.8	right	34	5	grating	1
265.3	5	30	0.2	left	34	5	grating	1
267.4	0.4	n/a	n/a	middle	65	5	dim	1
271.7	0.4	n/a	n/a	middle	66	5	dim	1
272.2	5	135	0.8	right	35	5	grating	1
273.1	5	90	0.8	left	35	5	grating	1
277	0.4	n/a	n/a	middle	67	5	dim	1
279.9	5	135	0.8	right	36	5	grating	1
280.4	0.4	n/a	n/a	middle	68	5	dim	1
281.6	5	30	0.8	left	36	5	grating	1
282.8	0.4	n/a	n/a	middle	69	5	dim	1
287.5	0.4	n/a	n/a	middle	70	5	dim	1
287.6	5	150	0.8	right	37	5	grating	1
289.8	5	135	0.8	left	37	5	grating	1
291.1	0.4	n/a	n/a	middle	71	5	dim	1
296.1	5	45	0.8	right	38	5	grating	1
296.3	0.4	n/a	n/a	middle	72	5	dim	1
298.3	5	165	0.2	left	38	5	grating	1
300.4	0.4	n/a	n/a	middle	73	5	dim	1
303.4	0.4	n/a	n/a	middle	74	5	dim	1
303.6	5	105	0.2	right	39	5	grating	1
306.2	5	45	0.8	left	39	5	grating	1
306.7	0.4	n/a	n/a	middle	75	5	dim	1
310.1	0.4	n/a	n/a	middle	76	5	dim	1
311.2	5	120	0.8	right	40	5	grating	1
313.1	0.4	n/a	n/a	middle	77	5	dim	1
313.7	5	0	0.2	left	40	5	grating	1
316.7	0.4	n/a	n/a	middle	78	5	dim	1
319.1	5	0	0.2	right	41	5	grating	1
321.2	5	60	0.2	left	41	5	grating	1
322.1	0.4	n/a	n/a	middle	79	5	dim	1
325.8	0.4	n/a	n/a	middle	80	5	dim	1
327.5	5	45	0.8	right	42	5	grating	1
328.7	5	0	0.2	left	42	5	grating	1
330	0.4	n/a	n/a	middle	81	5	dim	1
334.2	0.4	n/a	n/a	middle	82	5	dim	1
335.4	5	30	0.8	right	43	5	grating	1
337.4	5	15	0.8	left	43	5	grating	1
338.8	0.4	n/a	n/a	middle	83	5	dim	1
344	5	120	0.2	right	44	5	grating	1
346	5	150	0.8	left	44	5	grating	1
352.5	5	15	0.8	right	45	5	grating	1
353.9	5	45	0.2	left	45	5	grating	1
361	5	90	0.8	right	46	5	grating	1
362	5	90	0.2	left	46	5	grating	1
369.2	5	75	0.8	right	47	5	grating	1
369.7	5	45	0.2	left	47	5	grating	1
377.7	5	60	0.2	right	48	5	grating	1
378	5	120	0.8	left	48	5	grating	1
