onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	150	0.8	left	1	5	grating	5
0	5	0	0.2	right	1	5	grating	5
4.8	0.4	n/a	n/a	middle	1	5	dim	5
7.9	5	60	0.2	left	2	5	grating	5
8.1	5	120	0.2	right	2	5	grating	5
8.1	0.4	n/a	n/a	middle	2	5	dim	5
12.3	0.4	n/a	n/a	middle	3	5	dim	5
16.6	5	0	0.2	left	3	5	grating	5
16.8	5	120	0.8	right	3	5	grating	5
16.9	0.4	n/a	n/a	middle	4	5	dim	5
19.7	0.4	n/a	n/a	middle	5	5	dim	5
23.4	0.4	n/a	n/a	middle	6	5	dim	5
25.1	5	60	0.2	left	4	5	grating	5
25.5	5	30	0.2	right	4	5	grating	5
27.1	0.4	n/a	n/a	middle	7	5	dim	5
32.5	0.4	n/a	n/a	middle	8	5	dim	5
32.9	5	75	0.8	left	5	5	grating	5
33	5	75	0.8	right	5	5	grating	5
35.3	0.4	n/a	n/a	middle	9	5	dim	5
39	0.4	n/a	n/a	middle	10	5	dim	5
40.5	5	135	0.2	left	6	5	grating	5
41.4	5	75	0.2	right	6	5	grating	5
42.6	0.4	n/a	n/a	middle	11	5	dim	5
45	0.4	n/a	n/a	middle	12	5	dim	5
48	0.4	n/a	n/a	middle	13	5	dim	5
49	5	75	0.8	right	7	5	grating	5
49.1	5	30	0.8	left	7	5	grating	5
51.1	0.4	n/a	n/a	middle	14	5	dim	5
54.5	0.4	n/a	n/a	middle	15	5	dim	5
56.9	5	15	0.8	left	8	5	grating	5
57.5	5	165	0.2	right	8	5	grating	5
57.5	0.4	n/a	n/a	middle	16	5	dim	5
61.3	0.4	n/a	n/a	middle	17	5	dim	5
64.9	5	75	0.8	left	9	5	grating	5
65.4	5	60	0.8	right	9	5	grating	5
65.7	0.4	n/a	n/a	middle	18	5	dim	5
68.7	0.4	n/a	n/a	middle	19	5	dim	5
71.9	0.4	n/a	n/a	middle	20	5	dim	5
73.1	5	135	0.8	left	10	5	grating	5
73.2	5	75	0.2	right	10	5	grating	5
76.7	0.4	n/a	n/a	middle	21	5	dim	5
80.6	5	30	0.8	left	11	5	grating	5
80.8	0.4	n/a	n/a	middle	22	5	dim	5
81.5	5	15	0.2	right	11	5	grating	5
83.7	0.4	n/a	n/a	middle	23	5	dim	5
87.1	0.4	n/a	n/a	middle	24	5	dim	5
88.8	5	0	0.2	left	12	5	grating	5
89.9	5	165	0.8	right	12	5	grating	5
91.5	0.4	n/a	n/a	middle	25	5	dim	5
96	0.4	n/a	n/a	middle	26	5	dim	5
97.3	5	30	0.2	left	13	5	grating	5
97.4	5	90	0.2	right	13	5	grating	5
101.2	0.4	n/a	n/a	middle	27	5	dim	5
104.8	5	0	0.2	left	14	5	grating	5
105.2	5	30	0.8	right	14	5	grating	5
106	0.4	n/a	n/a	middle	28	5	dim	5
108.8	0.4	n/a	n/a	middle	29	5	dim	5
112.9	5	135	0.8	right	15	5	grating	5
113	5	165	0.8	left	15	5	grating	5
114.2	0.4	n/a	n/a	middle	30	5	dim	5
117.5	0.4	n/a	n/a	middle	31	5	dim	5
121.2	0.4	n/a	n/a	middle	32	5	dim	5
121.5	5	165	0.8	right	16	5	grating	5
121.6	5	105	0.8	left	16	5	grating	5
125.4	0.4	n/a	n/a	middle	33	5	dim	5
129.8	5	15	0.8	right	17	5	grating	5
129.8	0.4	n/a	n/a	middle	34	5	dim	5
130.2	5	150	0.2	left	17	5	grating	5
133.9	0.4	n/a	n/a	middle	35	5	dim	5
137.8	5	90	0.8	left	18	5	grating	5
137.9	5	30	0.8	right	18	5	grating	5
139.2	0.4	n/a	n/a	middle	36	5	dim	5
144.6	0.4	n/a	n/a	middle	37	5	dim	5
145.8	5	105	0.8	left	19	5	grating	5
145.9	5	60	0.2	right	19	5	grating	5
148.5	0.4	n/a	n/a	middle	38	5	dim	5
153.3	5	45	0.8	left	20	5	grating	5
153.4	0.4	n/a	n/a	middle	39	5	dim	5
154.4	5	45	0.2	right	20	5	grating	5
158.7	0.4	n/a	n/a	middle	40	5	dim	5
161.9	5	45	0.2	left	21	5	grating	5
162.9	5	150	0.8	right	21	5	grating	5
163.1	0.4	n/a	n/a	middle	41	5	dim	5
168.5	0.4	n/a	n/a	middle	42	5	dim	5
169.4	5	165	0.8	left	22	5	grating	5
171.2	5	45	0.8	right	22	5	grating	5
171.9	0.4	n/a	n/a	middle	43	5	dim	5
174.9	0.4	n/a	n/a	middle	44	5	dim	5
177.4	5	105	0.2	left	23	5	grating	5
177.6	0.4	n/a	n/a	middle	45	5	dim	5
179.7	5	105	0.2	right	23	5	grating	5
182.1	0.4	n/a	n/a	middle	46	5	dim	5
186	5	60	0.8	left	24	5	grating	5
186.8	0.4	n/a	n/a	middle	47	5	dim	5
187.5	5	45	0.8	right	24	5	grating	5
190.1	0.4	n/a	n/a	middle	48	5	dim	5
192.7	0.4	n/a	n/a	middle	49	5	dim	5
193.9	5	120	0.2	left	25	5	grating	5
195.1	5	60	0.8	right	25	5	grating	5
196.6	0.4	n/a	n/a	middle	50	5	dim	5
