onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
199.7	0.4	n/a	n/a	middle	51	5	dim	5
202.2	0.4	n/a	n/a	middle	52	5	dim	5
202.5	5	90	0.2	left	26	5	grating	5
203.5	5	150	0.8	right	26	5	grating	5
207.3	0.4	n/a	n/a	middle	53	5	dim	5
210.6	5	75	0.2	left	27	5	grating	5
211.7	5	15	0.2	right	27	5	grating	5
211.8	0.4	n/a	n/a	middle	54	5	dim	5
216.7	0.4	n/a	n/a	middle	55	5	dim	5
218.2	5	45	0.8	left	28	5	grating	5
219.9	5	120	0.8	right	28	5	grating	5
222	0.4	n/a	n/a	middle	56	5	dim	5
226.3	5	165	0.2	left	29	5	grating	5
227.3	0.4	n/a	n/a	middle	57	5	dim	5
228.3	5	135	0.8	right	29	5	grating	5
231.3	0.4	n/a	n/a	middle	58	5	dim	5
234.9	5	150	0.2	left	30	5	grating	5
236.5	0.4	n/a	n/a	middle	59	5	dim	5
237	5	150	0.2	right	30	5	grating	5
238.9	0.4	n/a	n/a	middle	60	5	dim	5
243.2	0.4	n/a	n/a	middle	61	5	dim	5
243.4	5	120	0.2	left	31	5	grating	5
245.5	5	90	0.2	right	31	5	grating	5
248.5	0.4	n/a	n/a	middle	62	5	dim	5
251.7	5	105	0.2	left	32	5	grating	5
252.6	0.4	n/a	n/a	middle	63	5	dim	5
254	5	105	0.8	right	32	5	grating	5
257.6	0.4	n/a	n/a	middle	64	5	dim	5
259.9	5	150	0.8	left	33	5	grating	5
261.9	5	135	0.2	right	33	5	grating	5
262.6	0.4	n/a	n/a	middle	65	5	dim	5
266.6	0.4	n/a	n/a	middle	66	5	dim	5
267.5	5	60	0.8	left	34	5	grating	5
269.6	5	165	0.2	right	34	5	grating	5
270.4	0.4	n/a	n/a	middle	67	5	dim	5
275.4	0.4	n/a	n/a	middle	68	5	dim	5
276.2	5	165	0.2	left	35	5	grating	5
277.5	5	0	0.2	right	35	5	grating	5
280.2	0.4	n/a	n/a	middle	69	5	dim	5
282.9	0.4	n/a	n/a	middle	70	5	dim	5
284.4	5	135	0.2	left	36	5	grating	5
285.9	5	135	0.2	right	36	5	grating	5
286.8	0.4	n/a	n/a	middle	71	5	dim	5
289.8	0.4	n/a	n/a	middle	72	5	dim	5
292.3	5	90	0.8	left	37	5	grating	5
292.8	0.4	n/a	n/a	middle	73	5	dim	5
294.5	5	90	0.8	right	37	5	grating	5
298.2	0.4	n/a	n/a	middle	74	5	dim	5
300.4	5	90	0.2	left	38	5	grating	5
302.6	0.4	n/a	n/a	middle	75	5	dim	5
303	5	0	0.2	right	38	5	grating	5
306.9	0.4	n/a	n/a	middle	76	5	dim	5
309	5	135	0.8	left	39	5	grating	5
310.7	5	30	0.2	right	39	5	grating	5
310.7	0.4	n/a	n/a	middle	77	5	dim	5
314.5	0.4	n/a	n/a	middle	78	5	dim	5
316.8	5	15	0.2	left	40	5	grating	5
318.6	0.4	n/a	n/a	middle	79	5	dim	5
319.3	5	150	0.2	right	40	5	grating	5
322	0.4	n/a	n/a	middle	80	5	dim	5
325.2	5	45	0.2	left	41	5	grating	5
326.8	5	105	0.2	right	41	5	grating	5
326.8	0.4	n/a	n/a	middle	81	5	dim	5
332	0.4	n/a	n/a	middle	82	5	dim	5
333.7	5	0	0.2	left	42	5	grating	5
334.7	5	60	0.2	right	42	5	grating	5
336.6	0.4	n/a	n/a	middle	83	5	dim	5
342.2	5	15	0.2	left	43	5	grating	5
342.3	5	105	0.8	right	43	5	grating	5
350.2	5	15	0.8	left	44	5	grating	5
350.5	5	15	0.8	right	44	5	grating	5
358.3	5	75	0.2	left	45	5	grating	5
359	5	0	0.2	right	45	5	grating	5
366.9	5	120	0.8	left	46	5	grating	5
366.9	5	120	0.2	right	46	5	grating	5
374.6	5	45	0.2	right	47	5	grating	5
375.4	5	120	0.8	left	47	5	grating	5
382.5	5	90	0.8	right	48	5	grating	5
383.8	5	30	0.2	left	48	5	grating	5
