onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	75	0.8	left	1	6	grating	0
0	5	135	0.8	right	1	6	grating	0
3.9	0.4	n/a	n/a	middle	1	6	dim	0
6.8	0.4	n/a	n/a	middle	2	6	dim	0
8.5	5	120	0.8	right	2	6	grating	0
8.7	5	45	0.2	left	2	6	grating	0
12.1	0.4	n/a	n/a	middle	3	6	dim	0
16.1	5	135	0.2	right	3	6	grating	0
16.1	0.4	n/a	n/a	middle	4	6	dim	0
16.8	5	165	0.2	left	3	6	grating	0
19.2	0.4	n/a	n/a	middle	5	6	dim	0
23.3	0.4	n/a	n/a	middle	6	6	dim	0
24.4	5	60	0.8	right	4	6	grating	0
24.6	5	150	0.2	left	4	6	grating	0
28.5	0.4	n/a	n/a	middle	7	6	dim	0
32.3	5	120	0.2	right	5	6	grating	0
32.4	5	90	0.2	left	5	6	grating	0
33.6	0.4	n/a	n/a	middle	8	6	dim	0
37.4	0.4	n/a	n/a	middle	9	6	dim	0
40.2	5	105	0.8	right	6	6	grating	0
40.8	5	90	0.8	left	6	6	grating	0
41.1	0.4	n/a	n/a	middle	10	6	dim	0
44.4	0.4	n/a	n/a	middle	11	6	dim	0
46.9	0.4	n/a	n/a	middle	12	6	dim	0
48.4	5	150	0.8	right	7	6	grating	0
49.5	5	135	0.8	left	7	6	grating	0
51.6	0.4	n/a	n/a	middle	13	6	dim	0
54.4	0.4	n/a	n/a	middle	14	6	dim	0
57	5	135	0.2	right	8	6	grating	0
57.4	5	45	0.8	left	8	6	grating	0
57.9	0.4	n/a	n/a	middle	15	6	dim	0
61.5	0.4	n/a	n/a	middle	16	6	dim	0
64.7	5	150	0.2	right	9	6	grating	0
65.8	5	135	0.2	left	9	6	grating	0
66.6	0.4	n/a	n/a	middle	17	6	dim	0
69	0.4	n/a	n/a	middle	18	6	dim	0
73	5	165	0.2	right	10	6	grating	0
73.4	5	30	0.8	left	10	6	grating	0
74	0.4	n/a	n/a	middle	19	6	dim	0
77.2	0.4	n/a	n/a	middle	20	6	dim	0
80.3	0.4	n/a	n/a	middle	21	6	dim	0
81.6	5	60	0.8	left	11	6	grating	0
