onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	105	0.8	left	1	6	grating	7
0	5	90	0.8	right	1	6	grating	7
3.8	0.4	n/a	n/a	middle	1	6	dim	7
6.7	0.4	n/a	n/a	middle	2	6	dim	7
8.2	5	120	0.8	left	2	6	grating	7
8.5	5	45	0.2	right	2	6	grating	7
9.3	0.4	n/a	n/a	middle	3	6	dim	7
12.1	0.4	n/a	n/a	middle	4	6	dim	7
16.9	5	0	0.2	left	3	6	grating	7
16.9	5	75	0.8	right	3	6	grating	7
17	0.4	n/a	n/a	middle	5	6	dim	7
20.3	0.4	n/a	n/a	middle	6	6	dim	7
23.8	0.4	n/a	n/a	middle	7	6	dim	7
24.6	5	30	0.8	left	4	6	grating	7
25.3	5	0	0.2	right	4	6	grating	7
28.2	0.4	n/a	n/a	middle	8	6	dim	7
32.2	5	60	0.2	left	5	6	grating	7
33.1	0.4	n/a	n/a	middle	9	6	dim	7
34	5	30	0.2	right	5	6	grating	7
37.8	0.4	n/a	n/a	middle	10	6	dim	7
40.5	5	150	0.2	left	6	6	grating	7
41.3	0.4	n/a	n/a	middle	11	6	dim	7
42.1	5	165	0.2	right	6	6	grating	7
44.2	0.4	n/a	n/a	middle	12	6	dim	7
48.1	5	45	0.8	left	7	6	grating	7
48.6	0.4	n/a	n/a	middle	13	6	dim	7
50.6	5	15	0.2	right	7	6	grating	7
51	0.4	n/a	n/a	middle	14	6	dim	7
54.2	0.4	n/a	n/a	middle	15	6	dim	7
56.8	5	120	0.2	left	8	6	grating	7
58.5	0.4	n/a	n/a	middle	16	6	dim	7
58.6	5	165	0.8	right	8	6	grating	7
62.7	0.4	n/a	n/a	middle	17	6	dim	7
64.6	5	90	0.2	left	9	6	grating	7
66.1	0.4	n/a	n/a	middle	18	6	dim	7
67.3	5	75	0.8	right	9	6	grating	7
71.5	0.4	n/a	n/a	middle	19	6	dim	7
72.8	5	135	0.8	left	10	6	grating	7
74.2	0.4	n/a	n/a	middle	20	6	dim	7
74.8	5	105	0.8	right	10	6	grating	7
78.8	0.4	n/a	n/a	middle	21	6	dim	7
81.3	5	135	0.8	left	11	6	grating	7
81.6	0.4	n/a	n/a	middle	22	6	dim	7
83.5	5	60	0.2	right	11	6	grating	7
85.3	0.4	n/a	n/a	middle	23	6	dim	7
89.8	5	90	0.2	left	12	6	grating	7
90.2	0.4	n/a	n/a	middle	24	6	dim	7
91.7	5	150	0.2	right	12	6	grating	7
93.7	0.4	n/a	n/a	middle	25	6	dim	7
96.3	0.4	n/a	n/a	middle	26	6	dim	7
97.9	5	15	0.8	left	13	6	grating	7
99.6	5	45	0.8	right	13	6	grating	7
100.4	0.4	n/a	n/a	middle	27	6	dim	7
103.6	0.4	n/a	n/a	middle	28	6	dim	7
106.3	5	15	0.8	left	14	6	grating	7
106.4	0.4	n/a	n/a	middle	29	6	dim	7
107.8	5	30	0.2	right	14	6	grating	7
110.9	0.4	n/a	n/a	middle	30	6	dim	7
114.8	0.4	n/a	n/a	middle	31	6	dim	7
114.9	5	60	0.8	left	15	6	grating	7
115.6	5	165	0.2	right	15	6	grating	7
117.7	0.4	n/a	n/a	middle	32	6	dim	7
120.4	0.4	n/a	n/a	middle	33	6	dim	7
123.3	5	135	0.2	right	16	6	grating	7
123.4	0.4	n/a	n/a	middle	34	6	dim	7
123.5	5	60	0.2	left	16	6	grating	7
126.2	0.4	n/a	n/a	middle	35	6	dim	7
