onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
129.6	0.4	n/a	n/a	middle	36	6	dim	7
131.2	5	150	0.8	left	17	6	grating	7
131.6	5	30	0.8	right	17	6	grating	7
134.9	0.4	n/a	n/a	middle	37	6	dim	7
138.9	0.4	n/a	n/a	middle	38	6	dim	7
139.4	5	165	0.2	left	18	6	grating	7
139.9	5	150	0.8	right	18	6	grating	7
142	0.4	n/a	n/a	middle	39	6	dim	7
145.7	0.4	n/a	n/a	middle	40	6	dim	7
147.9	5	165	0.8	left	19	6	grating	7
148.4	5	105	0.2	right	19	6	grating	7
150.1	0.4	n/a	n/a	middle	41	6	dim	7
154.1	0.4	n/a	n/a	middle	42	6	dim	7
155.6	5	30	0.2	left	20	6	grating	7
156.3	5	105	0.2	right	20	6	grating	7
158.3	0.4	n/a	n/a	middle	43	6	dim	7
163.3	0.4	n/a	n/a	middle	44	6	dim	7
164	5	75	0.8	left	21	6	grating	7
164.1	5	90	0.2	right	21	6	grating	7
166.8	0.4	n/a	n/a	middle	45	6	dim	7
171.5	0.4	n/a	n/a	middle	46	6	dim	7
172	5	45	0.8	right	22	6	grating	7
172.1	5	165	0.8	left	22	6	grating	7
174.3	0.4	n/a	n/a	middle	47	6	dim	7
176.8	0.4	n/a	n/a	middle	48	6	dim	7
179.9	5	60	0.8	right	23	6	grating	7
180.2	0.4	n/a	n/a	middle	49	6	dim	7
180.3	5	150	0.8	left	23	6	grating	7
185.1	0.4	n/a	n/a	middle	50	6	dim	7
188.1	5	0	0.2	left	24	6	grating	7
188.6	5	150	0.8	right	24	6	grating	7
188.6	0.4	n/a	n/a	middle	51	6	dim	7
194	0.4	n/a	n/a	middle	52	6	dim	7
195.7	5	0	0.2	left	25	6	grating	7
197	5	120	0.2	right	25	6	grating	7
198.2	0.4	n/a	n/a	middle	53	6	dim	7
201.6	0.4	n/a	n/a	middle	54	6	dim	7
203.5	5	0	0.2	left	26	6	grating	7
204.8	5	120	0.8	right	26	6	grating	7
206.8	0.4	n/a	n/a	middle	55	6	dim	7
211.9	0.4	n/a	n/a	middle	56	6	dim	7
212.1	5	150	0.2	left	27	6	grating	7
213	5	15	0.8	right	27	6	grating	7
216.9	0.4	n/a	n/a	middle	57	6	dim	7
220	0.4	n/a	n/a	middle	58	6	dim	7
220.2	5	75	0.8	left	28	6	grating	7
221.4	5	120	0.8	right	28	6	grating	7
223.2	0.4	n/a	n/a	middle	59	6	dim	7
228	5	105	0.2	left	29	6	grating	7
228	0.4	n/a	n/a	middle	60	6	dim	7
229.9	5	75	0.2	right	29	6	grating	7
232.5	0.4	n/a	n/a	middle	61	6	dim	7
236.4	5	75	0.2	left	30	6	grating	7
236.4	0.4	n/a	n/a	middle	62	6	dim	7
238.5	5	90	0.8	right	30	6	grating	7
241.7	0.4	n/a	n/a	middle	63	6	dim	7
244.9	5	45	0.8	left	31	6	grating	7
245.5	0.4	n/a	n/a	middle	64	6	dim	7
246.7	5	60	0.2	right	31	6	grating	7
250.9	0.4	n/a	n/a	middle	65	6	dim	7
252.4	5	15	0.2	left	32	6	grating	7
254.2	5	15	0.2	right	32	6	grating	7
254.8	0.4	n/a	n/a	middle	66	6	dim	7
258.7	0.4	n/a	n/a	middle	67	6	dim	7
261	5	120	0.8	left	33	6	grating	7
261.9	5	15	0.8	right	33	6	grating	7
263.4	0.4	n/a	n/a	middle	68	6	dim	7
267	0.4	n/a	n/a	middle	69	6	dim	7
269.5	5	60	0.8	left	34	6	grating	7
270.5	5	105	0.8	right	34	6	grating	7
270.8	0.4	n/a	n/a	middle	70	6	dim	7
273.6	0.4	n/a	n/a	middle	71	6	dim	7
277.4	5	75	0.2	left	35	6	grating	7
278.3	0.4	n/a	n/a	middle	72	6	dim	7
278.5	5	45	0.2	right	35	6	grating	7
282.4	0.4	n/a	n/a	middle	73	6	dim	7
285.7	5	30	0.8	left	36	6	grating	7
286.8	5	135	0.2	right	36	6	grating	7
286.8	0.4	n/a	n/a	middle	74	6	dim	7
291.6	0.4	n/a	n/a	middle	75	6	dim	7
293.5	5	135	0.2	left	37	6	grating	7
294.6	0.4	n/a	n/a	middle	76	6	dim	7
295.3	5	0	0.2	right	37	6	grating	7
299.6	0.4	n/a	n/a	middle	77	6	dim	7
302.2	5	165	0.2	left	38	6	grating	7
303.1	5	120	0.2	right	38	6	grating	7
304.8	0.4	n/a	n/a	middle	78	6	dim	7
308.1	0.4	n/a	n/a	middle	79	6	dim	7
310	5	45	0.2	left	39	6	grating	7
311.3	5	60	0.8	right	39	6	grating	7
312.7	0.4	n/a	n/a	middle	80	6	dim	7
316.1	0.4	n/a	n/a	middle	81	6	dim	7
317.7	5	15	0.2	left	40	6	grating	7
319	5	75	0.2	right	40	6	grating	7
319.3	0.4	n/a	n/a	middle	82	6	dim	7
322.2	0.4	n/a	n/a	middle	83	6	dim	7
326.1	5	105	0.2	left	41	6	grating	7
326.5	5	135	0.8	right	41	6	grating	7
334.2	5	120	0.2	left	42	6	grating	7
334.9	5	135	0.8	right	42	6	grating	7
342.4	5	90	0.2	right	43	6	grating	7
342.5	5	90	0.8	left	43	6	grating	7
350.4	5	30	0.8	right	44	6	grating	7
351.2	5	45	0.2	left	44	6	grating	7
358.2	5	165	0.8	right	45	6	grating	7
359.1	5	90	0.8	left	45	6	grating	7
365.9	5	150	0.2	right	46	6	grating	7
366.6	5	30	0.2	left	46	6	grating	7
374.2	5	0	0.2	right	47	6	grating	7
375.1	5	135	0.2	left	47	6	grating	7
382.8	5	0	0.2	right	48	6	grating	7
383	5	105	0.8	left	48	6	grating	7
