onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	45	0.2	left	1	6	grating	2
0	5	165	0.2	right	1	6	grating	2
2.1	0.4	n/a	n/a	middle	1	6	dim	2
4.6	0.4	n/a	n/a	middle	2	6	dim	2
7.7	5	60	0.8	left	2	6	grating	2
8.6	5	75	0.8	right	2	6	grating	2
10	0.4	n/a	n/a	middle	3	6	dim	2
14.5	0.4	n/a	n/a	middle	4	6	dim	2
16.1	5	120	0.2	left	3	6	grating	2
16.7	5	75	0.2	right	3	6	grating	2
18	0.4	n/a	n/a	middle	5	6	dim	2
21.9	0.4	n/a	n/a	middle	6	6	dim	2
24.4	5	105	0.2	left	4	6	grating	2
25.3	5	105	0.2	right	4	6	grating	2
26.6	0.4	n/a	n/a	middle	7	6	dim	2
29.1	0.4	n/a	n/a	middle	8	6	dim	2
33	5	120	0.8	left	5	6	grating	2
33.7	0.4	n/a	n/a	middle	9	6	dim	2
34	5	120	0.8	right	5	6	grating	2
38.2	0.4	n/a	n/a	middle	10	6	dim	2
41.2	5	60	0.8	left	6	6	grating	2
42	0.4	n/a	n/a	middle	11	6	dim	2
42.2	5	0	0.2	right	6	6	grating	2
46.2	0.4	n/a	n/a	middle	12	6	dim	2
49.6	0.4	n/a	n/a	middle	13	6	dim	2
49.6	5	120	0.2	left	7	6	grating	2
49.8	5	45	0.8	right	7	6	grating	2
52.5	0.4	n/a	n/a	middle	14	6	dim	2
56.1	0.4	n/a	n/a	middle	15	6	dim	2
58	5	120	0.8	left	8	6	grating	2
58.5	5	30	0.2	right	8	6	grating	2
61.3	0.4	n/a	n/a	middle	16	6	dim	2
64.4	0.4	n/a	n/a	middle	17	6	dim	2
66	5	0	0.2	left	9	6	grating	2
66.7	5	15	0.8	right	9	6	grating	2
67.9	0.4	n/a	n/a	middle	18	6	dim	2
71.3	0.4	n/a	n/a	middle	19	6	dim	2
73.8	5	135	0.2	left	10	6	grating	2
73.9	0.4	n/a	n/a	middle	20	6	dim	2
75.3	5	165	0.2	right	10	6	grating	2
77.8	0.4	n/a	n/a	middle	21	6	dim	2
81.3	5	90	0.2	left	11	6	grating	2
82.7	0.4	n/a	n/a	middle	22	6	dim	2
83.3	5	60	0.8	right	11	6	grating	2
87.9	0.4	n/a	n/a	middle	23	6	dim	2
89.4	5	30	0.2	left	12	6	grating	2
91.5	5	135	0.2	right	12	6	grating	2
92.5	0.4	n/a	n/a	middle	24	6	dim	2
96	0.4	n/a	n/a	middle	25	6	dim	2
97.7	5	75	0.2	left	13	6	grating	2
99	5	60	0.2	right	13	6	grating	2
99.3	0.4	n/a	n/a	middle	26	6	dim	2
103.8	0.4	n/a	n/a	middle	27	6	dim	2
105.5	5	165	0.2	left	14	6	grating	2
107.7	5	0	0.2	right	14	6	grating	2
108.9	0.4	n/a	n/a	middle	28	6	dim	2
113.6	5	150	0.2	left	15	6	grating	2
114.1	0.4	n/a	n/a	middle	29	6	dim	2
116	5	150	0.2	right	15	6	grating	2
116.7	0.4	n/a	n/a	middle	30	6	dim	2
120.5	0.4	n/a	n/a	middle	31	6	dim	2
121.4	5	30	0.8	left	16	6	grating	2
123.2	0.4	n/a	n/a	middle	32	6	dim	2
123.6	5	150	0.2	right	16	6	grating	2
126.3	0.4	n/a	n/a	middle	33	6	dim	2
129.2	5	135	0.8	left	17	6	grating	2
131.4	0.4	n/a	n/a	middle	34	6	dim	2
132	5	90	0.8	right	17	6	grating	2
134.4	0.4	n/a	n/a	middle	35	6	dim	2
137.1	0.4	n/a	n/a	middle	36	6	dim	2
137.5	5	165	0.8	left	18	6	grating	2
140	5	105	0.8	right	18	6	grating	2
141.1	0.4	n/a	n/a	middle	37	6	dim	2
144.4	0.4	n/a	n/a	middle	38	6	dim	2
146.1	5	60	0.2	left	19	6	grating	2
147.6	5	30	0.2	right	19	6	grating	2
147.9	0.4	n/a	n/a	middle	39	6	dim	2
152.7	0.4	n/a	n/a	middle	40	6	dim	2
154.7	5	90	0.8	left	20	6	grating	2
155.3	5	135	0.2	right	20	6	grating	2
157.7	0.4	n/a	n/a	middle	41	6	dim	2
162.2	0.4	n/a	n/a	middle	42	6	dim	2
162.4	5	75	0.8	left	21	6	grating	2
163.1	5	120	0.8	right	21	6	grating	2
165.8	0.4	n/a	n/a	middle	43	6	dim	2
170.1	0.4	n/a	n/a	middle	44	6	dim	2
170.4	5	90	0.2	left	22	6	grating	2
170.8	5	15	0.2	right	22	6	grating	2
173.1	0.4	n/a	n/a	middle	45	6	dim	2
177.4	0.4	n/a	n/a	middle	46	6	dim	2
179	5	165	0.8	left	23	6	grating	2
179.2	5	90	0.2	right	23	6	grating	2
181.8	0.4	n/a	n/a	middle	47	6	dim	2
186	0.4	n/a	n/a	middle	48	6	dim	2
186.8	5	135	0.8	left	24	6	grating	2
187.6	5	90	0.2	right	24	6	grating	2
189.4	0.4	n/a	n/a	middle	49	6	dim	2
192.9	0.4	n/a	n/a	middle	50	6	dim	2
195.5	5	15	0.8	left	25	6	grating	2
195.8	0.4	n/a	n/a	middle	51	6	dim	2
195.8	5	105	0.2	right	25	6	grating	2
200.6	0.4	n/a	n/a	middle	52	6	dim	2
203.8	5	45	0.2	left	26	6	grating	2
204	5	75	0.2	right	26	6	grating	2
204.5	0.4	n/a	n/a	middle	53	6	dim	2
207.9	0.4	n/a	n/a	middle	54	6	dim	2
211.5	5	150	0.8	left	27	6	grating	2
212.3	5	0	0.2	right	27	6	grating	2
212.7	0.4	n/a	n/a	middle	55	6	dim	2
215.8	0.4	n/a	n/a	middle	56	6	dim	2
220	5	135	0.2	left	28	6	grating	2
220.8	0.4	n/a	n/a	middle	57	6	dim	2
221	5	45	0.8	right	28	6	grating	2
225.7	0.4	n/a	n/a	middle	58	6	dim	2
228.3	5	105	0.2	left	29	6	grating	2
229.3	5	30	0.8	right	29	6	grating	2
230.7	0.4	n/a	n/a	middle	59	6	dim	2
234.2	0.4	n/a	n/a	middle	60	6	dim	2
236.5	5	15	0.8	left	30	6	grating	2
237.5	5	0	0.2	right	30	6	grating	2
237.7	0.4	n/a	n/a	middle	61	6	dim	2
242.7	0.4	n/a	n/a	middle	62	6	dim	2
244.3	5	15	0.2	left	31	6	grating	2
246.1	5	90	0.8	right	31	6	grating	2
246.5	0.4	n/a	n/a	middle	63	6	dim	2
250.6	0.4	n/a	n/a	middle	64	6	dim	2
251.8	5	30	0.2	left	32	6	grating	2
254.3	5	60	0.8	right	32	6	grating	2
255.1	0.4	n/a	n/a	middle	65	6	dim	2
259.6	5	30	0.8	left	33	6	grating	2
260.4	0.4	n/a	n/a	middle	66	6	dim	2
262.2	5	30	0.8	right	33	6	grating	2
264.4	0.4	n/a	n/a	middle	67	6	dim	2
267.5	5	150	0.2	left	34	6	grating	2
268.7	0.4	n/a	n/a	middle	68	6	dim	2
270.9	5	15	0.8	right	34	6	grating	2
272.8	0.4	n/a	n/a	middle	69	6	dim	2
275.8	5	45	0.8	left	35	6	grating	2
278	0.4	n/a	n/a	middle	70	6	dim	2
278.9	5	105	0.8	right	35	6	grating	2
283	0.4	n/a	n/a	middle	71	6	dim	2
284.5	5	105	0.8	left	36	6	grating	2
285.9	0.4	n/a	n/a	middle	72	6	dim	2
287.1	5	120	0.2	right	36	6	grating	2
288.8	0.4	n/a	n/a	middle	73	6	dim	2
291.9	0.4	n/a	n/a	middle	74	6	dim	2
292.2	5	165	0.2	left	37	6	grating	2
295.5	5	75	0.8	right	37	6	grating	2
296.6	0.4	n/a	n/a	middle	75	6	dim	2
299.6	0.4	n/a	n/a	middle	76	6	dim	2
300.6	5	75	0.8	left	38	6	grating	2
303.8	5	135	0.8	right	38	6	grating	2
305	0.4	n/a	n/a	middle	77	6	dim	2
309.2	5	60	0.2	left	39	6	grating	2
309.5	0.4	n/a	n/a	middle	78	6	dim	2
311.5	5	150	0.8	right	39	6	grating	2
312.4	0.4	n/a	n/a	middle	79	6	dim	2
317.3	5	45	0.8	left	40	6	grating	2
317.4	0.4	n/a	n/a	middle	80	6	dim	2
319.1	5	150	0.8	right	40	6	grating	2
322.6	0.4	n/a	n/a	middle	81	6	dim	2
325	5	75	0.2	left	41	6	grating	2
326.9	5	165	0.8	right	41	6	grating	2
327.9	0.4	n/a	n/a	middle	82	6	dim	2
332	0.4	n/a	n/a	middle	83	6	dim	2
333.5	5	0	0.2	left	42	6	grating	2
335.5	5	45	0.2	right	42	6	grating	2
341.6	5	90	0.8	left	43	6	grating	2
343.7	5	15	0.2	right	43	6	grating	2
349.2	5	0	0.2	left	44	6	grating	2
351.8	5	165	0.8	right	44	6	grating	2
357.8	5	15	0.2	left	45	6	grating	2
359.8	5	135	0.8	right	45	6	grating	2
366.1	5	150	0.8	left	46	6	grating	2
368.3	5	45	0.2	right	46	6	grating	2
373.7	5	105	0.8	left	47	6	grating	2
376.6	5	120	0.2	right	47	6	grating	2
382.3	5	0	0.2	left	48	6	grating	2
384.9	5	60	0.2	right	48	6	grating	2
