onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
0	5	105	0.2	left	1	6	grating	3
0	5	60	0.8	right	1	6	grating	3
4.8	0.4	n/a	n/a	middle	1	6	dim	3
7.6	5	75	0.8	right	2	6	grating	3
8.4	5	150	0.8	left	2	6	grating	3
9.8	0.4	n/a	n/a	middle	2	6	dim	3
14.9	0.4	n/a	n/a	middle	3	6	dim	3
16	5	120	0.2	right	3	6	grating	3
17	5	45	0.2	left	3	6	grating	3
19.6	0.4	n/a	n/a	middle	4	6	dim	3
22.3	0.4	n/a	n/a	middle	5	6	dim	3
24.3	5	60	0.2	right	4	6	grating	3
25.3	5	135	0.8	left	4	6	grating	3
26.2	0.4	n/a	n/a	middle	6	6	dim	3
29.1	0.4	n/a	n/a	middle	7	6	dim	3
32.5	5	165	0.2	right	5	6	grating	3
33	5	90	0.2	left	5	6	grating	3
34	0.4	n/a	n/a	middle	8	6	dim	3
39.2	0.4	n/a	n/a	middle	9	6	dim	3
40.6	5	165	0.8	right	6	6	grating	3
41.2	5	135	0.2	left	6	6	grating	3
42.1	0.4	n/a	n/a	middle	10	6	dim	3
47.2	0.4	n/a	n/a	middle	11	6	dim	3
48.8	5	135	0.8	right	7	6	grating	3
48.9	5	150	0.2	left	7	6	grating	3
50.8	0.4	n/a	n/a	middle	12	6	dim	3
54.3	0.4	n/a	n/a	middle	13	6	dim	3
56.8	5	150	0.2	right	8	6	grating	3
57.5	5	15	0.8	left	8	6	grating	3
57.5	0.4	n/a	n/a	middle	14	6	dim	3
62.5	0.4	n/a	n/a	middle	15	6	dim	3
64.3	5	105	0.2	right	9	6	grating	3
65.1	5	165	0.8	left	9	6	grating	3
67.1	0.4	n/a	n/a	middle	16	6	dim	3
70.8	0.4	n/a	n/a	middle	17	6	dim	3
72.1	5	120	0.2	right	10	6	grating	3
73	5	165	0.8	left	10	6	grating	3
75.3	0.4	n/a	n/a	middle	18	6	dim	3
80.3	5	45	0.2	right	11	6	grating	3
80.6	0.4	n/a	n/a	middle	19	6	dim	3
81.2	5	0	0.2	left	11	6	grating	3
83.5	0.4	n/a	n/a	middle	20	6	dim	3
86.6	0.4	n/a	n/a	middle	21	6	dim	3
88.6	5	90	0.2	right	12	6	grating	3
89.3	5	15	0.2	left	12	6	grating	3
90.9	0.4	n/a	n/a	middle	22	6	dim	3
95.8	0.4	n/a	n/a	middle	23	6	dim	3
97.3	5	0	0.2	right	13	6	grating	3
97.8	5	120	0.8	left	13	6	grating	3
100.8	0.4	n/a	n/a	middle	24	6	dim	3
104.4	0.4	n/a	n/a	middle	25	6	dim	3
105.9	5	15	0.2	left	14	6	grating	3
106	5	105	0.8	right	14	6	grating	3
107.1	0.4	n/a	n/a	middle	26	6	dim	3
109.7	0.4	n/a	n/a	middle	27	6	dim	3
113.2	0.4	n/a	n/a	middle	28	6	dim	3
113.6	5	90	0.2	left	15	6	grating	3
113.6	5	30	0.2	right	15	6	grating	3
118.1	0.4	n/a	n/a	middle	29	6	dim	3
121.1	0.4	n/a	n/a	middle	30	6	dim	3
121.9	5	135	0.8	right	16	6	grating	3
122	5	45	0.8	left	16	6	grating	3
125.9	0.4	n/a	n/a	middle	31	6	dim	3
129.6	5	135	0.2	left	17	6	grating	3
130.1	5	15	0.2	right	17	6	grating	3
130.3	0.4	n/a	n/a	middle	32	6	dim	3
132.7	0.4	n/a	n/a	middle	33	6	dim	3
137.5	0.4	n/a	n/a	middle	34	6	dim	3
137.9	5	30	0.8	left	18	6	grating	3
138.2	5	75	0.2	right	18	6	grating	3
142.7	0.4	n/a	n/a	middle	35	6	dim	3
146.1	5	15	0.8	right	19	6	grating	3
146.2	5	60	0.8	left	19	6	grating	3
146.6	0.4	n/a	n/a	middle	36	6	dim	3
151.5	0.4	n/a	n/a	middle	37	6	dim	3
153.9	5	15	0.8	left	20	6	grating	3
154.2	5	165	0.8	right	20	6	grating	3
154.3	0.4	n/a	n/a	middle	38	6	dim	3
159	0.4	n/a	n/a	middle	39	6	dim	3
161.6	5	60	0.2	left	21	6	grating	3
162.5	5	135	0.2	right	21	6	grating	3
164.2	0.4	n/a	n/a	middle	40	6	dim	3
169.1	0.4	n/a	n/a	middle	41	6	dim	3
169.3	5	135	0.8	left	22	6	grating	3
171.2	5	0	0.2	right	22	6	grating	3
172.3	0.4	n/a	n/a	middle	42	6	dim	3
175.3	0.4	n/a	n/a	middle	43	6	dim	3
176.9	5	45	0.8	left	23	6	grating	3
178.8	5	105	0.2	right	23	6	grating	3
