trial_type	side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	iti_expected	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	0	5	60	0.2	1	3.6999999999999993	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	8.7	5	165	0.2	2	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	16.7	5	135	0.8	3	2.8000000000000007	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	24.5	5	120	0.2	4	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	32	5	165	0.8	5	3.200000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	40.2	5	150	0.8	6	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	47.7	5	135	0.2	7	3.6999999999999957	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	56.4	5	75	0.2	8	3.000000000000007	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	64.4	5	30	0.8	9	3.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	73	5	90	0.2	10	3.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	81.7	5	60	0.8	11	3.299999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	90	5	15	0.2	12	2.9000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	97.9	5	45	0.2	13	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	106.4	5	45	0.8	14	3.1999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	114.6	5	0	0.2	15	3.3000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	122.9	5	150	0.2	16	3.1999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	131.1	5	15	0.2	17	3.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	139.7	5	120	0.2	18	3.6000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	148.3	5	105	0.8	19	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	156.3	5	45	0.8	20	2.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	164	5	30	0.8	21	2.9000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	171.9	5	90	0.8	22	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	179.4	5	105	0.2	23	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	186.9	5	165	0.8	24	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	195.4	5	75	0.2	25	2.799999999999983	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	203.2	5	30	0.2	26	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	211.7	5	75	0.8	27	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	220.2	5	0	0.2	28	2.700000000000017	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	227.9	5	90	0.2	29	3.0999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	236	5	135	0.2	30	3.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	244.6	5	0	0.2	31	3.3000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	252.9	5	15	0.8	32	2.700000000000017	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	260.6	5	150	0.2	33	3.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	269.3	5	45	0.2	34	3.099999999999966	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	277.4	5	60	0.8	35	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	285.9	5	165	0.2	36	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	294.4	5	105	0.8	37	3.2000000000000455	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	302.6	5	15	0.8	38	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	310.6	5	120	0.8	39	2.7999999999999545	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	318.4	5	60	0.2	40	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
