side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	0	5	0	0.2	1	grating	2.9000000000000004	79	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	7.9	5	45	0.2	2	grating	3.4999999999999982	84.99999999999999	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	16.4	5	165	0.8	3	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	24.9	5	120	0.2	4	grating	3.3000000000000043	83.00000000000004	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	33.2	5	75	0.2	5	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	41.2	5	135	0.2	6	grating	2.799999999999997	77.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	49	5	45	0.8	7	grating	2.6000000000000014	76.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	56.6	5	0	0.2	8	grating	2.6999999999999957	76.99999999999996	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	64.3	5	150	0.8	9	grating	3.299999999999997	82.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	72.6	5	60	0.2	10	grating	3.200000000000003	82.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	80.8	5	30	0.8	11	grating	3.700000000000003	87.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	89.5	5	135	0.8	12	grating	3.0999999999999943	80.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	97.6	5	60	0.2	13	grating	3.700000000000003	87.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	106.3	5	45	0.8	14	grating	2.799999999999997	77.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	114.1	5	105	0.8	15	grating	3.200000000000003	82.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	122.3	5	90	0.8	16	grating	2.6000000000000085	76.00000000000009	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	129.9	5	150	0.2	17	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	138.4	5	135	0.8	18	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	146.1	5	150	0.8	19	grating	3.200000000000017	82.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	154.3	5	165	0.8	20	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	162.8	5	45	0.2	21	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	171.5	5	90	0.2	22	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	179.8	5	0	0.2	23	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	187.5	5	15	0.8	24	grating	2.5999999999999943	75.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	195.1	5	105	0.8	25	grating	2.9000000000000057	79.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	203	5	75	0.8	26	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	211.7	5	30	0.2	27	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	219.5	5	75	0.2	28	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	227.2	5	135	0.2	29	grating	2.6000000000000227	76.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	234.8	5	90	0.2	30	grating	3.5999999999999943	85.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	243.4	5	0	0.2	31	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	251.4	5	60	0.8	32	grating	3.200000000000017	82.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	259.6	5	60	0.8	33	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	267.1	5	75	0.8	34	grating	3.099999999999966	80.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	275.2	5	105	0.2	35	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	283.7	5	165	0.2	36	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	291.2	5	15	0.8	37	grating	2.900000000000034	79.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	299.1	5	150	0.2	38	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	307.1	5	120	0.8	39	grating	3.3999999999999773	83.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	315.5	5	30	0.2	40	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	324.2	5	90	0.8	41	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	332.9	5	120	0.2	42	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	341.2	5	105	0.2	43	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	349.8	5	165	0.2	44	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	357.6	5	30	0.8	45	grating	2.8999999999999773	78.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	365.5	5	15	0.2	46	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	373.2	5	15	0.2	47	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	381.9	5	120	0.8	48	grating	33.10000000000002	381.0000000000002	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	0	5	15	0.2	1	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	7.5	5	105	0.8	2	grating	3.0999999999999996	81	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	15.6	5	135	0.8	3	grating	2.700000000000001	77.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	23.3	5	105	0.2	4	grating	3.1999999999999993	82	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	31.5	5	75	0.2	5	grating	3.1000000000000014	81.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	39.6	5	165	0.2	6	grating	3.299999999999997	82.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	47.9	5	135	0.2	7	grating	2.8000000000000043	78.00000000000004	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	55.7	5	165	0.8	8	grating	3.700000000000003	87.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
