side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	exitflag	response	correct
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	4.9	0.4	n/a	n/a	1	dim	4.299999999999999	96	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	9.6	0.4	n/a	n/a	2	dim	4.300000000000001	47.000000000000014	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	14.3	0.4	n/a	n/a	3	dim	3	34	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	17.7	0.4	n/a	n/a	4	dim	2.6000000000000014	30.000000000000014	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	20.7	0.4	n/a	n/a	5	dim	2.6000000000000014	30.000000000000014	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	23.7	0.4	n/a	n/a	6	dim	4.400000000000002	48.00000000000003	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	28.5	0.4	n/a	n/a	7	dim	3.700000000000003	41.00000000000003	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	32.6	0.4	n/a	n/a	8	dim	2.200000000000003	26.00000000000003	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	35.2	0.4	n/a	n/a	9	dim	2.6000000000000014	30.000000000000014	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	38.2	0.4	n/a	n/a	10	dim	4.799999999999997	51.99999999999997	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	43.4	0.4	n/a	n/a	11	dim	2.3000000000000043	27.000000000000043	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	46.1	0.4	n/a	n/a	12	dim	2.700000000000003	31.00000000000003	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	49.2	0.4	n/a	n/a	13	dim	3.799999999999997	41.99999999999997	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	53.4	0.4	n/a	n/a	14	dim	4.5	49	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	58.3	0.4	n/a	n/a	15	dim	2.700000000000003	31.00000000000003	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	61.4	0.4	n/a	n/a	16	dim	4.199999999999996	45.99999999999996	NA	NO RESPONSE	NA
middle	4	5	ga_dump/sub-05_task-localizer_run-04_ga_events.tsv	66	0.4	n/a	n/a	17	dim	2.8999999999999915	32.999999999999915	NA	NO RESPONSE	NA
