side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	83.9	5	120	0.2	11	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	92.6	5	45	0.2	12	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	100.1	5	135	0.8	13	grating	2.9000000000000057	79.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	108	5	45	0.8	14	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	115.5	5	105	0.2	15	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	123.5	5	60	0.8	16	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	131.7	5	165	0.2	17	grating	2.6000000000000227	76.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	139.3	5	15	0.2	18	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	147.3	5	105	0.8	19	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	154.8	5	165	0.8	20	grating	3.299999999999983	82.99999999999983	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	163.1	5	105	0.2	21	grating	2.9000000000000057	79.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	171	5	150	0.2	22	grating	2.5999999999999943	75.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	178.6	5	105	0.8	23	grating	3.4000000000000057	84.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	187	5	75	0.2	24	grating	3.4000000000000057	84.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	195.4	5	135	0.2	25	grating	2.799999999999983	77.99999999999983	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	203.2	5	120	0.8	26	grating	2.9000000000000057	79.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	211.1	5	0	0.2	27	grating	2.700000000000017	77.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	218.8	5	15	0.2	28	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	226.3	5	120	0.2	29	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	234.5	5	75	0.8	30	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	242.8	5	30	0.8	31	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	251.5	5	0	0.2	32	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	260.1	5	0	0.2	33	grating	2.599999999999966	75.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	267.7	5	30	0.2	34	grating	2.6000000000000227	76.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	275.3	5	60	0.2	35	grating	2.8999999999999773	78.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	283.2	5	165	0.8	36	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	291.8	5	60	0.8	37	grating	3.3999999999999773	83.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	300.2	5	150	0.8	38	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	307.9	5	75	0.8	39	grating	2.7000000000000455	77.00000000000045	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	315.6	5	150	0.8	40	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	324.3	5	165	0.2	41	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	332.1	5	90	0.8	42	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	339.6	5	120	0.8	43	grating	3.2999999999999545	82.99999999999955	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	347.9	5	0	0.2	44	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	355.9	5	90	0.2	45	grating	3.400000000000034	84.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	364.3	5	135	0.8	46	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	371.8	5	15	0.8	47	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	380.5	5	45	0.2	48	grating	34.5	395	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	0	5	165	0.8	1	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	7.5	5	90	0.8	2	grating	2.9000000000000004	79	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	15.4	5	120	0.8	3	grating	3.4000000000000004	84	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	23.8	5	45	0.2	4	grating	3.4999999999999964	84.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	32.3	5	135	0.8	5	grating	2.6000000000000014	76.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	39.9	5	105	0.8	6	grating	3.6000000000000014	86.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	48.5	5	15	0.8	7	grating	3.299999999999997	82.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	56.8	5	150	0.8	8	grating	2.6000000000000085	76.00000000000009	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	64.4	5	0	0.2	9	grating	3.3999999999999915	83.99999999999991	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	72.8	5	0	0.2	10	grating	3.4000000000000057	84.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	81.2	5	120	0.2	11	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	89.7	5	75	0.8	12	grating	3.200000000000003	82.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	97.9	5	120	0.8	13	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	106.1	5	150	0.2	14	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	114.6	5	90	0.2	15	grating	3.700000000000003	87.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	123.3	5	0	0.2	16	grating	2.500000000000014	75.00000000000014	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	130.8	5	90	0.2	17	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	138.5	5	150	0.8	18	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	147	5	135	0.2	19	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	154.5	5	45	0.2	20	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	162.8	5	165	0.2	21	grating	3.5999999999999943	85.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	171.4	5	30	0.8	22	grating	2.9000000000000057	79.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	179.3	5	165	0.8	23	grating	3.3999999999999773	83.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	187.7	5	30	0.2	24	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	195.7	5	105	0.2	25	grating	3.700000000000017	87.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	204.4	5	60	0.8	26	grating	3.0999999999999943	80.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	212.5	5	15	0.2	27	grating	3.0999999999999943	80.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	220.6	5	30	0.2	28	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	228.1	5	105	0.2	29	grating	2.700000000000017	77.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	235.8	5	135	0.2	30	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	244.3	5	135	0.8	31	grating	2.5999999999999943	75.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	251.9	5	120	0.2	32	grating	2.9999999999999716	79.99999999999972	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	259.9	5	165	0.2	33	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	268.2	5	15	0.2	34	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	276.2	5	105	0.8	35	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	283.7	5	0	0.2	36	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	292	5	45	0.8	37	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	299.7	5	75	0.2	38	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	307.4	5	30	0.8	39	grating	2.6000000000000227	76.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	315	5	60	0.8	40	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	323.2	5	90	0.8	41	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	331.4	5	60	0.2	42	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	338.9	5	45	0.8	43	grating	2.7000000000000455	77.00000000000045	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	346.6	5	75	0.8	44	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	354.6	5	75	0.2	45	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	362.3	5	60	0.2	46	grating	3.599999999999966	85.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	370.9	5	15	0.8	47	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	6	5	ga_dump/sub-05_task-contrast_run-06_ga_events.tsv	379.5	5	150	0.2	48	grating	35.5	405	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
