side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	exitflag	response	correct
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	0	5	15	0.8	1	grating	3.0999999999999996	81	NA	NO RESPONSE	NA
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	8.1	5	60	0.8	2	grating	2.5	75	NA	NO RESPONSE	NA
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	15.6	5	150	0.8	3	grating	3.0000000000000018	80.00000000000001	NA	NO RESPONSE	NA
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	23.6	5	30	0.8	4	grating	2.599999999999998	75.99999999999997	NA	NO RESPONSE	NA
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	31.2	5	135	0.2	5	grating	3.0000000000000036	80.00000000000003	NA	NO RESPONSE	NA
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	39.2	5	105	0.2	6	grating	3	80	NA	NO RESPONSE	NA
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	47.2	5	45	0.2	7	grating	3.299999999999997	82.99999999999997	NA	NO RESPONSE	NA
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	55.5	5	165	0.2	8	grating	3.700000000000003	87.00000000000003	NA	NO RESPONSE	NA
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	64.2	5	60	0.2	9	grating	2.700000000000003	77.00000000000003	NA	NO RESPONSE	NA
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	71.9	5	75	0.2	10	grating	3.0999999999999943	80.99999999999994	NA	NO RESPONSE	NA
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	80	5	120	0.2	11	grating	3.5	85	NA	NO RESPONSE	NA
left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	88.5	5	165	0.8	12	grating	3.5999999999999943	85.99999999999994	NA	NO RESPONSE	NA
