side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	139.2	5	135	0.8	18	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	147	5	30	0.2	19	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	155.2	5	45	0.2	20	grating	3.200000000000017	82.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	163.4	5	105	0.2	21	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	171.1	5	135	0.8	22	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	178.6	5	120	0.2	23	grating	2.700000000000017	77.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	186.3	5	45	0.8	24	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	195	5	90	0.8	25	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	203.5	5	105	0.8	26	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	211	5	165	0.2	27	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	219.2	5	45	0.8	28	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	227	5	60	0.8	29	grating	3.0999999999999943	80.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	235.1	5	135	0.2	30	grating	3.200000000000017	82.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	243.3	5	150	0.2	31	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	250.8	5	0	0.2	32	grating	3.599999999999966	85.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	259.4	5	120	0.2	33	grating	3.1000000000000227	81.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	267.5	5	75	0.2	34	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	275.2	5	30	0.8	35	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	283.9	5	15	0.2	36	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	292.5	5	75	0.8	37	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	300.8	5	30	0.8	38	grating	2.8999999999999773	78.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	308.7	5	0	0.2	39	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	317.4	5	90	0.2	40	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	326	5	0	0.2	41	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	333.5	5	15	0.8	42	grating	2.6000000000000227	76.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	341.1	5	75	0.2	43	grating	2.7999999999999545	77.99999999999955	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	348.9	5	105	0.2	44	grating	2.900000000000034	79.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	356.8	5	165	0.2	45	grating	3.599999999999966	85.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	365.4	5	45	0.2	46	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	372.9	5	0	0.2	47	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	380.7	5	30	0.2	48	grating	34.30000000000001	393.0000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	0	5	120	0.2	1	grating	3.5999999999999996	86	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	8.6	5	30	0.8	2	grating	2.5000000000000018	75.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	16.1	5	75	0.2	3	grating	2.8999999999999986	78.99999999999999	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	24	5	105	0.2	4	grating	3.6000000000000014	86.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	32.6	5	60	0.2	5	grating	2.6000000000000014	76.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	40.2	5	75	0.8	6	grating	3.3999999999999986	83.99999999999999	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	48.6	5	45	0.2	7	grating	3.1000000000000014	81.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	56.7	5	15	0.8	8	grating	2.799999999999997	77.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	64.5	5	0	0.2	9	grating	3.200000000000003	82.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	72.7	5	165	0.2	10	grating	2.700000000000003	77.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	80.4	5	90	0.2	11	grating	3.3999999999999915	83.99999999999991	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	88.8	5	15	0.2	12	grating	2.799999999999997	77.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	96.6	5	60	0.2	13	grating	2.700000000000003	77.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	104.3	5	120	0.2	14	grating	2.9000000000000057	79.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	112.2	5	105	0.8	15	grating	3.700000000000003	87.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	120.9	5	135	0.8	16	grating	3.299999999999983	82.99999999999983	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	129.2	5	90	0.2	17	grating	3.4000000000000057	84.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	137.6	5	135	0.8	18	grating	3.700000000000017	87.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	146.3	5	15	0.2	19	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	154.3	5	45	0.8	20	grating	2.799999999999983	77.99999999999983	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	162.1	5	165	0.8	21	grating	3.5999999999999943	85.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	170.7	5	105	0.8	22	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	178.7	5	30	0.8	23	grating	3.4000000000000057	84.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	187.1	5	45	0.2	24	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	195.4	5	30	0.2	25	grating	3.5999999999999943	85.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	204	5	75	0.8	26	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	212	5	150	0.8	27	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	220.7	5	165	0.8	28	grating	2.9000000000000057	79.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	228.6	5	165	0.2	29	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	236.1	5	105	0.2	30	grating	2.9000000000000057	79.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	244	5	150	0.2	31	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	252.5	5	60	0.8	32	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	261	5	90	0.8	33	grating	2.8999999999999773	78.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	268.9	5	0	0.2	34	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	277.5	5	150	0.2	35	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	285.8	5	60	0.8	36	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	293.3	5	150	0.8	37	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	301.6	5	120	0.8	38	grating	2.8999999999999773	78.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	309.5	5	30	0.2	39	grating	2.6000000000000227	76.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	317.1	5	0	0.2	40	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	324.6	5	135	0.2	41	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	333.1	5	90	0.8	42	grating	3.599999999999966	85.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	341.7	5	135	0.2	43	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	349.2	5	15	0.8	44	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	357	5	45	0.8	45	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	364.5	5	0	0.2	46	grating	2.8999999999999773	78.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	372.4	5	75	0.2	47	grating	2.900000000000034	79.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	380.3	5	120	0.8	48	grating	34.69999999999999	396.9999999999999	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
