trial_type	side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	iti_expected	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	0	5	0	0.2	1	3.1999999999999993	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	8.2	5	105	0.8	2	2.900000000000002	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	16.1	5	105	0.2	3	3.299999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	24.4	5	135	0.8	4	3.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	33.1	5	120	0.8	5	3.1999999999999957	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	41.3	5	30	0.8	6	2.8000000000000043	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	49.1	5	105	0.8	7	3.6000000000000014	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	57.7	5	60	0.2	8	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	65.2	5	135	0.8	9	2.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	72.9	5	150	0.2	10	3.3999999999999915	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	81.3	5	0	0.2	11	2.6000000000000085	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	88.9	5	150	0.8	12	3.3999999999999915	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	97.3	5	165	0.2	13	2.799999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	105.1	5	45	0.8	14	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	113.1	5	150	0.8	15	2.8000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	120.9	5	165	0.8	16	2.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	128.5	5	75	0.2	17	2.9000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	136.4	5	105	0.2	18	3.299999999999983	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	144.7	5	135	0.2	19	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	152.2	5	15	0.2	20	3.3000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	160.5	5	15	0.8	21	2.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	168.2	5	0	0.2	22	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	176.2	5	90	0.2	23	3.1000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	0	5	ga_dump/sub-05_task-contrast_run-00_ga_events.tsv	184.3	5	120	0.8	24	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
