trial_type	side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	iti_expected	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	0	5	135	0.8	1	2.7	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	7.7	5	60	0.8	2	2.999999999999999	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	15.7	5	15	0.2	3	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	24.2	5	90	0.2	4	3.099999999999998	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	32.3	5	60	0.8	5	3.6000000000000014	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	40.9	5	135	0.2	6	3.3000000000000043	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	49.2	5	45	0.2	7	3.1999999999999957	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	57.4	5	60	0.2	8	3.1000000000000014	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	65.5	5	60	0.2	9	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	73.5	5	120	0.2	10	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	82	5	165	0.2	11	3.299999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	90.3	5	150	0.2	12	2.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	98	5	0	0.2	13	3.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	106.7	5	105	0.2	14	3.0999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	114.8	5	105	0.2	15	3.1000000000000085	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	122.9	5	15	0.2	16	3.4000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	131.3	5	120	0.8	17	3.299999999999983	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
