side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	0	5	0	0.2	1	grating	3.0999999999999996	81	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	8.1	5	60	0.8	2	grating	3.299999999999999	82.99999999999999	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	16.4	5	60	0.2	3	grating	2.6000000000000014	76.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	24	5	165	0.8	4	grating	2.6000000000000014	76.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	31.6	5	15	0.2	5	grating	3.6999999999999957	86.99999999999996	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	40.3	5	75	0.8	6	grating	3.6000000000000014	86.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	48.9	5	0	0.2	7	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	57.4	5	120	0.8	8	grating	2.6000000000000014	76.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	65	5	165	0.2	9	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	72.5	5	135	0.2	10	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	81	5	30	0.8	11	grating	2.5999999999999943	75.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	88.6	5	15	0.2	12	grating	3.700000000000003	87.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	97.3	5	30	0.2	13	grating	3.700000000000003	87.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	106	5	0	0.2	14	grating	2.5999999999999943	75.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	113.6	5	165	0.8	15	grating	3.6000000000000085	86.00000000000009	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	122.2	5	90	0.8	16	grating	2.999999999999986	79.99999999999986	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	130.2	5	150	0.2	17	grating	2.6000000000000227	76.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	137.8	5	30	0.8	18	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	146.3	5	105	0.8	19	grating	2.5999999999999943	75.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	153.9	5	120	0.8	20	grating	3.0999999999999943	80.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	162	5	120	0.2	21	grating	3.4000000000000057	84.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	170.4	5	150	0.8	22	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	179.1	5	135	0.8	23	grating	3.700000000000017	87.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	187.8	5	45	0.8	24	grating	2.8999999999999773	78.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	195.7	5	135	0.8	25	grating	3.700000000000017	87.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	204.4	5	150	0.2	26	grating	3.299999999999983	82.99999999999983	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	212.7	5	150	0.8	27	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	221	5	30	0.2	28	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	229.2	5	45	0.2	29	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	236.7	5	45	0.2	30	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	245	5	135	0.2	31	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	253.7	5	60	0.2	32	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	262.4	5	15	0.8	33	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	270.4	5	105	0.2	34	grating	2.900000000000034	79.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	278.3	5	90	0.8	35	grating	2.599999999999966	75.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	285.9	5	120	0.2	36	grating	3.400000000000034	84.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	294.3	5	90	0.2	37	grating	2.8999999999999773	78.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	302.2	5	105	0.8	38	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	309.7	5	105	0.2	39	grating	3.400000000000034	84.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	318.1	5	75	0.2	40	grating	3.2999999999999545	82.99999999999955	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	326.4	5	90	0.2	41	grating	3.1000000000000227	81.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	334.5	5	75	0.2	42	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	343	5	60	0.8	43	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	351.6	5	75	0.8	44	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	4	5	ga_dump/sub-05_task-contrast_run-04_ga_events.tsv	360.3	5	15	0.8	45	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
