trial_type	side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	iti_expected	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	0	5	30	0.8	1	3.5999999999999996	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	8.6	5	165	0.8	2	2.799999999999999	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	16.4	5	75	0.8	3	3.6000000000000014	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	25	5	105	0.8	4	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	33.5	5	30	0.2	5	3.6000000000000014	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	42.1	5	45	0.2	6	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	49.6	5	135	0.2	7	2.799999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	57.4	5	165	0.2	8	3.6000000000000014	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	66	5	60	0.8	9	3.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	74.7	5	75	0.8	10	2.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	82.3	5	120	0.8	11	2.799999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	90.1	5	165	0.2	12	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	97.6	5	135	0.8	13	3.200000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	105.8	5	90	0.2	14	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	113.8	5	150	0.8	15	2.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	121.5	5	45	0.8	16	2.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	129.2	5	120	0.2	17	2.6000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	136.8	5	30	0.8	18	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	144.3	5	150	0.8	19	2.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	152	5	15	0.8	20	3.3000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	160.3	5	60	0.2	21	3.1999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	168.5	5	165	0.8	22	3.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	177.2	5	30	0.2	23	3.3000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	185.5	5	45	0.2	24	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	193.5	5	120	0.2	25	2.9000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	201.4	5	60	0.2	26	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	208.9	5	15	0.2	27	2.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	216.6	5	60	0.8	28	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	224.6	5	75	0.2	29	2.9000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	232.5	5	75	0.2	30	2.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	240.1	5	150	0.2	31	2.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	247.7	5	0	0.2	32	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	255.2	5	150	0.2	33	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	263.7	5	105	0.2	34	2.8000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	271.5	5	45	0.8	35	3.3999999999999773	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	279.9	5	0	0.2	36	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	287.9	5	135	0.8	37	2.8000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	295.7	5	90	0.2	38	2.8000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	303.5	5	120	0.8	39	2.8000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	311.3	5	90	0.8	40	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	318.8	5	105	0.8	41	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	327.3	5	15	0.8	42	2.8000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	335.1	5	0	0.2	43	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	342.6	5	90	0.8	44	2.8999999999999773	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	350.5	5	0	0.2	45	3.6000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	359.1	5	15	0.2	46	2.599999999999966	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	366.7	5	135	0.2	47	2.900000000000034	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	374.6	5	105	0.2	48	0	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	0	5	45	0.2	1	2.8	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	7.8	5	150	0.8	2	2.8	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
