trial_type	side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	iti_expected	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	0	5	0	0.2	1	2.8	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	7.8	5	165	0.8	2	2.8999999999999995	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	15.7	5	60	0.8	3	3.1999999999999993	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	23.9	5	30	0.2	4	3.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	32.6	5	150	0.2	5	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	40.1	5	45	0.2	6	2.799999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	47.9	5	45	0.8	7	2.8000000000000043	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	55.7	5	15	0.8	8	2.6999999999999957	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	63.4	5	75	0.2	9	3.3000000000000043	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	71.7	5	90	0.8	10	3.3999999999999915	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	80.1	5	120	0.8	11	3.1000000000000085	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	88.2	5	135	0.8	12	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	95.7	5	90	0.2	13	2.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	103.3	5	165	0.8	14	3.299999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	111.6	5	135	0.2	15	2.9000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	119.5	5	30	0.2	16	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	128	5	105	0.2	17	3.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	136.7	5	120	0.2	18	3.4000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	145.1	5	0	0.2	19	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	152.6	5	75	0.8	20	3.4000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	10	5	ga_dump/sub-05_task-contrast_run-10_ga_events.tsv	161	5	105	0.8	21	2.9000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
