trial_type	side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	iti_expected	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	0	5	45	0.2	1	2.8	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	7.8	5	15	0.2	2	2.8	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	15.6	5	45	0.2	3	2.5000000000000018	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	23.1	5	105	0.8	4	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	31.6	5	105	0.2	5	3.3999999999999986	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	40	5	135	0.2	6	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	48.5	5	135	0.8	7	2.799999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	56.3	5	60	0.2	8	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	64.8	5	150	0.2	9	3.1000000000000085	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	72.9	5	75	0.8	10	2.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	80.5	5	90	0.2	11	3.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	89.1	5	120	0.2	12	2.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	96.8	5	120	0.2	13	2.799999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	104.6	5	0	0.2	14	2.8000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	112.4	5	150	0.8	15	3.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	121	5	135	0.2	16	2.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	128.7	5	150	0.8	17	3.4000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	137.1	5	120	0.8	18	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	145.6	5	150	0.2	19	3.4000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	154	5	75	0.8	20	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	162.5	5	105	0.2	21	3.4000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	1	5	ga_dump/sub-05_task-contrast_run-01_ga_events.tsv	170.9	5	30	0.2	22	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
