side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	exitflag	response	correct
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	0	5	150	0.2	1	grating	3	80	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	8	5	15	0.2	2	grating	3.1999999999999993	82	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	16.2	5	45	0.8	3	grating	3	80	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	24.2	5	0	0.2	4	grating	3.099999999999998	80.99999999999997	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	32.3	5	0	0.2	5	grating	3.5	85	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	40.8	5	30	0.8	6	grating	2.9000000000000057	79.00000000000006	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	48.7	5	75	0.8	7	grating	2.8999999999999986	78.99999999999999	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	56.6	5	165	0.2	8	grating	2.6999999999999957	76.99999999999996	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	64.3	5	75	0.8	9	grating	2.700000000000003	77.00000000000003	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	72	5	120	0.8	10	grating	3.0999999999999943	80.99999999999994	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	80.1	5	30	0.2	11	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	88.4	5	60	0.8	12	grating	3.1999999999999886	81.99999999999989	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	96.6	5	60	0.2	13	grating	2.700000000000003	77.00000000000003	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	104.3	5	105	0.2	14	grating	3.5	85	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	112.8	5	90	0.8	15	grating	3.700000000000003	87.00000000000003	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	121.5	5	45	0.2	16	grating	3.6999999999999886	86.99999999999989	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	130.2	5	165	0.2	17	grating	2.700000000000017	77.00000000000017	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	137.9	5	120	0.2	18	grating	3.6999999999999886	86.99999999999989	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	146.6	5	105	0.8	19	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	154.9	5	0	0.2	20	grating	3.1999999999999886	81.99999999999989	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	163.1	5	105	0.8	21	grating	3.200000000000017	82.00000000000017	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	171.3	5	150	0.8	22	grating	2.799999999999983	77.99999999999983	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	179.1	5	15	0.8	23	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	187.4	5	165	0.8	24	grating	2.9000000000000057	79.00000000000006	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	195.3	5	120	0.2	25	grating	3.5	85	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	203.8	5	150	0.8	26	grating	3.1999999999999886	81.99999999999989	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	212	5	150	0.2	27	grating	2.5999999999999943	75.99999999999994	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	219.6	5	120	0.8	28	grating	2.9000000000000057	79.00000000000006	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	227.5	5	60	0.2	29	grating	3.1999999999999886	81.99999999999989	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	235.7	5	135	0.2	30	grating	2.9000000000000057	79.00000000000006	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	243.6	5	45	0.2	31	grating	2.5	75	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	251.1	5	105	0.2	32	grating	2.9000000000000057	79.00000000000006	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	259	5	0	0.2	33	grating	2.8000000000000114	78.00000000000011	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	266.8	5	30	0.2	34	grating	2.599999999999966	75.99999999999966	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	274.4	5	165	0.8	35	grating	2.900000000000034	79.00000000000034	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	282.3	5	90	0.2	36	grating	3.099999999999966	80.99999999999966	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	290.4	5	60	0.8	37	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	298.7	5	135	0.8	38	grating	3.1999999999999886	81.99999999999989	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	306.9	5	15	0.2	39	grating	2.6000000000000227	76.00000000000023	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	314.5	5	75	0.2	40	grating	2.8000000000000114	78.00000000000011	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	322.3	5	90	0.8	41	grating	3.1999999999999886	81.99999999999989	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	330.5	5	30	0.8	42	grating	3.6999999999999886	86.99999999999989	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	339.2	5	90	0.2	43	grating	2.5	75	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	346.7	5	15	0.8	44	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	355	5	45	0.8	45	grating	2.6000000000000227	76.00000000000023	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	362.6	5	135	0.2	46	grating	2.7999999999999545	77.99999999999955	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	370.4	5	135	0.8	47	grating	3.3000000000000114	83.00000000000011	NA	NO RESPONSE	NA
left	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	378.7	5	75	0.2	48	grating	36.30000000000001	413.0000000000001	NA	NO RESPONSE	NA
right	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	0	5	15	0.8	1	grating	2.8	78	NA	NO RESPONSE	NA
right	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	7.8	5	60	0.8	2	grating	2.8	78	NA	NO RESPONSE	NA
right	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	15.6	5	90	0.8	3	grating	3.700000000000001	87.00000000000001	NA	NO RESPONSE	NA
right	2	5	ga_dump/sub-05_task-contrast_run-02_ga_events.tsv	24.3	5	165	0.2	4	grating	3.1999999999999993	82	NA	NO RESPONSE	NA
