trial_type	side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	iti_expected	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	0	5	75	0.8	1	3.6999999999999993	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	8.7	5	45	0.2	2	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	16.7	5	165	0.8	3	2.6999999999999993	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	24.4	5	120	0.8	4	2.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	32.1	5	30	0.2	5	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	39.6	5	0	0.2	6	3.6999999999999957	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	48.3	5	15	0.8	7	3.6000000000000014	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	56.9	5	75	0.2	8	3.500000000000007	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	65.4	5	45	0.8	9	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	73.9	5	105	0.8	10	3.1999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	82.1	5	90	0.2	11	3.4000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	90.5	5	15	0.8	12	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	98	5	165	0.2	13	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	105.5	5	90	0.8	14	3.200000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	113.7	5	135	0.2	15	2.799999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	121.5	5	120	0.2	16	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	129	5	135	0.8	17	3.4000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	137.4	5	105	0.2	18	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	145.4	5	45	0.8	19	3.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	154.1	5	0	0.2	20	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	161.6	5	135	0.8	21	2.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	169.2	5	60	0.2	22	3.700000000000017	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	177.9	5	75	0.8	23	3.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	186.5	5	105	0.8	24	2.8000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	194.3	5	165	0.2	25	3.0999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	202.4	5	75	0.2	26	2.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	210	5	150	0.8	27	3.3000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	218.3	5	30	0.8	28	3.299999999999983	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	226.6	5	90	0.8	29	3.3000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	234.9	5	165	0.8	30	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	243.4	5	135	0.2	31	3.4000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	251.8	5	15	0.2	32	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	259.3	5	45	0.2	33	2.599999999999966	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	266.9	5	90	0.2	34	3.2000000000000455	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	275.1	5	30	0.2	35	2.8999999999999773	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	283	5	60	0.8	36	2.8000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	290.8	5	120	0.8	37	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	298.3	5	15	0.2	38	2.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	306	5	105	0.2	39	3.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	314.7	5	0	0.2	40	2.900000000000034	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	322.6	5	30	0.8	41	3.099999999999966	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	330.7	5	150	0.8	42	2.900000000000034	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	338.6	5	0	0.2	43	3.2999999999999545	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	346.9	5	150	0.2	44	3.1000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	355	5	120	0.2	45	3.6000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	363.6	5	60	0.2	46	2.7999999999999545	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	371.4	5	150	0.2	47	3.3000000000000114	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	379.7	5	60	0.8	48	0	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	0	5	150	0.2	1	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	8	5	75	0.2	2	2.5999999999999996	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	15.6	5	105	0.2	3	3.299999999999999	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	23.9	5	75	0.8	4	3.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	32.6	5	15	0.8	5	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	40.6	5	15	0.2	6	2.799999999999997	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	48.4	5	120	0.2	7	3.6000000000000014	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	57	5	135	0.8	8	3.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	65.7	5	165	0.2	9	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	73.7	5	30	0.2	10	3.3999999999999915	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	right	7	5	ga_dump/sub-05_task-contrast_run-07_ga_events.tsv	82.1	5	120	0.8	11	2.6000000000000085	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
