side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	exitflag	response	correct
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	0	5	150	0.8	1	grating	2.9000000000000004	79	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	7.9	5	60	0.2	2	grating	3.700000000000001	87.00000000000001	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	16.6	5	0	0.2	3	grating	3.5	85	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	25.1	5	60	0.2	4	grating	2.799999999999997	77.99999999999997	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	32.9	5	75	0.8	5	grating	2.6000000000000014	76.00000000000001	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	40.5	5	135	0.2	6	grating	3.6000000000000014	86.00000000000001	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	49.1	5	30	0.8	7	grating	2.799999999999997	77.99999999999997	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	56.9	5	15	0.8	8	grating	3.000000000000007	80.00000000000007	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	64.9	5	75	0.8	9	grating	3.1999999999999886	81.99999999999989	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	73.1	5	135	0.8	10	grating	2.5	75	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	80.6	5	30	0.8	11	grating	3.200000000000003	82.00000000000003	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	88.8	5	0	0.2	12	grating	3.5	85	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	97.3	5	30	0.2	13	grating	2.5	75	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	104.8	5	0	0.2	14	grating	3.200000000000003	82.00000000000003	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	113	5	165	0.8	15	grating	3.5999999999999943	85.99999999999994	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	121.6	5	105	0.8	16	grating	3.5999999999999943	85.99999999999994	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	130.2	5	150	0.2	17	grating	2.6000000000000227	76.00000000000023	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	137.8	5	90	0.8	18	grating	3	80	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	145.8	5	105	0.8	19	grating	2.5	75	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	153.3	5	45	0.8	20	grating	3.5999999999999943	85.99999999999994	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	161.9	5	45	0.2	21	grating	2.5	75	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	169.4	5	165	0.8	22	grating	3	80	NA	NO RESPONSE	NA
left	5	5	ga_dump/sub-05_task-contrast_run-05_ga_events.tsv	177.4	5	105	0.2	23	grating	3.5999999999999943	85.99999999999994	NA	NO RESPONSE	NA
