side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	0	5	60	0.2	1	grating	3.5999999999999996	86	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	8.6	5	150	0.2	2	grating	3.200000000000001	82.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	16.8	5	90	0.8	3	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	25.3	5	105	0.8	4	grating	2.6999999999999993	77	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	33	5	120	0.8	5	grating	2.8999999999999986	78.99999999999999	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	40.9	5	105	0.2	6	grating	3.200000000000003	82.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	49.1	5	30	0.8	7	grating	2.6000000000000014	76.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	56.7	5	135	0.2	8	grating	3.299999999999997	82.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	65	5	30	0.8	9	grating	2.700000000000003	77.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	72.7	5	45	0.8	10	grating	2.700000000000003	77.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	80.4	5	90	0.2	11	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	88.9	5	120	0.2	12	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	96.4	5	0	0.2	13	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	104.6	5	120	0.8	14	grating	3.4000000000000057	84.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	113	5	150	0.2	15	grating	3.5999999999999943	85.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	121.6	5	45	0.2	16	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	129.4	5	75	0.8	17	grating	3.5999999999999943	85.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	138	5	165	0.8	18	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	146	5	165	0.2	19	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	154.7	5	75	0.8	20	grating	3.3000000000000114	83.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	163	5	15	0.8	21	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	171.7	5	45	0.8	22	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	179.2	5	90	0.2	23	grating	2.700000000000017	77.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	186.9	5	135	0.2	24	grating	2.5999999999999943	75.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	194.5	5	0	0.2	25	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	202.2	5	0	0.2	26	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	210.8	5	60	0.8	27	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	219	5	165	0.8	28	grating	3.4000000000000057	84.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	227.4	5	165	0.2	29	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	235.6	5	120	0.2	30	grating	2.700000000000017	77.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	243.3	5	60	0.2	31	grating	3.3999999999999773	83.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	251.7	5	15	0.8	32	grating	2.6999999999999886	76.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	259.4	5	15	0.2	33	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	268	5	0	0.2	34	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	276.5	5	150	0.8	35	grating	3.3999999999999773	83.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	284.9	5	60	0.8	36	grating	3.400000000000034	84.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	293.3	5	135	0.8	37	grating	3.099999999999966	80.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	301.4	5	15	0.2	38	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	310	5	135	0.8	39	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	317.8	5	75	0.2	40	grating	2.599999999999966	75.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	325.4	5	30	0.2	41	grating	2.900000000000034	79.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	333.3	5	45	0.2	42	grating	2.599999999999966	75.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	8	5	ga_dump/sub-05_task-contrast_run-08_ga_events.tsv	340.9	5	75	0.2	43	grating	3.2000000000000455	82.00000000000045	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
