trial_type	side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	iti_expected	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	0	5	135	0.8	1	2.9000000000000004	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	7.9	5	0	0.2	2	2.6999999999999993	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	15.6	5	15	0.8	3	2.799999999999999	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	23.4	5	90	0.8	4	3.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	32.1	5	165	0.2	5	3.1999999999999957	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	40.3	5	15	0.8	6	3.1000000000000014	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	48.4	5	105	0.8	7	2.8000000000000043	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	56.2	5	15	0.2	8	3.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	64.9	5	150	0.2	9	3.3999999999999915	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	73.3	5	30	0.2	10	3.4000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	81.7	5	0	0.2	11	2.700000000000003	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	89.4	5	105	0.8	12	3.0999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	97.5	5	120	0.8	13	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	106	5	60	0.8	14	2.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	113.6	5	30	0.8	15	3.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	122.1	5	165	0.8	16	3.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	130.7	5	135	0.2	17	2.6000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	138.3	5	60	0.2	18	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	145.8	5	150	0.8	19	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	153.3	5	150	0.8	20	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	161.3	5	75	0.8	21	3.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	169.9	5	0	0.2	22	2.9000000000000057	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	177.8	5	75	0.2	23	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	185.8	5	105	0.2	24	2.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	193.4	5	15	0.2	25	3.299999999999983	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	201.7	5	45	0.2	26	3.1000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	209.8	5	120	0.2	27	3.3999999999999773	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	218.2	5	120	0.2	28	2.6000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	225.8	5	45	0.2	29	3.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	234.4	5	135	0.8	30	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	242.4	5	150	0.2	31	2.5999999999999943	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	250	5	60	0.8	32	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	258	5	90	0.2	33	3.6000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	266.6	5	75	0.8	34	3.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	275.3	5	60	0.2	35	2.5	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	282.8	5	45	0.8	36	3.6999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	291.5	5	105	0.2	37	3.6000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	300.1	5	165	0.2	38	3.1999999999999886	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	308.3	5	75	0.2	39	3.099999999999966	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	316.4	5	30	0.2	40	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	324.4	5	30	0.8	41	3	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	332.4	5	120	0.8	42	2.6000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	340	5	165	0.8	43	3.6000000000000227	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
grating	left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	348.6	5	90	0.8	44	3.099999999999966	NaN	NaN	NA	NA	NaN	NA	NaN	NaN
