onset	duration	orientation	contrast	side	trial	subject
0	5.4375	30	0.8	left	1	4
0	5.4375	75	0.8	right	1	4
3.4571218136784	0.4	n/a	n/a	middle	1	4
7.05618756464176	0.4	n/a	n/a	middle	2	4
8.50132978723388	5.4375	0	0.2	left	2	4
8.50132978724221	5.4375	0	0.2	right	2	4
10.9823911468621	0.4	n/a	n/a	middle	3	4
14.3878506257941	0.4	n/a	n/a	middle	4	4
17.0026593603486	5.4375	165	0.2	left	3	4
17.0026595729651	5.4375	120	0.2	right	3	4
18.4581624231348	0.4	n/a	n/a	middle	5	4
22.3291626376102	0.4	n/a	n/a	middle	6	4
25.5039893619347	5.4375	75	0.2	right	4	4
25.5039894880205	5.4375	105	0.2	left	4	4
25.7923298459068	0.4	n/a	n/a	middle	7	4
29.5175877596802	0.4	n/a	n/a	middle	8	4
33.3998410750482	0.4	n/a	n/a	middle	9	4
34.0053191297198	5.4375	30	0.2	left	5	4
34.0053191479418	5.4375	120	0.8	right	5	4
36.9224311716977	0.4	n/a	n/a	middle	10	4
40.8816696805658	0.4	n/a	n/a	middle	11	4
42.5066489353411	5.4375	105	0.2	left	6	4
42.5066491644301	5.4375	90	0.2	right	6	4
44.9795728031566	0.4	n/a	n/a	middle	12	4
48.4530028535018	0.4	n/a	n/a	middle	13	4
51.007978708283	5.4375	0	0.2	left	7	4
51.0079787319071	5.4375	150	0.2	right	7	4
52.0253016748809	0.4	n/a	n/a	middle	14	4
55.9093393358986	0.4	n/a	n/a	middle	15	4
59.5093084969611	5.4375	165	0.8	right	8	4
59.5093085131477	5.4375	120	0.8	left	8	4
59.7771293757401	0.4	n/a	n/a	middle	16	4
63.8372900762287	0.4	n/a	n/a	middle	17	4
67.4916941847825	0.4	n/a	n/a	middle	18	4
68.010638285496	5.4375	60	0.8	left	9	4
68.01063830399	5.4375	15	0.8	right	9	4
71.3584023127454	0.4	n/a	n/a	middle	19	4
75.5373465589424	0.4	n/a	n/a	middle	20	4
76.5119659335517	5.4375	0	0.2	right	10	4
76.511968413995	5.4375	15	0.2	left	10	4
79.9277715346963	0.4	n/a	n/a	middle	21	4
83.6820891592404	0.4	n/a	n/a	middle	22	4
85.01329788336	5.4375	135	0.2	left	11	4
