onset	duration	trial	trial_type	side	orientation	contrast	subject	run
0	5.000844598020194	1	grating	left	120	0.2	6	6
8.001244212005986	5.000693765992764	2	grating	left	0	0.2	6	6
16.302374669001438	5.000668226013659	3	grating	left	75	0.2	6	6
24.80341606901493	5.000816054001916	4	grating	left	90	0.2	6	6
32.60461413001758	5.0006850519857835	5	grating	left	30	0.8	6	6
40.60569098399719	5.000729220017092	6	grating	left	135	0.8	6	6
48.80682360401261	5.000777895009378	7	grating	left	60	0.8	6	6
56.80803446500795	5.0005627640057355	8	grating	left	60	0.8	6	6
64.40896583499853	5.00067453700467	9	grating	left	30	0.2	6	6
72.81011185600073	5.000700075994246	10	grating	left	0	0.2	6	6
80.31113823299529	5.0006511000101455	11	grating	left	150	0.8	6	6
88.3122174910095	5.000689559994498	12	grating	left	90	0.8	6	6
95.81325438400381	5.000703080993844	13	grating	left	30	0.2	6	6
104.5144879599975	5.0006393820222	14	grating	left	135	0.2	6	6
112.61558097900706	5.000715099013178	15	grating	left	120	0.8	6	6
121.21674490699661	5.000675738003338	16	grating	left	0	0.2	6	6
129.11781220699777	5.000678142008837	17	grating	left	45	0.8	6	6
137.71902000301634	5.000661615980789	18	grating	left	75	0.8	6	6
145.52006663099746	5.000694367015967	19	grating	left	150	0.8	6	6
154.12126210701535	5.000726817001123	20	grating	left	45	0.2	6	6
162.72241882499657	5.000681146018906	21	grating	left	120	0.2	6	6
170.72350379201816	5.000731923995772	22	grating	left	75	0.8	6	6
179.0246745100012	5.000672132999171	23	grating	left	45	0.8	6	6
187.22577948801336	5.000687455991283	24	grating	left	60	0.2	6	6
195.8269905890047	5.000683549995301	25	grating	left	165	0.2	6	6
203.52787352501764	5.000815153005533	26	grating	left	165	0.8	6	6
211.02904232099536	5.000691062014084	27	grating	left	15	0.8	6	6
219.63021886901697	5.000695567985531	28	grating	left	120	0.8	6	6
227.4313048570184	5.0006775409856346	29	grating	left	165	0.2	6	6
235.23231783299707	5.000715099013178	30	grating	left	135	0.8	6	6
243.53347413000301	5.000663720013108	31	grating	left	150	0.2	6	6
251.33455050401972	5.000709990999894	32	grating	left	135	0.2	6	6
259.8357637680019	5.0006511000101455	33	grating	left	60	0.2	6	6
268.43693100102246	5.000654705974739	34	grating	left	105	0.8	6	6
277.1380795460136	5.000724412995623	35	grating	left	150	0.2	6	6
285.1391822400037	5.000696470000548	36	grating	left	90	0.8	6	6
293.6403774759965	5.000672132999171	37	grating	left	45	0.2	6	6
301.3414259669953	5.000669729022775	38	grating	left	0	0.2	6	6
309.64262553001754	5.00060753399157	39	grating	left	105	0.2	6	6
318.04372798401164	5.000685353006702	40	grating	left	75	0.2	6	6
325.644733869005	5.000736432004487	41	grating	left	105	0.8	6	6
333.7458653479989	5.000669428001856	42	grating	left	30	0.8	6	6
342.34703077800805	5.000739437004086	43	grating	left	105	0.2	6	6
350.1481029459974	5.000697972020134	44	grating	left	15	0.2	6	6
357.94914055999834	5.0007253140211105	45	grating	left	15	0.2	6	6
366.45037095001317	5.000682648998918	46	grating	left	15	0.8	6	6
374.5514558569994	5.000777895009378	47	grating	left	90	0.2	6	6
382.15249178902013	5.000674235983752	48	grating	left	165	0.8	6	6
0	5.000844598020194	1	grating	right	120	0.2	6	6
8.001244212005986	5.000693765992764	2	grating	right	60	0.8	6	6
15.502267885021865	5.000657709984807	3	grating	right	45	0.8	6	6
23.70338458000333	5.000679645017954	4	grating	right	0	0.2	6	6
31.80449021901586	5.000699775002431	5	grating	right	165	0.2	6	6
39.605556377005996	5.000682949001202	6	grating	right	120	0.8	6	6
47.10657524300041	5.000689559004968	7	grating	right	30	0.8	6	6
55.6077242080064	5.000716901005944	8	grating	right	45	0.8	6	6
63.108772217994556	5.000681147008436	9	grating	right	75	0.2	6	6
71.00986655900488	5.0006742360128555	10	grating	right	30	0.2	6	6
79.51108102500439	5.0006177489995025	11	grating	right	30	0.8	6	6
88.21220162700047	5.000706986000296	12	grating	right	60	0.2	6	6
96.41335558000719	5.000677840987919	13	grating	right	120	0.2	6	6
104.91453398999874	5.000730122003006	14	grating	right	60	0.2	6	6
113.31565116700949	5.000703981000697	15	grating	right	105	0.8	6	6
121.61678192400723	5.000699475000147	16	grating	right	15	0.2	6	6
129.9179250000161	5.000674235983752	17	grating	right	90	0.2	6	6
138.61913994699717	5.000675137009239	18	grating	right	45	0.2	6	6
146.72028344401042	5.00061444399762	19	grating	right	90	0.8	6	6
154.7213248439948	5.00066071501351	20	grating	right	150	0.8	6	6
163.0224667180155	5.000660714984406	21	grating	right	0	0.2	6	6
171.0235546900076	5.0006817470130045	22	grating	right	45	0.2	6	6
178.624597232003	5.000702779012499	23	grating	right	105	0.2	6	6
186.62571945600212	5.000676638999721	24	grating	right	165	0.8	6	6
194.82683555100812	5.000683549995301	25	grating	right	105	0.8	6	6
202.82791180402273	5.00066101597622	26	grating	right	150	0.2	6	6
210.82901119301096	5.000693765992764	27	grating	right	150	0.2	6	6
219.2301719370007	5.0006931649986655	28	grating	right	90	0.2	6	6
227.3312775749946	5.000722010008758	29	grating	right	165	0.8	6	6
235.43235887700575	5.000696169008734	30	grating	right	60	0.8	6	6
243.03340772801312	5.000931754009798	31	grating	right	75	0.8	6	6
250.83436572001665	5.0009257219790015	32	grating	right	0	0.2	6	6
258.83558228900074	5.000770684011513	33	grating	right	135	0.2	6	6
267.13670222999644	5.000731924024876	34	grating	right	15	0.2	6	6
275.53786117001437	5.000798327004304	35	grating	right	75	0.2	6	6
284.2390637980134	5.000690760993166	36	grating	right	120	0.8	6	6
292.9402862559946	5.000655607000226	37	grating	right	90	0.8	6	6
300.54131347400835	5.0007238120015245	38	grating	right	150	0.8	6	6
309.24249537001015	5.000664321007207	39	grating	right	135	0.8	6	6
316.94358232000377	5.00065140100196	40	grating	right	135	0.8	6	6
325.644733869005	5.000736432004487	41	grating	right	0	0.2	6	6
333.8458679920004	5.000696169998264	42	grating	right	15	0.8	6	6
341.6469894350157	5.000648696994176	43	grating	right	15	0.8	6	6
349.1479887700116	5.000656207994325	44	grating	right	135	0.2	6	6
356.94902788702166	5.00073312598397	45	grating	right	75	0.8	6	6
365.4502011889999	5.000685053004418	46	grating	right	105	0.2	6	6
372.9512522040168	5.000676338997437	47	grating	right	30	0.2	6	6
380.8523086869973	5.0006877570122015	48	grating	right	165	0.2	6	6
2.7005286930070724	0.40004753301036544	1	dim	middle	NaN	1	6	6
7.101029322016984	0.4001995659782551	2	dim	middle	NaN	1	6	6
11.201664738007821	0.4001265550032258	3	dim	middle	NaN	1	6	6
14.502131475019269	0.4000394209870137	4	dim	middle	NaN	1	6	6
18.80270457599545	0.4000523400027305	5	dim	middle	NaN	1	6	6
23.403380254021613	0.40000456699635834	6	dim	middle	NaN	1	6	6
26.603776442003436	0.40005654701963067	7	dim	middle	NaN	1	6	6
30.20434365401161	0.4000030650058761	8	dim	middle	NaN	1	6	6
33.70475168101257	0.40006195500609465	9	dim	middle	NaN	1	6	6
38.50540410299436	0.4000589510251302	10	dim	middle	NaN	1	6	6
41.30579001602018	0.4000574479869101	11	dim	middle	NaN	1	6	6
46.406478915014304	0.4000625560001936	12	dim	middle	NaN	1	6	6
49.60691236102139	0.39995138498488814	13	dim	middle	NaN	1	6	6
53.507454453007085	0.4001220480131451	14	dim	middle	NaN	1	6	6
58.30810176799423	0.4000556450046133	15	dim	middle	NaN	1	6	6
62.70874902201467	0.4000231959798839	16	dim	middle	NaN	1	6	6
65.50912111400976	0.4001650139980484	17	dim	middle	NaN	1	6	6
70.00972594300401	0.40006766401347704	18	dim	middle	NaN	1	6	6
72.71008337201783	0.4000781810027547	19	dim	middle	NaN	1	6	6
78.0108349469956	0.40003942101611756	20	dim	middle	NaN	1	6	6
83.1115722200193	0.40002529899356887	21	dim	middle	NaN	1	6	6
87.01204971401603	0.4000358149933163	22	dim	middle	NaN	1	6	6
91.51269630700699	0.4000165850156918	23	dim	middle	NaN	1	6	6
96.91341116500553	0.40005474400823005	24	dim	middle	NaN	1	6	6
99.61379683800624	0.39992794900899753	25	dim	middle	NaN	1	6	6
104.31448898100643	0.40001388199743815	26	dim	middle	NaN	1	6	6
109.21510288401623	0.40004272598889656	27	dim	middle	NaN	1	6	6
114.01575500599574	0.4000625560001936	28	dim	middle	NaN	1	6	6
116.91615227700095	0.40005624599871226	29	dim	middle	NaN	1	6	6
120.61651601601625	0.4002202980045695	30	dim	middle	NaN	1	6	6
123.01698028901592	0.400040321983397	31	dim	middle	NaN	1	6	6
126.41744936999748	0.4001133340061642	32	dim	middle	NaN	1	6	6
129.21786172300926	0.4000126800092403	33	dim	middle	NaN	1	6	6
132.91834504599683	0.40003641601651907	34	dim	middle	NaN	1	6	6
137.01891646400327	0.4000568469928112	35	dim	middle	NaN	1	6	6
141.81961846200284	0.40002019100938924	36	dim	middle	NaN	1	6	6
145.52006663099746	0.40006616100436077	37	dim	middle	NaN	1	6	6
149.5206266909954	0.4000598520215135	38	dim	middle	NaN	1	6	6
154.7213248439948	0.40005834901239723	39	dim	middle	NaN	1	6	6
159.82201945100678	0.4000496359949466	40	dim	middle	NaN	1	6	6
163.82256599099492	0.4000679640157614	41	dim	middle	NaN	1	6	6
168.92326029701508	0.4000670639798045	42	dim	middle	NaN	1	6	6
171.4237461440207	0.3999646059819497	43	dim	middle	NaN	1	6	6
176.32430205799756	0.40004182400298305	44	dim	middle	NaN	1	6	6
179.72475401201518	0.4000514390063472	45	dim	middle	NaN	1	6	6
182.82518811902264	0.40003731797332875	46	dim	middle	NaN	1	6	6
187.7258591100108	0.4000433270120993	47	dim	middle	NaN	1	6	6
191.1263417120208	0.4000340119819157	48	dim	middle	NaN	1	6	6
194.0267089359986	0.40008358799968846	49	dim	middle	NaN	1	6	6
196.42707285500364	0.4000340120110195	50	dim	middle	NaN	1	6	6
201.7277574269974	0.40006225599790923	51	dim	middle	NaN	1	6	6
206.22835294200922	0.40008659299928695	52	dim	middle	NaN	1	6	6
211.22907855702215	0.4000502369890455	53	dim	middle	NaN	1	6	6
216.52979828201933	0.4000562469882425	54	dim	middle	NaN	1	6	6
221.03041152501828	0.4000883949920535	55	dim	middle	NaN	1	6	6
226.23115354499896	0.40003010601503775	56	dim	middle	NaN	1	6	6
229.3315431830124	0.4000835889892187	57	dim	middle	NaN	1	6	6
234.4323474590201	0.3999775249976665	58	dim	middle	NaN	1	6	6
239.6329305350082	0.4000658610020764	59	dim	middle	NaN	1	6	6
242.93339366599685	0.40006766401347704	60	dim	middle	NaN	1	6	6
245.53382416800014	0.3998441199946683	61	dim	middle	NaN	1	6	6
250.23428886200418	0.40003821800928563	62	dim	middle	NaN	1	6	6
252.83480469402275	0.4000322099891491	63	dim	middle	NaN	1	6	6
257.4354365050094	0.40002800300135277	64	dim	middle	NaN	1	6	6
261.13577380302013	0.4001710229786113	65	dim	middle	NaN	1	6	6
265.5364976749988	0.4000652609975077	66	dim	middle	NaN	1	6	6
268.43693100102246	0.40002349598216824	67	dim	middle	NaN	1	6	6
272.4374748370028	0.4000192889943719	68	dim	middle	NaN	1	6	6
276.73803411601693	0.40004542999668047	69	dim	middle	NaN	1	6	6
279.1383517640061	0.40007367299403995	70	dim	middle	NaN	1	6	6
282.9388743870077	0.40007367299403995	71	dim	middle	NaN	1	6	6
288.0396705500025	0.39999735599849373	72	dim	middle	NaN	1	6	6
290.73997509799665	0.4000580490101129	73	dim	middle	NaN	1	6	6
294.44047494602273	0.40005384298274294	74	dim	middle	NaN	1	6	6
298.8411627630121	0.39996430499013513	75	dim	middle	NaN	1	6	6
302.14154206600506	0.4000385190011002	76	dim	middle	NaN	1	6	6
307.4422762140166	0.40003491297829896	77	dim	middle	NaN	1	6	6
311.94283537301817	0.4001142350025475	78	dim	middle	NaN	1	6	6
