onset	duration	trial_type	contrast	orientation	run	subject	task
0	4.999707651004428	con-0.8_ori-165	0.8	165	1	6	contrast
0	4.999707651004428	con-0.8_ori-120	0.8	120	1	6	contrast
2.399949282000307	0.3999534879985731	dim	1	NaN	1	6	contrast
5.899624483019579	0.3999835339782294	dim	1	NaN	1	6	contrast
7.699486391007667	4.9995883670053445	con-0.8_ori-165	0.8	165	1	6	contrast
8.099459109012969	4.999594976980006	con-0.2_ori-150	0.2	150	1	6	contrast
10.49927198101068	0.4000012619944755	dim	1	NaN	1	6	contrast
14.998890395014314	0.39997211698209867	dim	1	NaN	1	6	contrast
15.598828139016405	5.007939698989503	con-0.8_ori-60	0.8	60	1	6	contrast
16.19878691600752	5.00791325798491	con-0.2_ori-0	0.2	0	1	6	contrast
19.506772405002266	0.4000183879979886	dim	1	NaN	1	6	contrast
21.906743319996167	0.3999752170057036	dim	1	NaN	1	6	contrast
24.206445082003484	4.999578151997412	con-0.8_ori-150	0.8	150	1	6	contrast
24.706282232014928	4.999689021991799	con-0.2_ori-30	0.2	30	1	6	contrast
25.406351218000054	0.3999219399993308	dim	1	NaN	1	6	contrast
30.505908577993978	0.39997812602086924	dim	1	NaN	1	6	contrast
32.40573286800645	4.999604592012474	con-0.8_ori-60	0.8	60	1	6	contrast
33.40568839901243	4.999558321986115	con-0.8_ori-45	0.8	45	1	6	contrast
33.80565060101799	0.39993756398325786	dim	1	NaN	1	6	contrast
38.00526468799217	0.39998203300638124	dim	1	NaN	1	6	contrast
40.605066624004394	4.999589568993542	con-0.2_ori-45	0.2	45	1	6	contrast
40.90503549599089	4.999579054012429	con-0.8_ori-30	0.8	30	1	6	contrast
41.30498177401023	0.3999655070074368	dim	1	NaN	1	6	contrast
44.004778541013366	0.399962202005554	dim	1	NaN	1	6	contrast
47.60447591700358	0.39999164699111134	dim	1	NaN	1	6	contrast
49.30436041901703	4.999596179986838	con-0.2_ori-135	0.2	135	1	6	contrast
49.30436041901703	4.999596179986838	con-0.2_ori-0	0.2	0	1	6	contrast
52.504091987007996	0.39998263301094994	dim	1	NaN	1	6	contrast
57.10369231301593	4.999568836996332	con-0.8_ori-90	0.8	90	1	6	contrast
57.5036464020086	4.999612404993968	con-0.2_ori-165	0.2	165	1	6	contrast
57.90360529901227	0.4000021629908588	dim	1	NaN	1	6	contrast
62.90320147800958	0.39999224900384434	dim	1	NaN	1	6	contrast
65.00301122601377	4.999591972999042	con-0.8_ori-90	0.8	90	1	6	contrast
65.10286514199106	4.999734091019491	con-0.2_ori-120	0.2	120	1	6	contrast
65.50299920799443	0.3999757220153697	dim	1	NaN	1	6	contrast
68.90271292801481	0.4999489210022148	dim	NaN	NaN	1	6	contrast
72.0024490620126	0.3999700139975175	dim	1	NaN	1	6	contrast
72.90242027799832	4.999504539009649	con-0.2_ori-0	0.2	0	1	6	contrast
73.50233759099501	4.999534285016125	con-0.2_ori-30	0.2	30	1	6	contrast
75.30219379000482	0.39991502999328077	dim	1	NaN	1	6	contrast
80.70170079299714	0.3999709149939008	dim	1	NaN	1	6	contrast
81.40162705999683	4.999653867998859	con-0.2_ori-15	0.2	15	1	6	contrast
81.70161936801742	4.999575747991912	con-0.2_ori-105	0.2	105	1	6	contrast
84.70136067000567	0.3999513860035222	dim	1	NaN	1	6	contrast
89.4009666450147	0.3999438739847392	dim	1	NaN	1	6	contrast
89.80091051899944	4.999625925003784	con-0.8_ori-45	0.8	45	1	6	contrast
90.10092896700371	4.999688106006943	con-0.8_ori-30	0.8	30	1	6	contrast
94.40057424199767	0.399962202005554	dim	1	NaN	1	6	contrast
97.30029727600049	0.39997722499538213	dim	1	NaN	1	6	contrast
97.60030190399266	4.999591372004943	con-0.8_ori-15	0.8	15	1	6	contrast
98.40023081400432	4.999589870014461	con-0.8_ori-90	0.8	90	1	6	contrast
102.39988077699672	0.3998414160159882	dim	1	NaN	1	6	contrast
105.09968175101676	0.3999381649773568	dim	1	NaN	1	6	contrast
105.3996193750063	4.999579052993795	con-0.2_ori-75	0.2	75	1	6	contrast
106.79952358800801	4.99961390698445	con-0.2_ori-105	0.2	105	1	6	contrast
109.7992576789984	0.39996881200931966	dim	1	NaN	1	6	contrast
113.49897542601684	4.999668289994588	con-0.2_ori-60	0.2	60	1	6	contrast
114.3989135909942	0.39996160101145506	dim	1	NaN	1	6	contrast
115.49881437799195	4.999535486014793	con-0.8_ori-150	0.8	150	1	6	contrast
118.99851541899261	0.4000451290048659	dim	1	NaN	1	6	contrast
121.19828905101167	4.999643652990926	con-0.2_ori-120	0.2	120	1	6	contrast
121.79824662601459	0.39995499097858556	dim	1	NaN	1	6	contrast
123.79815889100428	4.999528274987824	con-0.2_ori-90	0.2	90	1	6	contrast
