onset	duration	trial	trial_type	side	orientation	contrast	subject	run
NaN	NaN	18	grating	right	75	0.2	6	0
NaN	NaN	19	grating	right	15	0.2	6	0
NaN	NaN	20	grating	right	135	0.8	6	0
NaN	NaN	21	grating	right	15	0.8	6	0
NaN	NaN	22	grating	right	60	0.2	6	0
NaN	NaN	23	grating	right	0	0.2	6	0
NaN	NaN	24	grating	right	105	0.2	6	0
NaN	NaN	25	grating	right	0	0.2	6	0
NaN	NaN	26	grating	right	30	0.8	6	0
NaN	NaN	27	grating	right	60	0.8	6	0
NaN	NaN	28	grating	right	75	0.8	6	0
NaN	NaN	29	grating	right	45	0.8	6	0
NaN	NaN	30	grating	right	45	0.8	6	0
NaN	NaN	31	grating	right	45	0.2	6	0
NaN	NaN	32	grating	right	90	0.2	6	0
NaN	NaN	33	grating	right	30	0.2	6	0
NaN	NaN	34	grating	right	60	0.2	6	0
NaN	NaN	35	grating	right	15	0.8	6	0
NaN	NaN	36	grating	right	90	0.8	6	0
NaN	NaN	37	grating	right	165	0.2	6	0
NaN	NaN	38	grating	right	0	0.2	6	0
NaN	NaN	39	grating	right	0	0.2	6	0
NaN	NaN	40	grating	right	75	0.2	6	0
NaN	NaN	41	grating	right	30	0.8	6	0
NaN	NaN	42	grating	right	105	0.8	6	0
NaN	NaN	43	grating	right	30	0.2	6	0
NaN	NaN	44	grating	right	45	0.2	6	0
NaN	NaN	45	grating	right	150	0.8	6	0
NaN	NaN	46	grating	right	75	0.8	6	0
NaN	NaN	47	grating	right	105	0.2	6	0
NaN	NaN	48	grating	right	90	0.8	6	0
3.6273943848063936	0.3715530172048602	1	dim	middle	NaN	1	6	0
6.319436303208931	0.3709961173008196	2	dim	middle	NaN	1	6	0
11.236985076611745	0.370958103594603	3	dim	middle	NaN	1	6	0
14.948969716002466	0.37162676380830817	4	dim	middle	NaN	1	6	0
17.82808630920772	0.3716602157946909	5	dim	middle	NaN	1	6	0
21.63507580300211	0.37073648411023896	6	dim	middle	NaN	1	6	0
26.459200329700252	0.3710067611100385	7	dim	middle	NaN	1	6	0
31.187409194899374	0.3706015356001444	8	dim	middle	NaN	1	6	0
34.721505158100626	0.37217225960921496	9	dim	middle	NaN	1	6	0
38.175960623906576	0.3759154637955362	10	dim	middle	NaN	1	6	0
41.27930719360302	0.37732462970598135	11	dim	middle	NaN	1	6	0
NaN	NaN	12	dim	middle	NaN	NaN	6	0
NaN	NaN	13	dim	middle	NaN	NaN	6	0
NaN	NaN	14	dim	middle	NaN	NaN	6	0
NaN	NaN	15	dim	middle	NaN	NaN	6	0
NaN	NaN	16	dim	middle	NaN	NaN	6	0
NaN	NaN	17	dim	middle	NaN	NaN	6	0
NaN	NaN	18	dim	middle	NaN	NaN	6	0
NaN	NaN	19	dim	middle	NaN	NaN	6	0
NaN	NaN	20	dim	middle	NaN	NaN	6	0
NaN	NaN	21	dim	middle	NaN	NaN	6	0
NaN	NaN	22	dim	middle	NaN	NaN	6	0
NaN	NaN	23	dim	middle	NaN	NaN	6	0
NaN	NaN	24	dim	middle	NaN	NaN	6	0
NaN	NaN	25	dim	middle	NaN	NaN	6	0
NaN	NaN	26	dim	middle	NaN	NaN	6	0
NaN	NaN	27	dim	middle	NaN	NaN	6	0
NaN	NaN	28	dim	middle	NaN	NaN	6	0
NaN	NaN	29	dim	middle	NaN	NaN	6	0
NaN	NaN	30	dim	middle	NaN	NaN	6	0
NaN	NaN	31	dim	middle	NaN	NaN	6	0
NaN	NaN	32	dim	middle	NaN	NaN	6	0
NaN	NaN	33	dim	middle	NaN	NaN	6	0
NaN	NaN	34	dim	middle	NaN	NaN	6	0
NaN	NaN	35	dim	middle	NaN	NaN	6	0
NaN	NaN	36	dim	middle	NaN	NaN	6	0
NaN	NaN	37	dim	middle	NaN	NaN	6	0
NaN	NaN	38	dim	middle	NaN	NaN	6	0
NaN	NaN	39	dim	middle	NaN	NaN	6	0
NaN	NaN	40	dim	middle	NaN	NaN	6	0
NaN	NaN	41	dim	middle	NaN	NaN	6	0
NaN	NaN	42	dim	middle	NaN	NaN	6	0
NaN	NaN	43	dim	middle	NaN	NaN	6	0
NaN	NaN	44	dim	middle	NaN	NaN	6	0
NaN	NaN	45	dim	middle	NaN	NaN	6	0
NaN	NaN	46	dim	middle	NaN	NaN	6	0
NaN	NaN	47	dim	middle	NaN	NaN	6	0
NaN	NaN	48	dim	middle	NaN	NaN	6	0
NaN	NaN	49	dim	middle	NaN	NaN	6	0
NaN	NaN	50	dim	middle	NaN	NaN	6	0
NaN	NaN	51	dim	middle	NaN	NaN	6	0
NaN	NaN	52	dim	middle	NaN	NaN	6	0
NaN	NaN	53	dim	middle	NaN	NaN	6	0
NaN	NaN	54	dim	middle	NaN	NaN	6	0
NaN	NaN	55	dim	middle	NaN	NaN	6	0
NaN	NaN	56	dim	middle	NaN	NaN	6	0
NaN	NaN	57	dim	middle	NaN	NaN	6	0
NaN	NaN	58	dim	middle	NaN	NaN	6	0
NaN	NaN	59	dim	middle	NaN	NaN	6	0
NaN	NaN	60	dim	middle	NaN	NaN	6	0
NaN	NaN	61	dim	middle	NaN	NaN	6	0
NaN	NaN	62	dim	middle	NaN	NaN	6	0
NaN	NaN	63	dim	middle	NaN	NaN	6	0
NaN	NaN	64	dim	middle	NaN	NaN	6	0
NaN	NaN	65	dim	middle	NaN	NaN	6	0
NaN	NaN	66	dim	middle	NaN	NaN	6	0
NaN	NaN	67	dim	middle	NaN	NaN	6	0
NaN	NaN	68	dim	middle	NaN	NaN	6	0
NaN	NaN	69	dim	middle	NaN	NaN	6	0
NaN	NaN	70	dim	middle	NaN	NaN	6	0
NaN	NaN	71	dim	middle	NaN	NaN	6	0
NaN	NaN	72	dim	middle	NaN	NaN	6	0
NaN	NaN	73	dim	middle	NaN	NaN	6	0
NaN	NaN	74	dim	middle	NaN	NaN	6	0
NaN	NaN	75	dim	middle	NaN	NaN	6	0
NaN	NaN	76	dim	middle	NaN	NaN	6	0
NaN	NaN	77	dim	middle	NaN	NaN	6	0
NaN	NaN	78	dim	middle	NaN	NaN	6	0
NaN	NaN	79	dim	middle	NaN	NaN	6	0
NaN	NaN	80	dim	middle	NaN	NaN	6	0
NaN	NaN	81	dim	middle	NaN	NaN	6	0
NaN	NaN	82	dim	middle	NaN	NaN	6	0
NaN	NaN	83	dim	middle	NaN	NaN	6	0
